tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,-16708000.0,-13930000.0,1444000.0,27770000.0,-16708000.0,-18152000.0,,,-13930000.0,-13930000.0,121976000.0,-18152000.0,39800000.0,39800000.0,-0.35,-0.35,-13930000.0,-13930000.0,-13930000.0,-13930000.0,-13930000.0,716000.0,-13214000.0,-2297000.0,-2297000.0,,,-18152000.0,94206000.0,44470000.0,49736000.0,19029000.0,30707000.0,30707000.0,76054000.0,27770000.0,103824000.0,97687000.0,2022-12-31
0.0,0.043,-6757000.0,-2582000.0,1762000.0,31492000.0,-6757000.0,-8519000.0,5639000.0,5639000.0,-2582000.0,-2582000.0,124180000.0,-8519000.0,40618000.0,40618000.0,-0.06,-0.06,-2582000.0,-2582000.0,-2582000.0,-2582000.0,-2582000.0,-116000.0,-2698000.0,182000.0,182000.0,5639000.0,5639000.0,-8519000.0,92688000.0,45844000.0,46844000.0,16601000.0,30243000.0,30243000.0,84169000.0,31492000.0,115661000.0,107792000.0,2023-03-31
0.0,0.21,-3231000.0,3725000.0,1634000.0,33788000.0,-3231000.0,-4865000.0,7543000.0,7543000.0,3725000.0,3725000.0,131704000.0,-4865000.0,46872000.0,41222000.0,0.08,0.09,3725000.0,3725000.0,3725000.0,3725000.0,3725000.0,-1315000.0,2410000.0,-268000.0,-268000.0,7543000.0,7543000.0,-4865000.0,97916000.0,47947000.0,49969000.0,17734000.0,32235000.0,32235000.0,93051000.0,33788000.0,126839000.0,118028000.0,2023-06-30
0.0,0.043,-3013000.0,2807000.0,1657000.0,36254000.0,-3013000.0,-4670000.0,8625000.0,8625000.0,2807000.0,2807000.0,142294000.0,-4670000.0,46946000.0,41719000.0,0.06,0.07,2807000.0,2807000.0,2807000.0,2807000.0,2807000.0,125000.0,2932000.0,-1023000.0,-1023000.0,8625000.0,8625000.0,-4670000.0,106040000.0,50305000.0,55735000.0,22335000.0,33400000.0,33400000.0,101370000.0,36254000.0,137624000.0,128177000.0,2023-09-30
0.0,0.1993,6837000.0,12117000.0,2042000.0,40571000.0,6837000.0,4795000.0,9284000.0,9284000.0,12117000.0,12117000.0,146190000.0,4795000.0,,,,,12117000.0,12117000.0,12117000.0,12117000.0,12117000.0,3016000.0,15133000.0,1054000.0,1054000.0,9284000.0,9284000.0,4795000.0,105619000.0,50256000.0,55363000.0,19118000.0,36245000.0,36245000.0,110414000.0,40571000.0,150985000.0,176430000.0,2023-12-31
