ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,current_deferred_assets,receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,treasury_shares_number,buildings_and_improvements
40361000.0,40361000.0,28406000.0,529531000.0,542078000.0,515417000.0,529531000.0,28406000.0,542078000.0,542078000.0,542078000.0,542078000.0,-230488000.0,772562000.0,4000.0,4000.0,205269000.0,23503000.0,23503000.0,23503000.0,181766000.0,6974000.0,157550000.0,157550000.0,4903000.0,4903000.0,4233000.0,8106000.0,3464000.0,4642000.0,3465000.0,1069000.0,1177000.0,747347000.0,50164000.0,1507000.0,633000.0,633000.0,12547000.0,8497000.0,4050000.0,35477000.0,-8218000.0,43695000.0,15983000.0,22508000.0,5204000.0,0.0,697183000.0,7234000.0,35041000.0,46728000.0,,46728000.0,608180000.0,608180000.0,516991000.0,91189000.0,2022-12-31,,
41018000.0,41018000.0,27902000.0,552663000.0,565188000.0,538421000.0,552663000.0,27902000.0,565188000.0,565188000.0,565188000.0,565188000.0,-233070000.0,798254000.0,4000.0,4000.0,225191000.0,22378000.0,22378000.0,22378000.0,202813000.0,6351000.0,181942000.0,181942000.0,5524000.0,5524000.0,1938000.0,7058000.0,2726000.0,4332000.0,3346000.0,925000.0,986000.0,790379000.0,49145000.0,1366000.0,633000.0,633000.0,12525000.0,8475000.0,4050000.0,34621000.0,-9227000.0,43848000.0,16693000.0,21779000.0,5376000.0,0.0,741234000.0,7497000.0,40137000.0,52509000.0,,52509000.0,641091000.0,641091000.0,592629000.0,48462000.0,2023-03-31,,
41531000.0,41531000.0,27345000.0,581959000.0,596405000.0,567835000.0,581959000.0,27345000.0,596405000.0,596405000.0,596405000.0,596405000.0,-229345000.0,825746000.0,4000.0,4000.0,238398000.0,21292000.0,21292000.0,21292000.0,217106000.0,6738000.0,192753000.0,192753000.0,6053000.0,6053000.0,2726000.0,8836000.0,3993000.0,4843000.0,2538000.0,62000.0,2305000.0,834803000.0,49862000.0,1236000.0,633000.0,633000.0,14446000.0,10396000.0,4050000.0,33547000.0,-10238000.0,43785000.0,17134000.0,20976000.0,5675000.0,0.0,784941000.0,7787000.0,42720000.0,55769000.0,2363000.0,53406000.0,678665000.0,678665000.0,655124000.0,23541000.0,2023-06-30,,
41972000.0,41972000.0,26051000.0,597003000.0,614819000.0,584171000.0,597003000.0,26051000.0,614819000.0,614819000.0,614819000.0,614819000.0,-226538000.0,841353000.0,4000.0,4000.0,255895000.0,20961000.0,20961000.0,20961000.0,234934000.0,7540000.0,208888000.0,208888000.0,5090000.0,5090000.0,2678000.0,10738000.0,4926000.0,5812000.0,3100000.0,55000.0,2712000.0,870714000.0,51609000.0,1251000.0,633000.0,633000.0,17816000.0,13766000.0,4050000.0,31909000.0,-11271000.0,43180000.0,17392000.0,19901000.0,5887000.0,0.0,819105000.0,9533000.0,46124000.0,61711000.0,,61711000.0,701737000.0,701737000.0,638415000.0,63322000.0,2023-09-30,,
42500000.0,42500000.0,25038000.0,635456000.0,655501000.0,620436000.0,635456000.0,25038000.0,655501000.0,655501000.0,655501000.0,655501000.0,-214421000.0,869918000.0,4000.0,4000.0,298456000.0,21094000.0,21094000.0,21094000.0,277362000.0,4317000.0,249192000.0,249192000.0,3944000.0,3944000.0,4494000.0,15415000.0,7811000.0,7604000.0,5157000.0,792000.0,2447000.0,953957000.0,56159000.0,4453000.0,766000.0,766000.0,20045000.0,15995000.0,4050000.0,30895000.0,-12268000.0,43163000.0,18191000.0,,5869000.0,0.0,897798000.0,7282000.0,53931000.0,88975000.0,,88975000.0,747610000.0,747610000.0,697237000.0,50373000.0,2023-12-31,0.0,19103000.0
