tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,write_off,impairment_of_capital_assets,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.244587,951855000.0,,,320158000.0,338783000.0,1782227000.0,951855000.0,613072000.0,-136265000.0,186765000.0,,320158000.0,320158000.0,2507503000.0,522237000.0,349267768.0,348786307.0,0.92,0.92,320158000.0,320158000.0,320158000.0,-1880000.0,322038000.0,322038000.0,104269000.0,426307000.0,40347000.0,-34353000.0,,,,,,,-136265000.0,186765000.0,,522237000.0,725276000.0,159343000.0,227150000.0,338783000.0,338783000.0,30248000.0,30248000.0,308535000.0,1247513000.0,1782227000.0,3029740000.0,3029740000.0,2022-12-31
0.0,0.234425,1075450000.0,,,491159000.0,236896000.0,2357808000.0,1075450000.0,838554000.0,-194543000.0,194543000.0,,491159000.0,491159000.0,3046070000.0,749573000.0,349612013.0,349217147.0,1.404869,1.41,491159000.0,491159000.0,491159000.0,-1880000.0,493039000.0,493039000.0,150972000.0,644011000.0,88981000.0,88981000.0,,,,,,,-194543000.0,194543000.0,,749573000.0,688262000.0,222952000.0,228414000.0,236896000.0,236896000.0,-76059000.0,-76059000.0,312955000.0,1437835000.0,2357808000.0,3795643000.0,3795643000.0,2023-03-31
-80514000.0,0.21,739510000.0,-383400000.0,-383400000.0,15422000.0,101572000.0,1588358000.0,356110000.0,254537000.0,-185913000.0,207313000.0,21400000.0,318308000.0,15422000.0,2068680000.0,560662000.0,349729982.0,349462359.0,0.04,0.04,15422000.0,15422000.0,15422000.0,-1880000.0,17302000.0,17302000.0,29922000.0,47224000.0,-327500000.0,50900000.0,-382000000.0,-19000000.0,,401000000.0,5000000.0,-1400000.0,-185913000.0,207313000.0,21400000.0,560620000.0,480323000.0,145823000.0,232927000.0,101573000.0,101573000.0,-218422000.0,-218422000.0,319995000.0,1040943000.0,1588357000.0,2629300000.0,2622900000.0,2023-06-30
2805019.708668,0.118355,771525000.0,23700000.0,23700000.0,339663000.0,185549000.0,1669310000.0,795225000.0,609676000.0,-198183000.0,222283000.0,24100000.0,318768019.708668,339663000.0,2260929000.0,530553000.0,349851969.0,349704155.0,0.97,0.97,339663000.0,339663000.0,339663000.0,-1880000.0,341543000.0,341543000.0,45850000.0,387393000.0,55000000.0,28600000.0,21000000.0,-21000000.0,0.0,,2700000.0,2700000.0,-198183000.0,222283000.0,24100000.0,530571000.0,591619000.0,162425000.0,243645000.0,185549000.0,185549000.0,-143979000.0,-143979000.0,329528000.0,1122190000.0,1669310000.0,2791500000.0,2802200000.0,2023-09-30
-90457996.962319,0.049539,995343000.0,-1826000000.0,-1826000000.0,-1288485000.0,291706000.0,1448469000.0,-830657000.0,-1122363000.0,-205701000.0,231301000.0,25600000.0,447057003.037681,-1288485000.0,2002790000.0,558548000.0,,,,,-1288485000.0,-1288485000.0,-1288485000.0,-1880000.0,-1286605000.0,-1286605000.0,-67059000.0,-1353664000.0,-1839400000.0,-17400000.0,-1821500000.0,,1766000000.0,,4000000.0,-4500000.0,-205701000.0,231301000.0,25600000.0,691415000.0,554321000.0,160145000.0,235370000.0,291706000.0,291706000.0,-51657000.0,-51657000.0,343363000.0,1245736000.0,1448469000.0,2694205000.0,2790505000.0,2023-12-31
