tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,other_special_charges,write_off,impairment_of_capital_assets,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-27683035.714286,0.174107,842000000.0,-159000000.0,-159000000.0,181000000.0,334000000.0,2424000000.0,683000000.0,349000000.0,-117000000.0,125000000.0,8000000.0,312316964.285714,181000000.0,3463000000.0,353000000.0,507000000.0,504000000.0,0.36,0.36,181000000.0,181000000.0,181000000.0,-4000000.0,185000000.0,,185000000.0,39000000.0,224000000.0,-83000000.0,76000000.0,-139000000.0,,65000000.0,,27000000.0,,-20000000.0,-117000000.0,125000000.0,8000000.0,424000000.0,1039000000.0,155000000.0,904000000.0,904000000.0,912000000.0,-8000000.0,1463000000.0,2424000000.0,3887000000.0,3887000000.0,2022-12-31
1428000.0,0.357,512000000.0,4000000.0,4000000.0,44000000.0,319000000.0,2302000000.0,516000000.0,197000000.0,-117000000.0,127000000.0,10000000.0,41428000.0,44000000.0,3476000000.0,186000000.0,507000000.0,505000000.0,0.09,0.09,44000000.0,44000000.0,44000000.0,-1000000.0,45000000.0,,45000000.0,25000000.0,70000000.0,14000000.0,10000000.0,13000000.0,,,,,-13000000.0,-9000000.0,-117000000.0,127000000.0,10000000.0,173000000.0,1174000000.0,164000000.0,1010000000.0,,,,1347000000.0,2302000000.0,3649000000.0,3649000000.0,2023-03-31
-9240000.0,0.21,302000000.0,-44000000.0,-44000000.0,-195000000.0,309000000.0,2596000000.0,258000000.0,-51000000.0,-124000000.0,132000000.0,8000000.0,-160240000.0,-141000000.0,3725000000.0,-17000000.0,506000000.0,506000000.0,-0.28,-0.28,-141000000.0,-141000000.0,-141000000.0,-2000000.0,-139000000.0,54000000.0,-193000000.0,10000000.0,-183000000.0,-41000000.0,3000000.0,-11000000.0,,-11000000.0,23000000.0,,-1000000.0,-33000000.0,-124000000.0,132000000.0,8000000.0,-18000000.0,1129000000.0,165000000.0,964000000.0,,,,1111000000.0,2596000000.0,3707000000.0,3707000000.0,2023-06-30
210000.0,0.21,274000000.0,1000000.0,1000000.0,48000000.0,311000000.0,2591000000.0,275000000.0,-36000000.0,-128000000.0,136000000.0,8000000.0,47210000.0,2508000000.0,3759000000.0,-51000000.0,509000000.0,507000000.0,4.93,4.95,2508000000.0,2508000000.0,2508000000.0,-3000000.0,2511000000.0,2460000000.0,51000000.0,-223000000.0,-172000000.0,7000000.0,6000000.0,11000000.0,0.0,-11000000.0,0.0,0.0,0.0,-10000000.0,-128000000.0,136000000.0,8000000.0,-51000000.0,1168000000.0,166000000.0,1002000000.0,,,,1117000000.0,2591000000.0,3708000000.0,3708000000.0,2023-09-30
-10500000.0,0.21,729000000.0,-50000000.0,-50000000.0,72000000.0,324000000.0,2413000000.0,679000000.0,355000000.0,-73000000.0,117000000.0,44000000.0,111500000.0,245000000.0,3520000000.0,329000000.0,509000000.0,507000000.0,0.48,0.48,245000000.0,245000000.0,245000000.0,-1000000.0,246000000.0,173000000.0,73000000.0,165000000.0,238000000.0,-55000000.0,-5000000.0,-57000000.0,0.0,33000000.0,29000000.0,0.0,-5000000.0,7000000.0,-73000000.0,117000000.0,44000000.0,365000000.0,1107000000.0,172000000.0,935000000.0,,,,1472000000.0,2413000000.0,3885000000.0,3885000000.0,2023-12-31
