tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-127764941.397145,0.20237,5833931000.0,-631343000.0,-631343000.0,3952737000.0,769141000.0,12109765000.0,5202588000.0,4433447000.0,629290000.0,629290000.0,4456315058.602855,3952737000.0,20920682000.0,4433447000.0,653816400.0,647856400.0,6.05,6.1,3952737000.0,3952737000.0,3952737000.0,143042000.0,3809695000.0,0.0,3809695000.0,966574000.0,4776269000.0,-286468000.0,344875000.0,-631343000.0,629290000.0,629290000.0,4433447000.0,8810917000.0,4090076000.0,4720841000.0,3417909000.0,1302932000.0,1302932000.0,,13244364000.0,12109765000.0,25354129000.0,25354129000.0,2022-12-31
16561048.275485,0.195295,8217559000.0,84800000.0,84800000.0,6754634000.0,1082269000.0,10149741000.0,8302359000.0,7220090000.0,776030000.0,776030000.0,6686395048.275485,6754634000.0,17826197000.0,7220090000.0,651302200.0,644216600.0,10.35,10.5,6754634000.0,6754634000.0,6754634000.0,44240000.0,6710394000.0,0.0,6710394000.0,1628559000.0,8338953000.0,342833000.0,258033000.0,84800000.0,776030000.0,776030000.0,7220090000.0,7676456000.0,3749732000.0,3926724000.0,2905046000.0,1021678000.0,1021678000.0,326634000.0,14896546000.0,10149741000.0,25046287000.0,25046287000.0,2023-03-31
140211760.0,0.08,4971370000.0,1752647000.0,1752647000.0,8242767000.0,661363000.0,9635888000.0,6724017000.0,6062654000.0,935578000.0,935578000.0,6630331760.0,8242767000.0,17948647000.0,6062654000.0,649783200.0,643756600.0,12.7,12.8,8242767000.0,8242767000.0,8242767000.0,83152000.0,8159615000.0,0.0,8159615000.0,712090000.0,8871705000.0,1873473000.0,120826000.0,1752647000.0,935578000.0,935578000.0,6062654000.0,8312759000.0,3908907000.0,4403852000.0,3271705000.0,1132147000.0,1132147000.0,312395000.0,14375413000.0,9635888000.0,24011301000.0,24011301000.0,2023-06-30
22169040.0,0.142,8053645000.0,156120000.0,156120000.0,7836888000.0,651856000.0,10304106000.0,8209765000.0,7557909000.0,1147227000.0,1147227000.0,7702937040.0,7836888000.0,19712497000.0,7557909000.0,649929800.0,642766800.0,12.05,12.2,7836888000.0,7836888000.0,7836888000.0,26006000.0,7810882000.0,0.0,7810882000.0,1290398000.0,9101280000.0,396144000.0,240024000.0,156120000.0,1147227000.0,1147227000.0,7557909000.0,9408391000.0,4347052000.0,5061339000.0,3567153000.0,1494186000.0,1494186000.0,,16966300000.0,10304106000.0,27270406000.0,27270406000.0,2023-09-30
-113122436.908303,0.13798,8348107000.0,-819844000.0,-819844000.0,6582263000.0,659772000.0,10315030000.0,7528263000.0,6868491000.0,1261583000.0,1261583000.0,7288984563.091697,6582263000.0,20271674000.0,6868491000.0,,,,,6582263000.0,6582263000.0,6582263000.0,-94069000.0,6676332000.0,0.0,6676332000.0,1068657000.0,7744989000.0,-385085000.0,434759000.0,-819844000.0,1261583000.0,1261583000.0,6868491000.0,9956644000.0,4479219000.0,5477425000.0,4225556000.0,1251869000.0,1251869000.0,,16825135000.0,10315030000.0,27140165000.0,27140165000.0,2023-12-31
