tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,gain_on_sale_of_ppe,gain_on_sale_of_business
-69571.984436,0.115953,406300000.0,-600000.0,-600000.0,227200000.0,116600000.0,637400000.0,405700000.0,289100000.0,-32100000.0,32100000.0,227730428.015564,227200000.0,1238400000.0,290900000.0,356700000.0,353800000.0,0.64,0.64,227200000.0,,227200000.0,227200000.0,227200000.0,0.0,227200000.0,29800000.0,257000000.0,-2400000.0,-1800000.0,-600000.0,600000.0,-32100000.0,,32100000.0,291500000.0,601000000.0,101200000.0,499800000.0,892500000.0,637400000.0,1529900000.0,1529900000.0,2022-12-31,,
0.0,0.157,350700000.0,,,173600000.0,112800000.0,612500000.0,350700000.0,237900000.0,-32100000.0,32100000.0,173600000.0,173600000.0,1220300000.0,240400000.0,356500000.0,353600000.0,0.49,0.49,173600000.0,0.0,173600000.0,173600000.0,173600000.0,,173600000.0,32200000.0,205800000.0,-2500000.0,-2500000.0,,,-32100000.0,,32100000.0,240400000.0,607800000.0,100100000.0,507700000.0,848200000.0,612500000.0,1460700000.0,1460700000.0,2023-03-31,,
0.0,0.165,397000000.0,0.0,0.0,209000000.0,113500000.0,621000000.0,397000000.0,283500000.0,-33100000.0,33100000.0,209000000.0,209000000.0,1235100000.0,291300000.0,355500000.0,353000000.0,0.59,0.59,209000000.0,,209000000.0,209000000.0,209000000.0,,209000000.0,41400000.0,250400000.0,-7800000.0,-7800000.0,0.0,,-33100000.0,33100000.0,33100000.0,291300000.0,614100000.0,100100000.0,514000000.0,905400000.0,621000000.0,1526400000.0,1526400000.0,2023-06-30,,
0.0,0.152,401700000.0,0.0,0.0,218000000.0,114800000.0,601500000.0,401700000.0,286900000.0,-29800000.0,29800000.0,218000000.0,218000000.0,1203400000.0,291100000.0,356100000.0,352100000.0,0.61,0.62,218000000.0,0.0,218000000.0,218000000.0,218000000.0,,218000000.0,39100000.0,257100000.0,-4200000.0,-4200000.0,0.0,,-29800000.0,,29800000.0,291100000.0,601900000.0,98400000.0,503500000.0,893000000.0,601500000.0,1494500000.0,1494500000.0,2023-09-30,,
0.0,0.044324,421700000.0,0.0,0.0,265200000.0,115700000.0,636200000.0,421700000.0,306000000.0,-28500000.0,28500000.0,265200000.0,265200000.0,1272800000.0,310900000.0,354500000.0,351300000.0,0.75,0.75,265200000.0,0.0,265200000.0,265200000.0,265200000.0,,265200000.0,12300000.0,277500000.0,-4900000.0,-4900000.0,0.0,,-28500000.0,,28500000.0,310900000.0,636600000.0,99200000.0,537400000.0,947500000.0,636200000.0,1583700000.0,1583700000.0,2023-12-31,,
7193400.0,0.114,351700000.0,63100000.0,63100000.0,207400000.0,136800000.0,620300000.0,414800000.0,278000000.0,-44000000.0,44000000.0,151493400.0,207400000.0,1285400000.0,302200000.0,356000000.0,351700000.0,0.58,0.59,207400000.0,,207400000.0,207400000.0,207400000.0,,207400000.0,26600000.0,234000000.0,38900000.0,-24200000.0,63100000.0,,-44000000.0,,44000000.0,239100000.0,665100000.0,104100000.0,561000000.0,904200000.0,620300000.0,1524500000.0,1524500000.0,2024-03-31,63100000.0,
