free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,operating_gains_losses,gain_loss_on_sale_of_ppe
428100000.0,-66800000.0,-1000000000.0,654400000.0,-36100000.0,709200000.0,705300000.0,8500000.0,-4600000.0,-434600000.0,-434600000.0,2500000.0,-24700000.0,0.0,-24700000.0,-66800000.0,-66800000.0,-345600000.0,-342800000.0,-342800000.0,-2800000.0,-1000000000.0,997200000.0,-34200000.0,-34200000.0,-4200000.0,,2400000.0,-26500000.0,,-36100000.0,464200000.0,0.0,464200000.0,94500000.0,88300000.0,53600000.0,34700000.0,34700000.0,66100000.0,32900000.0,-30700000.0,-30700000.0,0.0,25900000.0,116600000.0,116600000.0,94700000.0,94700000.0,21900000.0,0.0,227200000.0,2022-12-31,,
149600000.0,0.0,0.0,,-24800000.0,672800000.0,709200000.0,1100000.0,-37500000.0,-187100000.0,-187100000.0,-3100000.0,-24700000.0,,-24700000.0,0.0,0.0,-159300000.0,-159300000.0,,0.0,0.0,,-24800000.0,-24800000.0,0.0,0.0,,-24800000.0,,-24800000.0,174400000.0,,174400000.0,-138700000.0,-110300000.0,-78000000.0,-32300000.0,-32300000.0,-16300000.0,-33600000.0,21500000.0,21500000.0,,26700000.0,112800000.0,112800000.0,92400000.0,92400000.0,20400000.0,,173600000.0,2023-03-31,,
300000000.0,-129100000.0,0.0,,-21000000.0,712800000.0,672800000.0,-10600000.0,50600000.0,-254300000.0,-254300000.0,8700000.0,-24600000.0,,-24600000.0,-129100000.0,-129100000.0,-109300000.0,-109300000.0,,0.0,0.0,,-16100000.0,-16100000.0,0.0,,,-16100000.0,,-21000000.0,321000000.0,,321000000.0,-30500000.0,-44400000.0,-40300000.0,-4100000.0,-4100000.0,3200000.0,6200000.0,4500000.0,4500000.0,,29000000.0,113500000.0,113500000.0,91800000.0,91800000.0,21700000.0,,209000000.0,2023-06-30,,
383500000.0,-78800000.0,-250000000.0,0.0,-27900000.0,714100000.0,712800000.0,-1900000.0,3200000.0,-324900000.0,-324900000.0,12500000.0,-24600000.0,,-24600000.0,-78800000.0,-78800000.0,-234000000.0,16000000.0,,-250000000.0,-250000000.0,0.0,-83300000.0,-83300000.0,-57700000.0,,-57700000.0,-25600000.0,2300000.0,-27900000.0,411400000.0,,411400000.0,49100000.0,64200000.0,73500000.0,-9300000.0,-9300000.0,-19800000.0,5700000.0,-1000000.0,-1000000.0,,29500000.0,114800000.0,114800000.0,93000000.0,93000000.0,21800000.0,,218000000.0,2023-09-30,,
412700000.0,-65000000.0,-750000000.0,1389200000.0,-34100000.0,1888800000.0,714100000.0,500000.0,1174200000.0,798600000.0,798600000.0,-100000.0,-28100000.0,,-28100000.0,-65000000.0,-65000000.0,891800000.0,1092500000.0,,-200700000.0,-750000000.0,549300000.0,-71200000.0,-71200000.0,-38100000.0,0.0,-38100000.0,-33900000.0,200000.0,-34100000.0,446800000.0,,446800000.0,37800000.0,173200000.0,144300000.0,28900000.0,28900000.0,-36100000.0,20000000.0,-15200000.0,-15200000.0,,28100000.0,115700000.0,115700000.0,93200000.0,93200000.0,22500000.0,,265200000.0,2023-12-31,,
230300000.0,,-1000000000.0,1736400000.0,-26400000.0,704600000.0,1888800000.0,-10400000.0,-1173800000.0,306900000.0,306900000.0,25400000.0,-28100000.0,,-28100000.0,,,309600000.0,-426800000.0,,736400000.0,-1000000000.0,1736400000.0,-1737400000.0,-1737400000.0,-1721800000.0,,-1721800000.0,-15600000.0,10800000.0,-26400000.0,256700000.0,,256700000.0,-53300000.0,-47200000.0,-103300000.0,56100000.0,56100000.0,-1800000.0,-13100000.0,8800000.0,8800000.0,,28900000.0,136800000.0,136800000.0,113700000.0,113700000.0,23100000.0,,207400000.0,2024-03-31,-63100000.0,-63100000.0
