ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,receivables,other_receivables,accrued_interest_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,current_debt,other_current_borrowings
87950117.0,87950117.0,577515000.0,1617359000.0,377372000.0,1929242000.0,1938257000.0,377372000.0,73067000.0,384950000.0,1929242000.0,384950000.0,384950000.0,-1664000.0,-1664000.0,-3910236000.0,4296841000.0,9000.0,9000.0,0.0,2743416000.0,2123812000.0,36942000.0,485000000.0,485000000.0,1601870000.0,57578000.0,1544292000.0,619604000.0,15489000.0,89244000.0,89244000.0,15489000.0,15489000.0,65946000.0,68784000.0,380141000.0,271745000.0,4956000.0,108396000.0,12521000.0,12521000.0,95875000.0,3128366000.0,570505000.0,187056000.0,99559000.0,31321000.0,31321000.0,,,7578000.0,7578000.0,244991000.0,-148876000.0,393867000.0,97328000.0,23587000.0,156760000.0,58079000.0,47942000.0,10171000.0,0.0,2557861000.0,7722000.0,97100000.0,203968000.0,259697000.0,41758000.0,3311000.0,214628000.0,1989374000.0,1022597000.0,966777000.0,2022-12-31,,
93140135.0,93140135.0,362616000.0,1288215000.0,705550000.0,1947033000.0,1951493000.0,705550000.0,53931000.0,712749000.0,1947033000.0,712749000.0,712749000.0,-419000.0,-419000.0,-4426991000.0,5140150000.0,9000.0,9000.0,0.0,2347037000.0,1810153000.0,36938000.0,485000000.0,485000000.0,1288215000.0,53931000.0,1234284000.0,536884000.0,17381000.0,67239000.0,67239000.0,,,27849000.0,68692000.0,355723000.0,232921000.0,,122802000.0,16092000.0,16092000.0,106710000.0,3059786000.0,571409000.0,191737000.0,96595000.0,31000000.0,31000000.0,,,7199000.0,,244878000.0,,244878000.0,,,244878000.0,,,,,2488377000.0,9878000.0,105651000.0,202675000.0,288076000.0,62037000.0,2203000.0,223836000.0,1882097000.0,1010429000.0,871668000.0,2023-03-31,,
93273541.0,93273541.0,383588000.0,1364687000.0,723393000.0,1976928000.0,1973960000.0,723393000.0,129170000.0,741411000.0,1976928000.0,741411000.0,741411000.0,-1055000.0,-1055000.0,-4450931000.0,5193388000.0,9000.0,9000.0,0.0,2384479000.0,1885825000.0,36138000.0,485000000.0,485000000.0,1364687000.0,129170000.0,1235517000.0,498654000.0,16992000.0,44989000.0,44989000.0,,,44906000.0,80424000.0,311343000.0,180732000.0,,130611000.0,20815000.0,20815000.0,109796000.0,3125890000.0,653276000.0,194981000.0,85675000.0,31000000.0,31000000.0,,,18018000.0,,323602000.0,,323602000.0,,,323602000.0,,,,,2472614000.0,11459000.0,106406000.0,226876000.0,267158000.0,28635000.0,1715000.0,236808000.0,1860715000.0,1008786000.0,851929000.0,2023-06-30,,
93537355.0,93537355.0,694823000.0,1371507000.0,744856000.0,2001112000.0,2000106000.0,744856000.0,134752000.0,764357000.0,2001112000.0,764357000.0,764357000.0,-638000.0,-638000.0,-4491868000.0,5256854000.0,9000.0,9000.0,0.0,2345350000.0,1894607000.0,38100000.0,485000000.0,485000000.0,1371507000.0,134752000.0,1236755000.0,450743000.0,17951000.0,22494000.0,22494000.0,,,51143000.0,85678000.0,273477000.0,160852000.0,,112625000.0,24677000.0,24677000.0,87948000.0,3109707000.0,658858000.0,199027000.0,87009000.0,7500000.0,7500000.0,5948000.0,5948000.0,19501000.0,,345821000.0,,345821000.0,,,345821000.0,,,,,2450849000.0,13669000.0,105364000.0,244011000.0,354263000.0,35408000.0,,318855000.0,1733542000.0,1191610000.0,541932000.0,2023-09-30,,
93537355.0,93537355.0,809568000.0,1396808000.0,829717000.0,2097335000.0,1925672000.0,829717000.0,158810000.0,859337000.0,1991852000.0,859337000.0,859337000.0,918000.0,918000.0,-4446213000.0,5304623000.0,9000.0,9000.0,0.0,2405239000.0,1751580000.0,41100000.0,437000000.0,437000000.0,1273480000.0,140965000.0,1132515000.0,653659000.0,,50416000.0,50416000.0,123328000.0,17845000.0,78732000.0,100075000.0,301108000.0,122424000.0,4395000.0,178684000.0,13766000.0,13766000.0,164918000.0,3264576000.0,685245000.0,210189000.0,81803000.0,6527000.0,6527000.0,,,29620000.0,29620000.0,357106000.0,-190970000.0,548076000.0,99989000.0,91089000.0,238053000.0,60711000.0,48063000.0,10171000.0,0.0,2579331000.0,8181000.0,139197000.0,322859000.0,432844000.0,29786000.0,2731000.0,400327000.0,1676250000.0,1247820000.0,428430000.0,2023-12-31,105483000.0,105483000.0
