tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,write_off,restructuring_and_mergern_acquisition,securities_amortization,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-540750.0,0.21,-81490000.0,-2575000.0,-2575000.0,-109244000.0,10553000.0,20425000.0,-84065000.0,-94618000.0,2438000.0,6688000.0,9126000.0,-107209750.0,-109244000.0,365260000.0,-106833000.0,,,,,-109244000.0,-109244000.0,-109244000.0,-109244000.0,-109244000.0,7938000.0,-101306000.0,3089000.0,-5571000.0,-2575000.0,0.0,0.0,2575000.0,0.0,,2438000.0,6688000.0,9126000.0,-106833000.0,334461000.0,179000.0,179000.0,179000.0,179000.0,213804000.0,120478000.0,120478000.0,53909000.0,66569000.0,227628000.0,30799000.0,258427000.0,258427000.0,2022-12-31
-81339090.0,0.21,-107753000.0,-387329000.0,-387329000.0,-516755000.0,11305000.0,23890000.0,-495082000.0,-506387000.0,12992000.0,6323000.0,19315000.0,-210765090.0,-516755000.0,391588000.0,-138088000.0,88186000.0,88186000.0,-5.86,-5.86,-516755000.0,-516755000.0,-516755000.0,-516755000.0,-516755000.0,4045000.0,-512710000.0,-387614000.0,-285000.0,-387329000.0,,387329000.0,,,,12992000.0,6323000.0,19315000.0,-138088000.0,356571000.0,178000.0,178000.0,178000.0,178000.0,245679000.0,110714000.0,110714000.0,47410000.0,63304000.0,218483000.0,35017000.0,253500000.0,253500000.0,2023-03-31
168000.0,0.21,631000.0,800000.0,800000.0,-23940000.0,10792000.0,23511000.0,1431000.0,-9361000.0,3194000.0,5224000.0,8418000.0,-24572000.0,-23940000.0,394757000.0,-133519000.0,88743000.0,88743000.0,-0.27,-0.27,-23940000.0,-23940000.0,-23940000.0,-23940000.0,-23940000.0,9355000.0,-14585000.0,115740000.0,102154000.0,800000.0,102000000.0,,,-800000.0,-12786000.0,3194000.0,5224000.0,8418000.0,-133519000.0,360633000.0,179000.0,179000.0,179000.0,179000.0,241890000.0,118564000.0,118564000.0,54435000.0,64129000.0,227114000.0,34124000.0,261238000.0,261238000.0,2023-06-30
-6195000.0,0.21,12483000.0,-29500000.0,-29500000.0,-40937000.0,10928000.0,26537000.0,-17017000.0,-27945000.0,17593000.0,5229000.0,22822000.0,-17632000.0,-40937000.0,352659000.0,-20842000.0,88889000.0,88889000.0,-0.46,-0.46,-40937000.0,-40937000.0,-40937000.0,-40937000.0,-40937000.0,7763000.0,-33174000.0,-29925000.0,-425000.0,-29500000.0,,,27500000.0,2000000.0,,17593000.0,5229000.0,22822000.0,-20842000.0,315633000.0,439000.0,439000.0,439000.0,439000.0,194301000.0,120893000.0,120893000.0,57539000.0,63354000.0,294791000.0,37026000.0,331817000.0,331817000.0,2023-09-30
-525000.0,0.21,59477000.0,-2500000.0,-2500000.0,45655000.0,11372000.0,33567000.0,56977000.0,45605000.0,17394000.0,5234000.0,22628000.0,47630000.0,45655000.0,372156000.0,24625000.0,,,,,45655000.0,45655000.0,45655000.0,45655000.0,45655000.0,-5284000.0,40371000.0,-1648000.0,852000.0,-2500000.0,,0.0,2500000.0,0.0,,17394000.0,5234000.0,22628000.0,24625000.0,327980000.0,763000.0,763000.0,763000.0,763000.0,195517000.0,131700000.0,131700000.0,65145000.0,66555000.0,352605000.0,44176000.0,396781000.0,396781000.0,2023-12-31
