free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,amortization_of_securities,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date,income_tax_paid_supplemental_data,net_intangibles_purchase_and_sale,purchase_of_intangibles
-100356000.0,0.0,0.0,-7964000.0,3145000.0,985801000.0,1057648000.0,-71847000.0,10749000.0,10749000.0,-554000.0,11303000.0,0.0,0.0,0.0,0.0,9796000.0,9796000.0,-1202000.0,18962000.0,446502000.0,-427540000.0,-7964000.0,-7964000.0,-92392000.0,-92392000.0,-51393000.0,-22494000.0,-19778000.0,12878000.0,12878000.0,12878000.0,-8880000.0,-13119000.0,-13119000.0,-4260000.0,50510000.0,2575000.0,,10553000.0,10553000.0,8867000.0,3553000.0,-109244000.0,2022-12-31,,,
-218881000.0,,,-9485000.0,7023000.0,890692000.0,985801000.0,-95109000.0,101795000.0,101795000.0,-6887000.0,108682000.0,,,,,12492000.0,12492000.0,-94000.0,22071000.0,448834000.0,-426763000.0,-9485000.0,-9485000.0,-209396000.0,-209396000.0,-129056000.0,-22005000.0,-29996000.0,-67541000.0,-67541000.0,-67541000.0,-306000.0,-9208000.0,-9208000.0,1964000.0,41250000.0,,-8651000.0,11305000.0,11305000.0,390547000.0,3218000.0,-516755000.0,2023-03-31,,,
-140143000.0,,,-17909000.0,794000.0,870953000.0,890692000.0,-19739000.0,5861000.0,5861000.0,0.0,5861000.0,,,,,96634000.0,96634000.0,101955000.0,12588000.0,415624000.0,-403036000.0,-17909000.0,-17909000.0,-122234000.0,-122234000.0,-47031000.0,-22250000.0,41011000.0,-26128000.0,,,-26692000.0,-12972000.0,-12972000.0,-101753000.0,47377000.0,,-11594000.0,10792000.0,10792000.0,3915000.0,3593000.0,-23940000.0,2023-06-30,,,
-155618000.0,,,-40912000.0,7312000.0,561081000.0,870953000.0,-309872000.0,15405000.0,15405000.0,0.0,15405000.0,,,,,-210571000.0,-210571000.0,139000.0,-169798000.0,475807000.0,-645605000.0,-29673000.0,-29673000.0,-114706000.0,-114706000.0,-154712000.0,-22495000.0,-6004000.0,-17554000.0,,,-26612000.0,-82047000.0,-82047000.0,3232000.0,48061000.0,,-12602000.0,10928000.0,10928000.0,3503000.0,3825000.0,-40937000.0,2023-09-30,,,
-73696000.0,0.0,0.0,-19039000.0,794000.0,444009000.0,561081000.0,-117072000.0,1943000.0,1943000.0,0.0,1943000.0,0.0,0.0,0.0,0.0,-64358000.0,-64358000.0,0.0,-45319000.0,528217000.0,-573536000.0,-19039000.0,-19039000.0,-54657000.0,-54657000.0,-150290000.0,-20078000.0,-15724000.0,61088000.0,61088000.0,61088000.0,-94104000.0,-81472000.0,-81472000.0,-250000.0,45826000.0,2500000.0,-13329000.0,11372000.0,11372000.0,3859000.0,3859000.0,45655000.0,2023-12-31,5512000.0,0.0,0.0
