free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
409801000.0,-2642612000.0,2579600000.0,0.0,-166797000.0,207284000.0,1935005000.0,1566213000.0,936000.0,367856000.0,-91927000.0,-91927000.0,-28915000.0,0.0,0.0,-63012000.0,0.0,0.0,-63012000.0,-2642612000.0,2579600000.0,-116815000.0,-116815000.0,5943000.0,43070000.0,9592000.0,33478000.0,614000.0,614000.0,-166442000.0,355000.0,-166797000.0,576598000.0,576598000.0,646271000.0,393497000.0,345164000.0,349756000.0,114802000.0,-4592000.0,-4592000.0,-44767000.0,13170000.0,-60793000.0,89468000.0,11831000.0,1146000.0,-7231000.0,-7231000.0,360595000.0,360595000.0,-25276000.0,-26936000.0,-75701000.0,-500206000.0,2022-12-31
1057985000.0,-2663665000.0,705000000.0,,-251933000.0,389294000.0,1226871000.0,1935005000.0,223000.0,-708357000.0,-1784175000.0,-1784175000.0,174490000.0,,,-1958665000.0,,,-1958665000.0,-2663665000.0,705000000.0,-234100000.0,-234100000.0,18086000.0,-253000.0,5405000.0,-5658000.0,,,-251933000.0,,-251933000.0,1309918000.0,1309918000.0,947728000.0,1102592000.0,-202031000.0,-258713000.0,,56682000.0,56682000.0,-78489000.0,2716000.0,122940000.0,46002000.0,26270000.0,,-11366000.0,-11366000.0,359773000.0,359773000.0,-10579000.0,-20471000.0,-3397000.0,-47910000.0,2023-03-31
594891000.0,-1585436000.0,503177000.0,,-796456000.0,170729000.0,726424000.0,1226871000.0,222000.0,-500669000.0,-1103967000.0,-1103967000.0,-21708000.0,,,-1082259000.0,,,-1082259000.0,-1585436000.0,503177000.0,-788049000.0,-788049000.0,4533000.0,3874000.0,12176000.0,-8302000.0,,,-796456000.0,,-796456000.0,1391347000.0,1391347000.0,528664000.0,405753000.0,169361000.0,195756000.0,,-26395000.0,-26395000.0,-60760000.0,5385000.0,8925000.0,14081000.0,39451000.0,,5227000.0,5227000.0,361677000.0,361677000.0,-20063000.0,-42014000.0,-8278000.0,462310000.0,2023-06-30
379486000.0,-1056865000.0,600000000.0,,-280254000.0,504008000.0,600117000.0,726424000.0,-1692000.0,-124615000.0,-457292000.0,-457292000.0,-427000.0,,,-456865000.0,,,-456865000.0,-1056865000.0,600000000.0,-327063000.0,-327063000.0,21985000.0,-46797000.0,5515000.0,-52312000.0,,,-280254000.0,,-280254000.0,659740000.0,659740000.0,-727146000.0,-644013000.0,-152388000.0,-184108000.0,,31720000.0,31720000.0,95528000.0,-25607000.0,-666000.0,-150000.0,13594000.0,,3416000.0,3416000.0,365473000.0,365473000.0,-6125000.0,-86627000.0,42579000.0,1010678000.0,2023-09-30
-1452362000.0,-4340034000.0,5832823000.0,,-2568357000.0,377969000.0,497000000.0,600117000.0,2247000.0,-105359000.0,1352434000.0,1352434000.0,-140355000.0,,,1492789000.0,,,1492789000.0,-4340034000.0,5832823000.0,-2573788000.0,-2573788000.0,-1604000.0,-7824000.0,11904000.0,-19728000.0,-9003000.0,-9003000.0,-2555357000.0,,-2568357000.0,1115995000.0,1115995000.0,421754000.0,278668000.0,322058000.0,260065000.0,,61993000.0,61993000.0,-140279000.0,-6494000.0,-32199000.0,67067000.0,46685000.0,,-5277000.0,-5277000.0,368077000.0,368077000.0,-61233000.0,-50888000.0,-49904000.0,278922000.0,2023-12-31
1086000000.0,-3211000000.0,2179000000.0,,-242000000.0,411000000.0,437000000.0,497000000.0,-1000000.0,-59000000.0,-1091000000.0,-1091000000.0,-59000000.0,,,-1032000000.0,,,-1032000000.0,-3211000000.0,2179000000.0,-296000000.0,-296000000.0,-10000000.0,-35000000.0,0.0,-35000000.0,-9000000.0,-9000000.0,-242000000.0,,-242000000.0,1328000000.0,1328000000.0,444000000.0,729000000.0,-160000000.0,-238000000.0,,78000000.0,78000000.0,-80000000.0,12000000.0,-57000000.0,-22000000.0,45000000.0,,0.0,0.0,387000000.0,387000000.0,110000000.0,-41000000.0,35000000.0,364000000.0,2024-03-31
