free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
-73000000.0,0.0,0.0,-96000000.0,0.0,2188000000.0,2327000000.0,18000000.0,-157000000.0,1000000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,-181000000.0,-181000000.0,,-84000000.0,298000000.0,-382000000.0,0.0,0.0,,-45000000.0,-45000000.0,-51000000.0,23000000.0,23000000.0,-48000000.0,-189000000.0,-34000000.0,-24000000.0,329000000.0,410000000.0,-81000000.0,-81000000.0,-56000000.0,-74000000.0,-74000000.0,-3000000.0,280000000.0,-1000000.0,111000000.0,111000000.0,326000000.0,23000000.0,-642000000.0,2022-12-31
316000000.0,-392000000.0,,-81000000.0,,2186000000.0,2188000000.0,1000000.0,-3000000.0,-390000000.0,-390000000.0,,2000000.0,-392000000.0,-392000000.0,,,,-10000000.0,-10000000.0,-1000000.0,72000000.0,506000000.0,-434000000.0,0.0,,0.0,-39000000.0,-39000000.0,-42000000.0,397000000.0,397000000.0,170000000.0,151000000.0,-27000000.0,-8000000.0,112000000.0,51000000.0,61000000.0,61000000.0,-75000000.0,17000000.0,17000000.0,4000000.0,230000000.0,,123000000.0,123000000.0,32000000.0,32000000.0,-162000000.0,2023-03-31
311000000.0,-301000000.0,,-82000000.0,,2133000000.0,2186000000.0,-3000000.0,-50000000.0,-308000000.0,-308000000.0,,1000000.0,-301000000.0,-301000000.0,,,,-135000000.0,-135000000.0,0.0,-53000000.0,459000000.0,-512000000.0,0.0,,,-27000000.0,-27000000.0,-55000000.0,393000000.0,393000000.0,83000000.0,-9000000.0,-25000000.0,-15000000.0,89000000.0,130000000.0,-41000000.0,-41000000.0,48000000.0,-5000000.0,-5000000.0,15000000.0,311000000.0,,128000000.0,128000000.0,28000000.0,28000000.0,-172000000.0,2023-06-30
324000000.0,-6000000.0,,-74000000.0,,2435000000.0,2133000000.0,-14000000.0,316000000.0,-4000000.0,-4000000.0,0.0,2000000.0,-6000000.0,-6000000.0,,,,-78000000.0,-78000000.0,-1000000.0,-3000000.0,622000000.0,-625000000.0,0.0,0.0,,-28000000.0,-28000000.0,-46000000.0,398000000.0,398000000.0,39000000.0,-90000000.0,-28000000.0,-22000000.0,274000000.0,288000000.0,-14000000.0,-14000000.0,-57000000.0,-38000000.0,-38000000.0,4000000.0,278000000.0,,128000000.0,128000000.0,24000000.0,24000000.0,-75000000.0,2023-09-30
398000000.0,-51000000.0,,-87000000.0,,2772000000.0,2435000000.0,21000000.0,316000000.0,-50000000.0,-50000000.0,0.0,1000000.0,-51000000.0,-51000000.0,,,,-119000000.0,-119000000.0,0.0,-32000000.0,360000000.0,-392000000.0,0.0,0.0,,-29000000.0,-29000000.0,-58000000.0,485000000.0,485000000.0,150000000.0,34000000.0,6000000.0,-51000000.0,297000000.0,233000000.0,64000000.0,64000000.0,-21000000.0,-115000000.0,-115000000.0,-33000000.0,269000000.0,,130000000.0,130000000.0,125000000.0,24000000.0,-156000000.0,2023-12-31
