ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,restricted_cash,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
391471000.0,391471000.0,511000000.0,3619000000.0,6754000000.0,2176000000.0,3619000000.0,511000000.0,6754000000.0,6754000000.0,6768000000.0,14000000.0,6754000000.0,-33000000.0,-33000000.0,-3846000000.0,10633000000.0,0.0,0.0,3021000000.0,477000000.0,21000000.0,456000000.0,456000000.0,2544000000.0,386000000.0,251000000.0,251000000.0,55000000.0,55000000.0,455000000.0,1397000000.0,344000000.0,1053000000.0,702000000.0,194000000.0,157000000.0,9789000000.0,5069000000.0,340000000.0,521000000.0,521000000.0,521000000.0,3135000000.0,765000000.0,2370000000.0,1073000000.0,-468000000.0,1541000000.0,164000000.0,74000000.0,592000000.0,711000000.0,0.0,4720000000.0,358000000.0,441000000.0,400000000.0,400000000.0,-20000000.0,420000000.0,3521000000.0,1544000000.0,1977000000.0,2022-12-31
389756000.0,389756000.0,492000000.0,3372000000.0,6518000000.0,1936000000.0,3372000000.0,492000000.0,6518000000.0,6518000000.0,6531000000.0,13000000.0,6518000000.0,18000000.0,18000000.0,-4400000000.0,10900000000.0,0.0,0.0,3115000000.0,464000000.0,27000000.0,437000000.0,437000000.0,2651000000.0,318000000.0,229000000.0,229000000.0,55000000.0,55000000.0,529000000.0,1520000000.0,368000000.0,1152000000.0,717000000.0,227000000.0,208000000.0,9646000000.0,5059000000.0,404000000.0,439000000.0,439000000.0,439000000.0,3146000000.0,743000000.0,2403000000.0,1070000000.0,-547000000.0,1617000000.0,179000000.0,66000000.0,574000000.0,798000000.0,0.0,4587000000.0,509000000.0,290000000.0,382000000.0,382000000.0,-17000000.0,399000000.0,3406000000.0,1573000000.0,1833000000.0,2023-03-31
392652000.0,392652000.0,498000000.0,3292000000.0,6396000000.0,1879000000.0,3292000000.0,498000000.0,6396000000.0,6396000000.0,6407000000.0,11000000.0,6396000000.0,9000000.0,9000000.0,-4870000000.0,11257000000.0,0.0,0.0,3194000000.0,468000000.0,28000000.0,440000000.0,440000000.0,2726000000.0,310000000.0,240000000.0,240000000.0,58000000.0,58000000.0,645000000.0,1473000000.0,347000000.0,1126000000.0,710000000.0,243000000.0,173000000.0,9601000000.0,4996000000.0,275000000.0,523000000.0,523000000.0,523000000.0,3104000000.0,708000000.0,2396000000.0,1094000000.0,-626000000.0,1720000000.0,185000000.0,64000000.0,575000000.0,896000000.0,0.0,4605000000.0,469000000.0,297000000.0,383000000.0,383000000.0,,,3456000000.0,1552000000.0,1904000000.0,2023-06-30
398386000.0,398386000.0,493000000.0,3551000000.0,6559000000.0,2156000000.0,3551000000.0,493000000.0,6559000000.0,6559000000.0,6568000000.0,9000000.0,6559000000.0,-68000000.0,-68000000.0,-4949000000.0,11576000000.0,0.0,0.0,3445000000.0,459000000.0,29000000.0,430000000.0,430000000.0,2986000000.0,318000000.0,263000000.0,263000000.0,63000000.0,63000000.0,717000000.0,1625000000.0,358000000.0,1267000000.0,858000000.0,260000000.0,149000000.0,10013000000.0,4871000000.0,151000000.0,616000000.0,616000000.0,616000000.0,3008000000.0,663000000.0,2345000000.0,1096000000.0,-713000000.0,1809000000.0,190000000.0,60000000.0,569000000.0,990000000.0,0.0,5142000000.0,519000000.0,385000000.0,417000000.0,417000000.0,-19000000.0,436000000.0,3821000000.0,1477000000.0,2344000000.0,2023-09-30
403228000.0,403228000.0,522000000.0,3715000000.0,6806000000.0,2187000000.0,3715000000.0,522000000.0,6806000000.0,6806000000.0,6813000000.0,7000000.0,6806000000.0,73000000.0,73000000.0,-5154000000.0,11887000000.0,0.0,0.0,4026000000.0,616000000.0,162000000.0,454000000.0,454000000.0,3410000000.0,347000000.0,308000000.0,308000000.0,68000000.0,68000000.0,833000000.0,1854000000.0,443000000.0,1411000000.0,950000000.0,245000000.0,216000000.0,10839000000.0,5242000000.0,374000000.0,629000000.0,629000000.0,629000000.0,3091000000.0,659000000.0,2432000000.0,1148000000.0,-808000000.0,1956000000.0,217000000.0,40000000.0,603000000.0,1096000000.0,0.0,5597000000.0,630000000.0,356000000.0,533000000.0,533000000.0,-17000000.0,550000000.0,4078000000.0,1422000000.0,2656000000.0,2023-12-31
