ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,restricted_cash,prepaid_assets,inventory,other_inventories,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,tradeand_other_payables_non_current,interest_payable,taxes_receivable
106609094.0,106609094.0,234131000.0,5790487000.0,6020404000.0,2753373000.0,5790487000.0,49782000.0,5836055000.0,6020404000.0,5836055000.0,5836055000.0,-191817000.0,-191817000.0,3140289000.0,2887476000.0,107000.0,107000.0,2415173000.0,1377125000.0,27292000.0,151241000.0,973654000.0,944725000.0,28929000.0,224938000.0,40589000.0,184349000.0,1038048000.0,10867000.0,263215000.0,263215000.0,9193000.0,9193000.0,,,47939000.0,706834000.0,315078000.0,391756000.0,50347000.0,29397000.0,341409000.0,8251228000.0,4459807000.0,537856000.0,91260000.0,78680000.0,78680000.0,70114000.0,45568000.0,31106000.0,14462000.0,3636329000.0,-1468123000.0,5104452000.0,146467000.0,1121938000.0,104778000.0,2802961000.0,893049000.0,35259000.0,0.0,3791421000.0,18384000.0,2018000.0,3175000.0,51576000.0,783296000.0,621376000.0,161920000.0,354991000.0,30654000.0,324337000.0,-1042000.0,325379000.0,2577981000.0,1096712000.0,1481269000.0,4324000.0,1476945000.0,2022-12-31,,,
106825067.0,106825067.0,368214000.0,5825789000.0,6189106000.0,2445691000.0,5825789000.0,47836000.0,5868728000.0,6189106000.0,5868728000.0,5868728000.0,-179982000.0,-179982000.0,3182850000.0,2865753000.0,107000.0,107000.0,2695868000.0,1521695000.0,27320000.0,153337000.0,982187000.0,949687000.0,32500000.0,358851000.0,38473000.0,320378000.0,1174173000.0,10088000.0,398694000.0,398694000.0,9363000.0,9363000.0,,,17339000.0,738689000.0,361711000.0,376978000.0,91218000.0,77176000.0,285760000.0,8564596000.0,4944732000.0,540418000.0,137860000.0,136411000.0,136411000.0,137218000.0,42939000.0,28477000.0,14462000.0,3949886000.0,-1528791000.0,5478677000.0,40077000.0,1343541000.0,91282000.0,2958820000.0,1009652000.0,35305000.0,0.0,3619864000.0,19722000.0,2690000.0,12256000.0,57795000.0,931646000.0,751407000.0,180239000.0,324514000.0,25894000.0,298620000.0,-1008000.0,299628000.0,2271241000.0,1364607000.0,906634000.0,7097000.0,899537000.0,2023-03-31,,,
106830548.0,106830548.0,483297000.0,5940557000.0,6477048000.0,2570116000.0,5940557000.0,45887000.0,6039638000.0,6477048000.0,6039638000.0,6039638000.0,-186051000.0,-186051000.0,3353429000.0,2872153000.0,107000.0,107000.0,2957528000.0,1866914000.0,60247000.0,132061000.0,1201002000.0,1157190000.0,43812000.0,473604000.0,36194000.0,437410000.0,1090614000.0,25577000.0,390231000.0,390231000.0,9693000.0,9693000.0,,,30304000.0,634809000.0,347362000.0,287447000.0,41613000.0,29067000.0,245834000.0,8997166000.0,5336436000.0,559966000.0,141062000.0,126234000.0,126234000.0,300168000.0,99081000.0,70435000.0,28646000.0,4109925000.0,-1605434000.0,5715359000.0,40080000.0,1115767000.0,89747000.0,3413461000.0,1020969000.0,35335000.0,0.0,3660730000.0,30983000.0,1146000.0,8262000.0,66874000.0,949789000.0,756173000.0,193616000.0,719719000.0,88384000.0,631335000.0,-1285000.0,632620000.0,1883957000.0,1054044000.0,829913000.0,3278000.0,826635000.0,2023-06-30,,,
106844040.0,106844040.0,543318000.0,6207524000.0,6801825000.0,2624897000.0,6207524000.0,43869000.0,6302376000.0,6766416000.0,6302376000.0,6302376000.0,-198970000.0,-198970000.0,3621827000.0,2879412000.0,107000.0,107000.0,3280269000.0,2081164000.0,55537000.0,130131000.0,1397234000.0,1349602000.0,47632000.0,498262000.0,34222000.0,464040000.0,1199105000.0,15283000.0,372167000.0,372167000.0,45056000.0,9647000.0,35409000.0,35409000.0,37697000.0,728902000.0,564352000.0,164550000.0,53755000.0,33583000.0,110795000.0,9582645000.0,5758643000.0,532669000.0,185635000.0,133407000.0,133407000.0,657711000.0,94852000.0,66379000.0,28473000.0,4154369000.0,-1684451000.0,5838820000.0,40064000.0,964135000.0,81512000.0,3719353000.0,998516000.0,35240000.0,0.0,3824002000.0,46483000.0,1836000.0,8262000.0,66424000.0,1069600000.0,882787000.0,186813000.0,808923000.0,55403000.0,753520000.0,-4206000.0,757726000.0,1822474000.0,329516000.0,1492958000.0,458274000.0,1034684000.0,2023-09-30,,,
106847475.0,106847475.0,624389000.0,6593271000.0,7247775000.0,3328651000.0,6593271000.0,64083000.0,6687469000.0,7151537000.0,6687469000.0,6687469000.0,-174131000.0,-174131000.0,3971066000.0,2890427000.0,107000.0,107000.0,3677663000.0,2371505000.0,44783000.0,135123000.0,1634375000.0,1591604000.0,42771000.0,517793000.0,53725000.0,464068000.0,1306158000.0,10042000.0,413579000.0,413579000.0,106596000.0,10358000.0,96238000.0,96238000.0,55960000.0,719981000.0,463888000.0,256093000.0,48915000.0,22134000.0,207178000.0,10365132000.0,5730323000.0,545430000.0,228324000.0,142819000.0,142819000.0,220799000.0,94198000.0,64511000.0,29687000.0,4498753000.0,-1694116000.0,6192869000.0,40084000.0,1223998000.0,101468000.0,3754534000.0,1037421000.0,35364000.0,0.0,4634809000.0,33002000.0,1778000.0,8262000.0,69544000.0,1012112000.0,819899000.0,192213000.0,1407622000.0,681545000.0,660776000.0,-1614000.0,662390000.0,2102489000.0,155495000.0,1946994000.0,1105684000.0,841310000.0,2023-12-31,39431000.0,11011000.0,65301000.0
