free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,depreciation
468314000.0,0.0,99975000.0,-326901000.0,1493462000.0,1160799000.0,7572000.0,325091000.0,99931000.0,99931000.0,-44000.0,99975000.0,99975000.0,0.0,99975000.0,-570055000.0,-570055000.0,-489000.0,-321069000.0,775814000.0,-1096883000.0,78404000.0,78404000.0,,-326901000.0,-326901000.0,795215000.0,795215000.0,902093000.0,915636000.0,,124913000.0,-246630000.0,178418000.0,-58296000.0,,-139312000.0,7535000.0,545000.0,-8199000.0,-8199000.0,70541000.0,70541000.0,-30440000.0,-239000.0,-7548000.0,2022-12-31,
-405559000.0,0.0,136000000.0,-370961000.0,922818000.0,1493462000.0,1495000.0,-572139000.0,107686000.0,107686000.0,-28314000.0,136000000.0,136000000.0,0.0,136000000.0,-645227000.0,-645227000.0,,-274266000.0,1196334000.0,-1470600000.0,0.0,0.0,,-370961000.0,-370961000.0,-34598000.0,-34598000.0,-96651000.0,183359000.0,1113000.0,-60394000.0,-61552000.0,-122996000.0,-36181000.0,33933000.0,-698000.0,6600000.0,,-55282000.0,-55282000.0,68855000.0,68855000.0,17000.0,17000.0,42561000.0,2023-03-31,
-472373000.0,0.0,110825000.0,-382695000.0,844596000.0,922818000.0,959000.0,-79181000.0,108892000.0,108892000.0,-1933000.0,110825000.0,110825000.0,0.0,110825000.0,-98395000.0,-98395000.0,,319840000.0,1341735000.0,-1021895000.0,-35540000.0,0.0,,-382695000.0,-382695000.0,-89678000.0,-89678000.0,-344768000.0,8272000.0,39785000.0,-36223000.0,18558000.0,-8629000.0,-366531000.0,-211524000.0,-8375000.0,8411000.0,,12675000.0,12675000.0,71705000.0,71705000.0,-135000.0,-135000.0,170579000.0,2023-06-30,
-120780000.0,0.0,60389000.0,-286207000.0,1510242000.0,844596000.0,-3309000.0,668955000.0,59536000.0,59536000.0,-853000.0,60389000.0,60389000.0,0.0,60389000.0,443992000.0,443992000.0,,730398000.0,1458370000.0,-727972000.0,-199000.0,0.0,-199000.0,-286207000.0,-286207000.0,165427000.0,165427000.0,-194491000.0,264494000.0,-50787000.0,-44392000.0,164376000.0,-116104000.0,-412078000.0,-207455000.0,9162000.0,8198000.0,74000.0,-3446000.0,-3446000.0,77743000.0,77743000.0,-211000.0,-211000.0,268398000.0,2023-09-30,
214197000.0,0.0,60769000.0,-346912000.0,1965069000.0,1510242000.0,6140000.0,448687000.0,60739000.0,60739000.0,-30000.0,60769000.0,60769000.0,0.0,60769000.0,-173161000.0,-173161000.0,,175117000.0,567451000.0,-392334000.0,7680000.0,7680000.0,0.0,-346912000.0,-346912000.0,561109000.0,561109000.0,109246000.0,335738000.0,-3225000.0,-74698000.0,-42054000.0,42623000.0,-149138000.0,80863000.0,21964000.0,11010000.0,1264000.0,-14760000.0,-14760000.0,89691000.0,89691000.0,-6545000.0,-6554000.0,349239000.0,2023-12-31,89691000.0
