ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investment_properties,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
307142436.0,307142436.0,11788000000.0,14491000000.0,-14180000000.0,15465000000.0,-68000000.0,-14180000000.0,1525000000.0,2499000000.0,15338000000.0,4268000000.0,1769000000.0,2499000000.0,-679000000.0,-679000000.0,1121000000.0,2057000000.0,2057000000.0,18478000000.0,16362000000.0,25000000.0,34000000.0,40000000.0,40000000.0,139000000.0,1897000000.0,584000000.0,1313000000.0,14227000000.0,1388000000.0,12839000000.0,2116000000.0,273000000.0,273000000.0,264000000.0,137000000.0,127000000.0,127000000.0,124000000.0,29000000.0,1426000000.0,235000000.0,89000000.0,1191000000.0,243000000.0,190000000.0,758000000.0,22746000000.0,20698000000.0,905000000.0,82000000.0,16679000000.0,10991000000.0,5688000000.0,3032000000.0,-1061000000.0,4093000000.0,52000000.0,1591000000.0,300000000.0,1165000000.0,985000000.0,0.0,2048000000.0,123000000.0,133000000.0,614000000.0,614000000.0,-36000000.0,650000000.0,1178000000.0,1178000000.0,2022-12-31,
311171545.0,311171545.0,11916000000.0,14464000000.0,-14130000000.0,15524000000.0,11000000.0,-14130000000.0,1515000000.0,2575000000.0,15396000000.0,4311000000.0,1736000000.0,2575000000.0,-716000000.0,-716000000.0,1134000000.0,2157000000.0,2157000000.0,18215000000.0,16333000000.0,26000000.0,44000000.0,41000000.0,41000000.0,140000000.0,1884000000.0,596000000.0,1288000000.0,14198000000.0,1377000000.0,12821000000.0,1882000000.0,229000000.0,229000000.0,266000000.0,138000000.0,128000000.0,128000000.0,55000000.0,29000000.0,1303000000.0,222000000.0,99000000.0,1081000000.0,249000000.0,153000000.0,679000000.0,22526000000.0,20633000000.0,827000000.0,83000000.0,16705000000.0,11005000000.0,5700000000.0,3018000000.0,-1092000000.0,4110000000.0,,4110000000.0,,,,,1893000000.0,103000000.0,145000000.0,612000000.0,612000000.0,-41000000.0,653000000.0,1033000000.0,1033000000.0,2023-03-31,
312203465.0,312203465.0,11720000000.0,14472000000.0,-14038000000.0,15787000000.0,174000000.0,-14038000000.0,1539000000.0,2854000000.0,15655000000.0,4678000000.0,1824000000.0,2854000000.0,-591000000.0,-591000000.0,1198000000.0,2247000000.0,2247000000.0,18455000000.0,16439000000.0,24000000.0,116000000.0,41000000.0,41000000.0,143000000.0,1916000000.0,589000000.0,1327000000.0,14199000000.0,1398000000.0,12801000000.0,2016000000.0,251000000.0,251000000.0,273000000.0,141000000.0,132000000.0,132000000.0,84000000.0,22000000.0,1386000000.0,198000000.0,64000000.0,1188000000.0,249000000.0,204000000.0,735000000.0,23133000000.0,20943000000.0,1000000000.0,,16892000000.0,11120000000.0,5772000000.0,3051000000.0,-1132000000.0,4183000000.0,,4183000000.0,,,,,2190000000.0,167000000.0,171000000.0,639000000.0,639000000.0,-37000000.0,676000000.0,1213000000.0,1213000000.0,2023-06-30,
317837606.0,317837606.0,11639000000.0,14440000000.0,-13719000000.0,15857000000.0,312000000.0,-13719000000.0,1491000000.0,2908000000.0,15770000000.0,4664000000.0,1756000000.0,2908000000.0,-627000000.0,-627000000.0,1268000000.0,2267000000.0,2267000000.0,18413000000.0,16342000000.0,24000000.0,0.0,41000000.0,41000000.0,164000000.0,1900000000.0,592000000.0,1308000000.0,14213000000.0,1351000000.0,12862000000.0,2071000000.0,245000000.0,245000000.0,227000000.0,140000000.0,87000000.0,87000000.0,110000000.0,16000000.0,1473000000.0,276000000.0,88000000.0,1197000000.0,249000000.0,255000000.0,693000000.0,23077000000.0,20694000000.0,1103000000.0,,16627000000.0,10946000000.0,5681000000.0,2964000000.0,-1140000000.0,4104000000.0,,4104000000.0,,,,,2383000000.0,221000000.0,160000000.0,692000000.0,692000000.0,-35000000.0,727000000.0,1310000000.0,1310000000.0,2023-09-30,
312454851.0,312454851.0,11816000000.0,14515000000.0,-14016000000.0,15821000000.0,29000000.0,-14016000000.0,1560000000.0,2866000000.0,15720000000.0,4730000000.0,1864000000.0,2866000000.0,-706000000.0,-706000000.0,1599000000.0,1973000000.0,1973000000.0,18661000000.0,16517000000.0,24000000.0,227000000.0,34000000.0,34000000.0,57000000.0,1908000000.0,612000000.0,1296000000.0,14267000000.0,1413000000.0,12854000000.0,2144000000.0,325000000.0,325000000.0,248000000.0,147000000.0,101000000.0,101000000.0,147000000.0,18000000.0,1406000000.0,242000000.0,67000000.0,1164000000.0,245000000.0,129000000.0,790000000.0,23391000000.0,21218000000.0,1262000000.0,,16882000000.0,11107000000.0,5775000000.0,3074000000.0,-1187000000.0,4261000000.0,62000000.0,1672000000.0,347000000.0,1193000000.0,987000000.0,0.0,2173000000.0,119000000.0,166000000.0,749000000.0,749000000.0,-37000000.0,786000000.0,1139000000.0,1139000000.0,2023-12-31,0.0
