tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,write_off,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
145320000.0,0.21,156000000.0,692000000.0,692000000.0,595000000.0,223000000.0,5307000000.0,848000000.0,625000000.0,-78000000.0,151000000.0,73000000.0,48320000.0,595000000.0,8749000000.0,-142000000.0,2060575000.0,1994800000.0,0.29,0.3,603000000.0,8000000.0,595000000.0,595000000.0,-5000000.0,600000000.0,600000000.0,42000000.0,-84000000.0,474000000.0,694000000.0,2000000.0,0.0,0.0,0.0,692000000.0,-78000000.0,151000000.0,73000000.0,-142000000.0,3442000000.0,605000000.0,223000000.0,223000000.0,747000000.0,1867000000.0,1122000000.0,745000000.0,745000000.0,3300000000.0,5307000000.0,8607000000.0,8607000000.0,2022-12-31
47460000.0,0.21,11000000.0,226000000.0,226000000.0,-157000000.0,207000000.0,5259000000.0,237000000.0,30000000.0,-81000000.0,168000000.0,87000000.0,-335540000.0,-157000000.0,9085000000.0,-262000000.0,2009557000.0,2009557000.0,-0.08,-0.08,-157000000.0,0.0,-157000000.0,-157000000.0,0.0,-157000000.0,-157000000.0,36000000.0,55000000.0,-138000000.0,205000000.0,-21000000.0,0.0,,0.0,226000000.0,-81000000.0,168000000.0,87000000.0,-262000000.0,3826000000.0,640000000.0,207000000.0,207000000.0,775000000.0,2204000000.0,1262000000.0,942000000.0,942000000.0,3564000000.0,5259000000.0,8823000000.0,8823000000.0,2023-03-31
43820000.0,0.14,494000000.0,313000000.0,313000000.0,394000000.0,208000000.0,5515000000.0,807000000.0,599000000.0,-37000000.0,144000000.0,107000000.0,124820000.0,394000000.0,8904000000.0,326000000.0,2079265000.0,2026813000.0,0.18,0.19,381000000.0,-13000000.0,394000000.0,394000000.0,0.0,394000000.0,394000000.0,4000000.0,65000000.0,455000000.0,166000000.0,-147000000.0,0.0,,0.0,313000000.0,-37000000.0,144000000.0,107000000.0,326000000.0,3389000000.0,664000000.0,208000000.0,208000000.0,808000000.0,1709000000.0,1218000000.0,491000000.0,491000000.0,3715000000.0,5515000000.0,9230000000.0,9230000000.0,2023-06-30
-39480000.0,0.21,735000000.0,-188000000.0,-188000000.0,221000000.0,205000000.0,5626000000.0,547000000.0,342000000.0,-36000000.0,166000000.0,130000000.0,369520000.0,221000000.0,8898000000.0,394000000.0,2108479000.0,2044688000.0,0.1,0.11,208000000.0,-13000000.0,221000000.0,221000000.0,2000000.0,219000000.0,219000000.0,3000000.0,-40000000.0,176000000.0,-182000000.0,6000000.0,0.0,0.0,0.0,-188000000.0,-36000000.0,166000000.0,130000000.0,394000000.0,3272000000.0,683000000.0,205000000.0,205000000.0,797000000.0,1587000000.0,941000000.0,646000000.0,646000000.0,3666000000.0,5626000000.0,9292000000.0,9292000000.0,2023-09-30
87817833.698031,0.072757,979000000.0,1207000000.0,1207000000.0,1429000000.0,203000000.0,6057000000.0,2186000000.0,1983000000.0,5000000.0,155000000.0,160000000.0,309817833.698031,1429000000.0,9284000000.0,652000000.0,2121929000.0,2060885000.0,0.66,0.69,1409000000.0,-20000000.0,1429000000.0,1429000000.0,-271000000.0,1700000000.0,1700000000.0,5000000.0,133000000.0,1828000000.0,1171000000.0,-36000000.0,204000000.0,204000000.0,0.0,1003000000.0,5000000.0,155000000.0,160000000.0,652000000.0,3227000000.0,702000000.0,203000000.0,203000000.0,784000000.0,1538000000.0,935000000.0,603000000.0,603000000.0,3879000000.0,6057000000.0,9936000000.0,9936000000.0,2023-12-31
