treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,current_deferred_assets,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,receivables_adjustments_allowances
31042903.0,72984105.0,104027008.0,249237000.0,275021000.0,67470000.0,1785990000.0,61691000.0,67470000.0,21000.0,1510990000.0,1785990000.0,1510990000.0,1510990000.0,1807118000.0,2752212000.0,564856000.0,1040000.0,1040000.0,0.0,1067287000.0,659750000.0,49630000.0,335120000.0,70101000.0,265019000.0,275000000.0,275000000.0,407537000.0,214742000.0,214742000.0,21000.0,21000.0,192774000.0,147908000.0,44866000.0,31668000.0,31668000.0,13198000.0,2578277000.0,2109049000.0,309178000.0,152991000.0,1443520000.0,638723000.0,804797000.0,203360000.0,-461010000.0,664370000.0,,,,,,,,469228000.0,127785000.0,0.0,69302000.0,246378000.0,0.0,246378000.0,-8184000.0,254562000.0,25763000.0,25763000.0,2022-12-31,
31194351.0,72866294.0,104060645.0,348448000.0,375001000.0,87396000.0,1913309000.0,167638000.0,87396000.0,1000.0,1538309000.0,1913309000.0,1538309000.0,1538309000.0,1832118000.0,2795869000.0,573518000.0,1040000.0,1040000.0,0.0,1069288000.0,748732000.0,48087000.0,325645000.0,69385000.0,256260000.0,375000000.0,375000000.0,320556000.0,156761000.0,156761000.0,1000.0,1000.0,163794000.0,150005000.0,13789000.0,,,13789000.0,2607597000.0,2119403000.0,312458000.0,156245000.0,1450913000.0,646116000.0,804797000.0,199787000.0,-468650000.0,668437000.0,,,,,,,,488194000.0,153492000.0,0.0,67904000.0,240246000.0,1882000.0,238364000.0,-8160000.0,246524000.0,26552000.0,26552000.0,2023-03-31,
31194351.0,72894433.0,104088784.0,262757000.0,275000000.0,152473000.0,1883510000.0,104203000.0,152473000.0,,1608510000.0,1883510000.0,1608510000.0,1608510000.0,1832118000.0,2855751000.0,583836000.0,1041000.0,1041000.0,0.0,1165316000.0,641557000.0,54371000.0,312186000.0,67755000.0,244431000.0,275000000.0,275000000.0,523759000.0,331974000.0,331974000.0,,,191785000.0,172629000.0,19156000.0,,,19156000.0,2773826000.0,2145864000.0,322698000.0,161465000.0,1456037000.0,651240000.0,804797000.0,205664000.0,-466711000.0,672375000.0,51125000.0,14208000.0,312000.0,435907000.0,129991000.0,40832000.0,0.0,627962000.0,169178000.0,0.0,77766000.0,368775000.0,7523000.0,361252000.0,-7955000.0,369207000.0,12243000.0,12243000.0,2023-06-30,
31323119.0,72821430.0,104144549.0,213533000.0,245000000.0,197235000.0,1904948000.0,92931000.0,197235000.0,,1659948000.0,1904948000.0,1659948000.0,1659948000.0,1852118000.0,2919567000.0,591458000.0,1041000.0,1041000.0,0.0,1074275000.0,603710000.0,52705000.0,306005000.0,71751000.0,234254000.0,245000000.0,245000000.0,470565000.0,261656000.0,261656000.0,,,208909000.0,157945000.0,50964000.0,30678000.0,30678000.0,20286000.0,2734223000.0,2170727000.0,334825000.0,170342000.0,1462713000.0,657916000.0,804797000.0,202847000.0,-476923000.0,679770000.0,,,,,,,,563496000.0,163670000.0,,79626000.0,288733000.0,0.0,288733000.0,-8204000.0,296937000.0,31467000.0,31467000.0,2023-09-30,
31323119.0,72857941.0,104181060.0,228291000.0,255000000.0,257593000.0,1979387000.0,150243000.0,257593000.0,,1724387000.0,1979387000.0,1724387000.0,1724387000.0,1852118000.0,2973673000.0,601790000.0,1042000.0,1042000.0,0.0,1029589000.0,625565000.0,70260000.0,300305000.0,72406000.0,227899000.0,255000000.0,255000000.0,404024000.0,196794000.0,196794000.0,,,207230000.0,174084000.0,33146000.0,14417000.0,14417000.0,18729000.0,2753976000.0,2199709000.0,353248000.0,174821000.0,1466794000.0,661997000.0,804797000.0,204846000.0,-464879000.0,669725000.0,,,,,,,,554267000.0,179304000.0,,77703000.0,270551000.0,0.0,278683000.0,,,26709000.0,26709000.0,2023-12-31,-8132000.0
