free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,net_income_from_continuing_operations,date
1291000.0,0.0,-55020000.0,85000000.0,2451000.0,-52589000.0,25763000.0,31970000.0,-6207000.0,-8489000.0,-8489000.0,-5175000.0,-35745000.0,,2451000.0,0.0,2451000.0,29980000.0,235022000.0,,85000000.0,-55020000.0,-55020000.0,-51598000.0,-51598000.0,,,991000.0,1633000.0,-642000.0,-42950000.0,-42950000.0,-9639000.0,53880000.0,53880000.0,-66161000.0,-55215000.0,-7807000.0,-2279000.0,-5528000.0,-5528000.0,-4302000.0,1163000.0,7546000.0,-15266000.0,-15266000.0,48102000.0,48102000.0,35752000.0,35752000.0,12350000.0,-1116000.0,80775000.0,2022-12-31
-37049000.0,-25000000.0,-85017000.0,185000000.0,3322000.0,-53369000.0,26552000.0,25763000.0,789000.0,38838000.0,38838000.0,-1575000.0,-37892000.0,,-21678000.0,-25000000.0,3322000.0,99983000.0,-105059000.0,,185000000.0,,,-54369000.0,-54369000.0,,,0.0,0.0,0.0,-43508000.0,-43508000.0,-9861000.0,16320000.0,16320000.0,-112028000.0,-91466000.0,1267000.0,-775000.0,2042000.0,2042000.0,-29843000.0,8014000.0,6915000.0,-8759000.0,-8759000.0,48637000.0,48637000.0,36663000.0,36663000.0,11974000.0,6000.0,81549000.0,2023-03-31
120362000.0,0.0,-360001000.0,260000000.0,3365000.0,-54166000.0,12243000.0,26552000.0,-14309000.0,-134725000.0,-134725000.0,-199000.0,-37891000.0,,3365000.0,0.0,3365000.0,-100001000.0,-100001000.0,-360001000.0,260000000.0,,,-54112000.0,-54112000.0,0.0,0.0,-27885000.0,,0.0,-42224000.0,-42224000.0,-11942000.0,174528000.0,174528000.0,30338000.0,169279000.0,27243000.0,27866000.0,-623000.0,-623000.0,-43431000.0,-122753000.0,7152000.0,-11829000.0,-11829000.0,48377000.0,48377000.0,36397000.0,36397000.0,11980000.0,2717000.0,97773000.0,2023-06-30
105761000.0,-20000000.0,-165000000.0,135000000.0,3418000.0,-51378000.0,31467000.0,12243000.0,19224000.0,-87389000.0,-87389000.0,-2944000.0,-37863000.0,-37863000.0,-16582000.0,-20000000.0,3418000.0,-30000000.0,-30000000.0,-165000000.0,135000000.0,,,-50526000.0,-50526000.0,,,852000.0,852000.0,0.0,-43766000.0,-43766000.0,-7612000.0,157139000.0,157139000.0,9366000.0,-27278000.0,-18519000.0,-17285000.0,-1234000.0,-1234000.0,-17356000.0,72519000.0,7148000.0,-10178000.0,-10178000.0,49235000.0,49235000.0,37183000.0,37183000.0,12052000.0,-111000.0,101679000.0,2023-09-30
22074000.0,0.0,-75000000.0,85000000.0,2618000.0,-59459000.0,26709000.0,31467000.0,-4758000.0,-25858000.0,-25858000.0,-617000.0,-37859000.0,,2618000.0,0.0,2618000.0,10000000.0,250000000.0,,85000000.0,,,-60433000.0,-60433000.0,,,26000.0,26000.0,0.0,-42613000.0,-42613000.0,-16846000.0,81533000.0,81533000.0,-62630000.0,-79459000.0,34259000.0,32748000.0,1511000.0,1511000.0,-35613000.0,18183000.0,8332000.0,-6354000.0,-6354000.0,49896000.0,49896000.0,38183000.0,38183000.0,11713000.0,324000.0,91965000.0,2023-12-31
