tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.232,156718000.0,80775000.0,48102000.0,304589000.0,156718000.0,108616000.0,-2166000.0,3406000.0,1240000.0,80775000.0,80775000.0,397938000.0,107376000.0,73144000.0,72984105.0,1.1,1.106748,80775000.0,80775000.0,80775000.0,80775000.0,80775000.0,24435000.0,105210000.0,-2166000.0,3406000.0,1240000.0,107376000.0,93349000.0,36561000.0,56788000.0,200725000.0,304589000.0,505314000.0,505314000.0,2022-12-31
0.0,0.232,159418000.0,81549000.0,48637000.0,307345000.0,159418000.0,110781000.0,-2275000.0,4666000.0,2391000.0,81549000.0,81549000.0,400162000.0,108390000.0,73074000.0,72935000.0,1.12,1.12,81549000.0,81549000.0,81549000.0,81549000.0,81549000.0,24566000.0,106115000.0,-2275000.0,4666000.0,2391000.0,108390000.0,92817000.0,34625000.0,58192000.0,201207000.0,307345000.0,508552000.0,508552000.0,2023-03-31
0.0,0.21119,177751000.0,97773000.0,48377000.0,308867000.0,177751000.0,129374000.0,-248000.0,5424000.0,5176000.0,97773000.0,97773000.0,410435000.0,124198000.0,73027000.0,72894433.0,1.34,1.341296,97773000.0,97773000.0,97773000.0,97773000.0,97773000.0,26177000.0,123950000.0,-248000.0,5424000.0,5176000.0,124198000.0,101568000.0,38499000.0,63069000.0,225766000.0,308867000.0,534633000.0,534633000.0,2023-06-30
0.0,0.237,186680000.0,101679000.0,49235000.0,323002000.0,186680000.0,137445000.0,548000.0,4197000.0,4745000.0,101679000.0,101679000.0,438668000.0,132700000.0,73014000.0,72869000.0,1.39,1.4,101679000.0,101679000.0,101679000.0,101679000.0,101679000.0,31569000.0,133248000.0,548000.0,4197000.0,4745000.0,132700000.0,115666000.0,36892000.0,78774000.0,248366000.0,323002000.0,571368000.0,571368000.0,2023-09-30
0.0,0.235,173984000.0,91965000.0,49896000.0,320979000.0,173984000.0,124088000.0,1256000.0,3865000.0,5121000.0,91965000.0,91965000.0,426734000.0,118967000.0,72984000.0,72838000.0,1.26,1.26,91965000.0,91965000.0,91965000.0,91965000.0,91965000.0,28258000.0,120223000.0,1256000.0,3865000.0,5121000.0,118967000.0,105755000.0,35478000.0,70277000.0,224722000.0,320979000.0,545701000.0,545701000.0,2023-12-31
