free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,provisionand_write_offof_assets,asset_impairment_charge,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
237285000.0,0.0,0.0,0.0,-16429000.0,473244000.0,337583000.0,3088000.0,132573000.0,-3010000.0,-3010000.0,-8100000.0,5090000.0,0.0,0.0,0.0,0.0,0.0,0.0,-118131000.0,-118131000.0,-52220000.0,282973000.0,-335193000.0,-49482000.0,-49482000.0,0.0,0.0,-16429000.0,-16429000.0,253714000.0,253714000.0,35330000.0,58331000.0,25566000.0,91128000.0,,,-47597000.0,-3222000.0,-88876000.0,-88876000.0,2077000.0,63645000.0,-345000.0,67000.0,0.0,-4723000.0,-12099000.0,-12099000.0,16009000.0,16009000.0,153753000.0,2022-12-31
223756000.0,,,,-22476000.0,286045000.0,473244000.0,1904000.0,-189103000.0,-71805000.0,-71805000.0,-71845000.0,40000.0,,,,,,,-363530000.0,-363530000.0,-341054000.0,354333000.0,-695387000.0,0.0,0.0,,,-22476000.0,-22476000.0,246232000.0,246232000.0,46372000.0,51085000.0,14588000.0,82540000.0,82540000.0,82540000.0,-21457000.0,-855000.0,-79529000.0,-79529000.0,2034000.0,59655000.0,-1744000.0,180000.0,,-7548000.0,-16181000.0,-16181000.0,16591000.0,16591000.0,146873000.0,2023-03-31
225241000.0,,,,-44002000.0,278676000.0,286045000.0,-326000.0,-7043000.0,-212234000.0,-212234000.0,-12790000.0,556000.0,,,,,,,-64052000.0,-64052000.0,-20050000.0,557471000.0,-577521000.0,0.0,0.0,,,-44002000.0,-44002000.0,269243000.0,269243000.0,60029000.0,40715000.0,34681000.0,24685000.0,,,-20536000.0,-15548000.0,-3968000.0,-3968000.0,2106000.0,54166000.0,-1754000.0,449000.0,,-10157000.0,-10615000.0,-10615000.0,17828000.0,17828000.0,157191000.0,2023-06-30
122007000.0,-110000000.0,,,-23848000.0,290075000.0,278676000.0,-1900000.0,13299000.0,-117746000.0,-117746000.0,-8465000.0,719000.0,-110000000.0,-110000000.0,,,,,-14810000.0,-14810000.0,24038000.0,494804000.0,-470766000.0,-15000000.0,-15000000.0,,,-23848000.0,-23848000.0,145855000.0,145855000.0,-26715000.0,13369000.0,8151000.0,9903000.0,,,-15383000.0,-8003000.0,-34752000.0,-34752000.0,2114000.0,43814000.0,-1910000.0,653000.0,903000.0,5094000.0,-11499000.0,-11499000.0,19448000.0,19448000.0,113953000.0,2023-09-30
15375000.0,-99998000.0,,,-20075000.0,288748000.0,290075000.0,2175000.0,-3502000.0,-114989000.0,-114989000.0,-27546000.0,12555000.0,-99998000.0,-99998000.0,,,,,76037000.0,76037000.0,96112000.0,433869000.0,-337757000.0,0.0,0.0,,,-20075000.0,-20075000.0,35450000.0,35450000.0,-62556000.0,12611000.0,221000.0,-139277000.0,,,-2401000.0,-39481000.0,105771000.0,105771000.0,2126000.0,55222000.0,-2670000.0,-129000.0,9700000.0,-2950000.0,-5053000.0,-5053000.0,20841000.0,20841000.0,20919000.0,2023-12-31
41830000.0,-41996000.0,-2000.0,,-7371000.0,253652000.0,288748000.0,-1177000.0,-33919000.0,-100854000.0,-100854000.0,-60042000.0,1186000.0,-41996000.0,-41996000.0,-2000.0,-2000.0,-2000.0,,17734000.0,17734000.0,25105000.0,497373000.0,-472268000.0,,,,,-7371000.0,-7371000.0,49201000.0,49201000.0,-11597000.0,-5554000.0,-11923000.0,-66284000.0,-66284000.0,-66284000.0,-10897000.0,5702000.0,77359000.0,77359000.0,2132000.0,60833000.0,-942000.0,-130000.0,332000.0,2825000.0,-8292000.0,-8292000.0,20137000.0,20137000.0,-16097000.0,2024-03-31
