tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
4546391.752577,0.072165,-277000000.0,63000000.0,63000000.0,-270000000.0,50000000.0,2365000000.0,-214000000.0,-264000000.0,-123000000.0,27000000.0,22000000.0,-328453608.247423,-270000000.0,3397000000.0,-231000000.0,,,,,-255000000.0,15000000.0,-270000000.0,-270000000.0,-270000000.0,-270000000.0,-21000000.0,-291000000.0,63000000.0,-15000000.0,63000000.0,-123000000.0,118000000.0,27000000.0,22000000.0,-231000000.0,1032000000.0,415000000.0,617000000.0,453000000.0,164000000.0,164000000.0,801000000.0,2365000000.0,3166000000.0,3166000000.0,2022-12-31
-13230000.0,0.21,-89000000.0,-63000000.0,-63000000.0,-225000000.0,44000000.0,2276000000.0,-152000000.0,-196000000.0,13000000.0,10000000.0,26000000.0,-175230000.0,-225000000.0,3198000000.0,-156000000.0,193562462.0,193562462.0,-1.16,-1.16,-225000000.0,0.0,-225000000.0,-225000000.0,-225000000.0,-225000000.0,19000000.0,-206000000.0,-63000000.0,-43000000.0,-63000000.0,13000000.0,3000000.0,10000000.0,26000000.0,-156000000.0,922000000.0,435000000.0,487000000.0,347000000.0,140000000.0,140000000.0,766000000.0,2276000000.0,3042000000.0,3042000000.0,2023-03-31
-2940000.0,0.21,-173000000.0,-14000000.0,-14000000.0,-302000000.0,44000000.0,2411000000.0,-187000000.0,-231000000.0,20000000.0,10000000.0,30000000.0,-290940000.0,-302000000.0,3424000000.0,-247000000.0,194420128.0,194420128.0,-1.55,-1.55,-302000000.0,0.0,-302000000.0,-302000000.0,-302000000.0,-302000000.0,61000000.0,-241000000.0,-14000000.0,-5000000.0,-14000000.0,20000000.0,,10000000.0,30000000.0,-247000000.0,1013000000.0,453000000.0,560000000.0,399000000.0,161000000.0,161000000.0,766000000.0,2411000000.0,3177000000.0,3177000000.0,2023-06-30
1526000.0,0.109,104000000.0,14000000.0,14000000.0,65000000.0,36000000.0,2472000000.0,118000000.0,82000000.0,27000000.0,9000000.0,34000000.0,52526000.0,65000000.0,3325000000.0,32000000.0,198012369.0,194881723.0,0.33,0.33,65000000.0,0.0,65000000.0,65000000.0,65000000.0,65000000.0,8000000.0,73000000.0,14000000.0,,14000000.0,27000000.0,-2000000.0,9000000.0,34000000.0,32000000.0,853000000.0,369000000.0,484000000.0,355000000.0,129000000.0,129000000.0,885000000.0,2472000000.0,3357000000.0,3357000000.0,2023-09-30
-18690000.0,0.21,12000000.0,-89000000.0,-89000000.0,-70000000.0,34000000.0,2691000000.0,-77000000.0,-111000000.0,33000000.0,20000000.0,41000000.0,310000.0,-70000000.0,3746000000.0,-75000000.0,196036080.0,196036080.0,-0.36,-0.36,-70000000.0,0.0,-70000000.0,-70000000.0,-70000000.0,-70000000.0,-61000000.0,-131000000.0,-89000000.0,,-89000000.0,33000000.0,-12000000.0,20000000.0,41000000.0,-75000000.0,1055000000.0,468000000.0,587000000.0,432000000.0,155000000.0,155000000.0,980000000.0,2691000000.0,3671000000.0,3671000000.0,2023-12-31
0.0,0.4,258000000.0,,,197000000.0,31000000.0,2632000000.0,258000000.0,227000000.0,6000000.0,53000000.0,59000000.0,197000000.0,197000000.0,3468000000.0,168000000.0,203773043.0,198025456.0,0.97,0.99,197000000.0,,197000000.0,197000000.0,197000000.0,197000000.0,-23000000.0,174000000.0,,,,6000000.0,,53000000.0,59000000.0,168000000.0,836000000.0,389000000.0,447000000.0,324000000.0,123000000.0,123000000.0,1004000000.0,2632000000.0,3636000000.0,3636000000.0,2024-03-31
