tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-467128.242903,0.196025,165824000.0,-2383000.0,-2383000.0,109146000.0,19050000.0,622950000.0,163441000.0,144391000.0,-8633000.0,8633000.0,111061871.757097,109146000.0,787063000.0,141488000.0,58459000.0,57676000.0,1.87,1.89,109146000.0,109146000.0,109146000.0,0.0,109146000.0,109146000.0,26612000.0,135758000.0,520000.0,2802000.0,-2383000.0,2383000.0,101000.0,-8633000.0,8633000.0,143871000.0,164113000.0,164113000.0,307984000.0,622950000.0,930934000.0,930934000.0,2022-12-31
-188555.0,0.215,190745000.0,-877000.0,-877000.0,121931000.0,21295000.0,683986000.0,189868000.0,168573000.0,-13201000.0,13201000.0,122619445.0,121931000.0,874102000.0,164364000.0,58417000.0,57596000.0,2.09,2.12,121931000.0,121931000.0,121931000.0,-28000.0,121959000.0,121959000.0,33413000.0,155372000.0,3332000.0,4021000.0,-877000.0,877000.0,188000.0,-13201000.0,13201000.0,165241000.0,190116000.0,190116000.0,355357000.0,683986000.0,1039343000.0,1039343000.0,2023-03-31
-549402.0,0.206,209343000.0,-2667000.0,-2667000.0,137331000.0,21917000.0,687137000.0,206676000.0,184759000.0,-11699000.0,11699000.0,139448598.0,137331000.0,879885000.0,178013000.0,58303000.0,57479000.0,2.36,2.39,137331000.0,137331000.0,137331000.0,,137331000.0,137331000.0,35729000.0,173060000.0,4079000.0,6640000.0,-2667000.0,2667000.0,106000.0,-11699000.0,11699000.0,180680000.0,192748000.0,192748000.0,373428000.0,687137000.0,1060565000.0,1060565000.0,2023-06-30
-1407726.0,0.199,200805000.0,-7074000.0,-7074000.0,129343000.0,21489000.0,667584000.0,193731000.0,172242000.0,-10809000.0,10809000.0,135009274.0,129343000.0,854699000.0,171441000.0,58136000.0,57320000.0,2.22,2.26,129343000.0,129343000.0,129343000.0,,129343000.0,129343000.0,32090000.0,161433000.0,-6273000.0,632000.0,-7074000.0,7074000.0,169000.0,-10809000.0,10809000.0,178515000.0,187115000.0,187115000.0,365630000.0,667584000.0,1033214000.0,1033214000.0,2023-09-30
4495509.554431,0.204975,205729000.0,21932000.0,21932000.0,156643000.0,21969000.0,687484000.0,227661000.0,205692000.0,-8663000.0,8663000.0,139206509.554431,156643000.0,876415000.0,204031000.0,57911000.0,57063000.0,2.7,2.75,156643000.0,156643000.0,156643000.0,,156643000.0,156643000.0,40386000.0,197029000.0,23593000.0,1568000.0,21932000.0,-21932000.0,93000.0,-8663000.0,8663000.0,182099000.0,188931000.0,188931000.0,371030000.0,687484000.0,1058514000.0,1058514000.0,2023-12-31
-1022310.0,0.222,193500000.0,-4605000.0,-4605000.0,123415000.0,21586000.0,612798000.0,188895000.0,167309000.0,-8779000.0,8779000.0,126997690.0,123415000.0,811545000.0,165047000.0,57641000.0,56865000.0,2.14,2.17,123415000.0,123415000.0,123415000.0,,123415000.0,123415000.0,35115000.0,158530000.0,-2343000.0,2262000.0,-4605000.0,4605000.0,,-8779000.0,8779000.0,169652000.0,198747000.0,198747000.0,368399000.0,612798000.0,981197000.0,981197000.0,2024-03-31
