treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
40957895.0,57623539.0,98581434.0,1006729000.0,1203879000.0,166177000.0,2238019000.0,704893000.0,166177000.0,1034140000.0,2144536000.0,1034041000.0,-99000.0,1034140000.0,-275299000.0,-275299000.0,2488776000.0,3306500000.0,481857000.0,9858000.0,9858000.0,0.0,2146505000.0,1293608000.0,166190000.0,17022000.0,17022000.0,1110396000.0,1110396000.0,852897000.0,261087000.0,93483000.0,93483000.0,11039000.0,82444000.0,109369000.0,388958000.0,388958000.0,36879000.0,352079000.0,3180546000.0,1622756000.0,187111000.0,22811000.0,22811000.0,867963000.0,202706000.0,665257000.0,544871000.0,-890543000.0,1435414000.0,916870000.0,447098000.0,71446000.0,0.0,1557790000.0,153660000.0,665451000.0,319597000.0,164778000.0,181076000.0,541529000.0,541529000.0,-12556000.0,554085000.0,197150000.0,197150000.0,2022-12-31
,57572859.0,57572859.0,961163000.0,1159966000.0,445904000.0,2285255000.0,774552000.0,445904000.0,1125289000.0,2235915000.0,1125236000.0,-53000.0,1125289000.0,-250836000.0,-250836000.0,2519299000.0,3387543000.0,498023000.0,9858000.0,9858000.0,,2127965000.0,1292026000.0,181400000.0,,,1110626000.0,1110626000.0,835939000.0,315838000.0,49340000.0,49340000.0,,,109525000.0,361236000.0,361236000.0,,361236000.0,3253201000.0,1642710000.0,409916000.0,,,679385000.0,,679385000.0,553409000.0,-911957000.0,1465366000.0,,,,,1610491000.0,173622000.0,664599000.0,322184000.0,163128000.0,179287000.0,573467000.0,573467000.0,-12902000.0,586369000.0,198803000.0,198803000.0,2023-03-31
,57412573.0,57412573.0,893821000.0,1114304000.0,508967000.0,2315728000.0,835416000.0,508967000.0,1201424000.0,2305322000.0,1201424000.0,,1201424000.0,-236186000.0,-236186000.0,2570678000.0,3483127000.0,515303000.0,9858000.0,9858000.0,,2109764000.0,1299002000.0,195104000.0,,,1103898000.0,1103898000.0,810762000.0,283023000.0,10406000.0,10406000.0,,,159173000.0,358160000.0,358160000.0,,358160000.0,3311188000.0,1665010000.0,409373000.0,,,692457000.0,,692457000.0,563180000.0,-929890000.0,1493070000.0,,,,,1646178000.0,180647000.0,674754000.0,319706000.0,175080000.0,179968000.0,570294000.0,570294000.0,-12170000.0,582464000.0,220483000.0,220483000.0,2023-06-30
,57199736.0,57199736.0,767891000.0,1110558000.0,538957000.0,2336140000.0,864152000.0,538957000.0,1225582000.0,2328440000.0,1225582000.0,,1225582000.0,-265833000.0,-265833000.0,2615748000.0,3578154000.0,519151000.0,9858000.0,9858000.0,,2100313000.0,1292171000.0,189313000.0,,,1102858000.0,1102858000.0,808142000.0,264866000.0,7700000.0,7700000.0,,,207116000.0,328460000.0,328460000.0,,328460000.0,3325895000.0,1653601000.0,401101000.0,,,686625000.0,,686625000.0,565875000.0,-920048000.0,1485923000.0,,,,,1672294000.0,179652000.0,612338000.0,300716000.0,149205000.0,162417000.0,537637000.0,537637000.0,-11202000.0,548839000.0,342667000.0,342667000.0,2023-09-30
41605619.0,56975815.0,98581434.0,711423000.0,1105210000.0,427733000.0,2414062000.0,938501000.0,427733000.0,1308852000.0,2411623000.0,1308852000.0,,1308852000.0,-229847000.0,-229847000.0,2682554000.0,3688038000.0,523357000.0,9858000.0,9858000.0,0.0,2068445000.0,1313835000.0,197918000.0,13146000.0,13146000.0,1102771000.0,1102771000.0,754610000.0,273910000.0,2439000.0,2439000.0,4000.0,2435000.0,112373000.0,365888000.0,365888000.0,40453000.0,325435000.0,3377297000.0,1684186000.0,182575000.0,45176000.0,45176000.0,881119000.0,186667000.0,694452000.0,575316000.0,-876990000.0,1452306000.0,939316000.0,445041000.0,67949000.0,0.0,1693111000.0,197630000.0,562864000.0,276299000.0,125756000.0,160809000.0,538830000.0,538830000.0,-11464000.0,550294000.0,393787000.0,393787000.0,2023-12-31
,56975815.0,56975815.0,732419000.0,1107397000.0,617960000.0,2415225000.0,930877000.0,617960000.0,1307828000.0,2410505000.0,1307828000.0,,1307828000.0,-239454000.0,-239454000.0,2789312000.0,3766297000.0,560439000.0,9858000.0,9858000.0,,2071889000.0,1323016000.0,220339000.0,,,1102677000.0,1102677000.0,748873000.0,301585000.0,4720000.0,4720000.0,4720000.0,,114770000.0,327798000.0,327798000.0,,327798000.0,3379717000.0,1699967000.0,427921000.0,,,689868000.0,,689868000.0,582178000.0,-885421000.0,1467599000.0,,,,,1679750000.0,192979000.0,567279000.0,288259000.0,137803000.0,141217000.0,544514000.0,544514000.0,-11237000.0,555751000.0,374978000.0,374978000.0,2024-03-31
