tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
330055070.517126,0.226998,4083000000.0,1454000000.0,1454000000.0,3453000000.0,888000000.0,21342000000.0,5537000000.0,4649000000.0,-182000000.0,182000000.0,2329055070.517126,3453000000.0,23838000000.0,480000000.0,3195000000.0,871000000.0,867000000.0,3.96,3.98,3453000000.0,3453000000.0,3453000000.0,3453000000.0,3453000000.0,1014000000.0,4467000000.0,1454000000.0,1454000000.0,-182000000.0,182000000.0,3195000000.0,2496000000.0,2496000000.0,5691000000.0,21342000000.0,27033000000.0,27033000000.0,2022-12-31
42081000.0,0.249,3375000000.0,169000000.0,169000000.0,1895000000.0,834000000.0,18386000000.0,3544000000.0,2710000000.0,-188000000.0,188000000.0,1768081000.0,1895000000.0,20384000000.0,551000000.0,2541000000.0,865000000.0,862000000.0,2.19,2.2,1895000000.0,1895000000.0,1895000000.0,1895000000.0,1895000000.0,627000000.0,2522000000.0,169000000.0,169000000.0,-188000000.0,188000000.0,2541000000.0,1998000000.0,1998000000.0,4539000000.0,18386000000.0,22925000000.0,22925000000.0,2023-03-31
30785000.0,0.235,3608000000.0,131000000.0,131000000.0,2081000000.0,828000000.0,17428000000.0,3739000000.0,2911000000.0,-191000000.0,191000000.0,1980785000.0,2081000000.0,19275000000.0,458000000.0,2780000000.0,861000000.0,860000000.0,2.42,2.42,2081000000.0,2081000000.0,2081000000.0,2081000000.0,2081000000.0,639000000.0,2720000000.0,131000000.0,131000000.0,-191000000.0,191000000.0,2780000000.0,1847000000.0,1847000000.0,4627000000.0,17428000000.0,22055000000.0,22055000000.0,2023-06-30
13764000.0,0.111,2180000000.0,124000000.0,124000000.0,1127000000.0,837000000.0,17815000000.0,2304000000.0,1467000000.0,-199000000.0,199000000.0,1016764000.0,1127000000.0,19718000000.0,481000000.0,1343000000.0,851800000.0,851800000.0,1.31,1.31,1127000000.0,1127000000.0,1127000000.0,1127000000.0,1127000000.0,141000000.0,1268000000.0,124000000.0,124000000.0,-199000000.0,199000000.0,1343000000.0,1903000000.0,1903000000.0,3246000000.0,17815000000.0,21061000000.0,21061000000.0,2023-09-30
-45955404.750364,0.222007,3344000000.0,-207000000.0,-207000000.0,1605000000.0,867000000.0,20098000000.0,3137000000.0,2270000000.0,-207000000.0,207000000.0,1766044595.249636,1605000000.0,22440000000.0,529000000.0,2477000000.0,858000000.0,856000000.0,1.87,1.88,1605000000.0,1605000000.0,1605000000.0,1605000000.0,1605000000.0,458000000.0,2063000000.0,-207000000.0,-207000000.0,-207000000.0,207000000.0,2477000000.0,2342000000.0,2342000000.0,4819000000.0,20098000000.0,24917000000.0,24917000000.0,2023-12-31
