free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
535000000.0,-259000000.0,-30000000.0,-140000000.0,1107000000.0,758000000.0,23000000.0,326000000.0,-299000000.0,-299000000.0,23000000.0,-33000000.0,-33000000.0,-259000000.0,-259000000.0,-30000000.0,0.0,0.0,-30000000.0,-30000000.0,-50000000.0,-50000000.0,142000000.0,,,0.0,0.0,-140000000.0,-140000000.0,675000000.0,675000000.0,314000000.0,,-26000000.0,13000000.0,-11000000.0,-11000000.0,131000000.0,131000000.0,36000000.0,0.0,0.0,0.0,122000000.0,2022-12-31
-322000000.0,-160000000.0,-8000000.0,-158000000.0,765000000.0,1107000000.0,14000000.0,-356000000.0,-216000000.0,-216000000.0,,-48000000.0,-48000000.0,-160000000.0,-160000000.0,-8000000.0,0.0,0.0,-8000000.0,-8000000.0,24000000.0,24000000.0,182000000.0,0.0,0.0,,,-158000000.0,-158000000.0,-164000000.0,-164000000.0,-506000000.0,-506000000.0,-10000000.0,13000000.0,20000000.0,20000000.0,127000000.0,127000000.0,-190000000.0,1000000.0,,-189000000.0,382000000.0,2023-03-31
372000000.0,-115000000.0,-8000000.0,-122000000.0,977000000.0,765000000.0,13000000.0,199000000.0,-169000000.0,-169000000.0,,-47000000.0,-47000000.0,-115000000.0,-115000000.0,-8000000.0,0.0,0.0,-8000000.0,-8000000.0,-126000000.0,-126000000.0,-4000000.0,,,,,-122000000.0,-122000000.0,494000000.0,494000000.0,-53000000.0,-53000000.0,5000000.0,14000000.0,23000000.0,23000000.0,159000000.0,159000000.0,2000000.0,2000000.0,,0.0,344000000.0,2023-06-30
581000000.0,-144000000.0,-9000000.0,-110000000.0,1332000000.0,977000000.0,-19000000.0,374000000.0,-200000000.0,-200000000.0,0.0,-47000000.0,-47000000.0,-144000000.0,-144000000.0,-9000000.0,-1000000.0,-1000000.0,-8000000.0,-8000000.0,-117000000.0,-117000000.0,-1000000.0,,,-6000000.0,-6000000.0,-110000000.0,-110000000.0,691000000.0,691000000.0,175000000.0,,-178000000.0,11000000.0,-3000000.0,-3000000.0,160000000.0,160000000.0,189000000.0,0.0,,,337000000.0,2023-09-30
562000000.0,-238000000.0,-8000000.0,-136000000.0,1623000000.0,1332000000.0,22000000.0,269000000.0,-292000000.0,-292000000.0,0.0,-46000000.0,-46000000.0,-238000000.0,-238000000.0,-8000000.0,,,-9000000.0,-9000000.0,-137000000.0,-137000000.0,-1000000.0,,,0.0,0.0,-136000000.0,-136000000.0,698000000.0,698000000.0,351000000.0,,-87000000.0,13000000.0,-14000000.0,-14000000.0,163000000.0,163000000.0,142000000.0,142000000.0,0.0,,130000000.0,2023-12-31
-128000000.0,-161000000.0,-10000000.0,-152000000.0,1262000000.0,1623000000.0,-5000000.0,-356000000.0,-234000000.0,-234000000.0,-11000000.0,-52000000.0,-52000000.0,-161000000.0,-161000000.0,-10000000.0,,,-10000000.0,-10000000.0,-146000000.0,-146000000.0,6000000.0,,,,,-152000000.0,-152000000.0,24000000.0,24000000.0,-405000000.0,-405000000.0,-6000000.0,14000000.0,-8000000.0,-8000000.0,131000000.0,131000000.0,,,,0.0,298000000.0,2024-03-31
