free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date,long_term_debt_issuance
634000000.0,-1500000000.0,,,103000000.0,-223000000.0,68000000.0,246000000.0,2100000000.0,3060000000.0,-960000000.0,-1627000000.0,-1627000000.0,-7000000.0,-223000000.0,-223000000.0,-1397000000.0,-1500000000.0,103000000.0,,,,,,,-190000000.0,-190000000.0,33000000.0,350000000.0,-317000000.0,0.0,0.0,-223000000.0,857000000.0,857000000.0,-964000000.0,314000000.0,6000000.0,3000000.0,251000000.0,251000000.0,195000000.0,56000000.0,56000000.0,-426000000.0,-1112000000.0,-1112000000.0,22000000.0,99000000.0,-14000000.0,-14000000.0,123000000.0,123000000.0,0.0,0.0,1591000000.0,2022-10-31,
1983000000.0,-250000000.0,-110000000.0,298000000.0,,-287000000.0,34000000.0,69000000.0,3653000000.0,2100000000.0,1553000000.0,-418000000.0,-418000000.0,-136000000.0,-220000000.0,-220000000.0,-250000000.0,-250000000.0,,188000000.0,298000000.0,,298000000.0,-110000000.0,-110000000.0,-299000000.0,-299000000.0,8000000.0,414000000.0,-406000000.0,-20000000.0,-20000000.0,-287000000.0,2270000000.0,2270000000.0,299000000.0,-60000000.0,41000000.0,109000000.0,-352000000.0,-352000000.0,-567000000.0,215000000.0,215000000.0,-122000000.0,683000000.0,683000000.0,7000000.0,148000000.0,-21000000.0,-21000000.0,120000000.0,120000000.0,,0.0,1717000000.0,2023-01-31,
2037000000.0,-800000000.0,-299000000.0,297000000.0,,-255000000.0,68000000.0,152000000.0,4695000000.0,3653000000.0,1042000000.0,-928000000.0,-928000000.0,-18000000.0,-219000000.0,-219000000.0,-689000000.0,-800000000.0,,-2000000.0,297000000.0,,297000000.0,-299000000.0,-299000000.0,-322000000.0,-322000000.0,-69000000.0,255000000.0,-324000000.0,2000000.0,2000000.0,-255000000.0,2292000000.0,2292000000.0,423000000.0,291000000.0,10000000.0,4000000.0,135000000.0,135000000.0,-46000000.0,181000000.0,181000000.0,114000000.0,-131000000.0,-131000000.0,167000000.0,113000000.0,-115000000.0,-115000000.0,129000000.0,129000000.0,,0.0,1575000000.0,2023-04-30,
2328000000.0,-439000000.0,-299000000.0,297000000.0,0.0,-255000000.0,35000000.0,197000000.0,6133000000.0,4695000000.0,1438000000.0,-720000000.0,-720000000.0,-11000000.0,-268000000.0,-268000000.0,-439000000.0,-439000000.0,0.0,-2000000.0,-403000000.0,,297000000.0,401000000.0,401000000.0,-425000000.0,-425000000.0,-163000000.0,302000000.0,-465000000.0,-7000000.0,-7000000.0,-255000000.0,2583000000.0,2583000000.0,796000000.0,124000000.0,20000000.0,-86000000.0,321000000.0,321000000.0,172000000.0,149000000.0,149000000.0,131000000.0,286000000.0,286000000.0,15000000.0,114000000.0,-38000000.0,-38000000.0,136000000.0,136000000.0,,0.0,1560000000.0,2023-07-31,
1246000000.0,-700000000.0,-199000000.0,99000000.0,116000000.0,-309000000.0,68000000.0,588000000.0,6233000000.0,6133000000.0,100000000.0,-966000000.0,-966000000.0,-14000000.0,-268000000.0,-268000000.0,-584000000.0,-700000000.0,116000000.0,-100000000.0,-101000000.0,-200000000.0,99000000.0,1000000.0,1000000.0,-489000000.0,-489000000.0,-180000000.0,297000000.0,-477000000.0,0.0,0.0,-309000000.0,1555000000.0,1555000000.0,-743000000.0,-522000000.0,-33000000.0,-75000000.0,-262000000.0,-262000000.0,303000000.0,-565000000.0,-565000000.0,84000000.0,65000000.0,65000000.0,-149000000.0,115000000.0,198000000.0,198000000.0,130000000.0,130000000.0,,0.0,2004000000.0,2023-10-31,
2096000000.0,-700000000.0,-100000000.0,101000000.0,,-229000000.0,34000000.0,139000000.0,6954000000.0,6233000000.0,721000000.0,-1157000000.0,-1157000000.0,-192000000.0,-266000000.0,-266000000.0,-700000000.0,-700000000.0,,1000000.0,0.0,-100000000.0,100000000.0,1000000.0,,-447000000.0,-447000000.0,-218000000.0,531000000.0,-749000000.0,0.0,0.0,-229000000.0,2325000000.0,2325000000.0,352000000.0,172000000.0,9000000.0,38000000.0,-411000000.0,-411000000.0,-539000000.0,128000000.0,128000000.0,79000000.0,465000000.0,465000000.0,-235000000.0,170000000.0,-72000000.0,-72000000.0,91000000.0,91000000.0,,,2019000000.0,2024-01-31,1000000.0
