tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.183684,2129000000.0,0.0,0.0,1591000000.0,123000000.0,3648000000.0,2129000000.0,2006000000.0,-45000000.0,57000000.0,12000000.0,1591000000.0,1591000000.0,4755000000.0,1994000000.0,859000000.0,854000000.0,1.85,1.86,1591000000.0,1591000000.0,1591000000.0,1591000000.0,1591000000.0,358000000.0,1949000000.0,0.0,0.0,0.0,-45000000.0,57000000.0,12000000.0,1994000000.0,1107000000.0,726000000.0,381000000.0,183000000.0,198000000.0,198000000.0,3101000000.0,3648000000.0,6749000000.0,6749000000.0,2022-10-31
0.0,0.124,2140000000.0,0.0,0.0,1717000000.0,120000000.0,3594000000.0,2140000000.0,2020000000.0,-9000000.0,59000000.0,50000000.0,1717000000.0,1717000000.0,4769000000.0,1970000000.0,849000000.0,845000000.0,2.02,2.03,1717000000.0,1717000000.0,1717000000.0,1717000000.0,1717000000.0,244000000.0,1961000000.0,,0.0,0.0,-9000000.0,59000000.0,50000000.0,1970000000.0,1175000000.0,771000000.0,404000000.0,197000000.0,207000000.0,207000000.0,3145000000.0,3594000000.0,6739000000.0,6739000000.0,2023-01-31
0.0,0.113675,2040000000.0,0.0,0.0,1575000000.0,129000000.0,3536000000.0,2040000000.0,1911000000.0,-134000000.0,134000000.0,,1575000000.0,1575000000.0,4719000000.0,1911000000.0,847000000.0,843000000.0,1.86,1.87,1575000000.0,1575000000.0,1575000000.0,1575000000.0,1575000000.0,202000000.0,1777000000.0,,0.0,0.0,-134000000.0,134000000.0,,1911000000.0,1183000000.0,775000000.0,408000000.0,194000000.0,214000000.0,214000000.0,3094000000.0,3536000000.0,6630000000.0,6630000000.0,2023-04-30
0.0,0.136,2002000000.0,0.0,0.0,1560000000.0,136000000.0,3449000000.0,2002000000.0,1866000000.0,4000000.0,60000000.0,64000000.0,1560000000.0,1560000000.0,4623000000.0,1802000000.0,843000000.0,838000000.0,1.85,1.86,1560000000.0,1560000000.0,1560000000.0,1560000000.0,1560000000.0,246000000.0,1806000000.0,,0.0,0.0,4000000.0,60000000.0,64000000.0,1802000000.0,1174000000.0,767000000.0,407000000.0,193000000.0,214000000.0,214000000.0,2976000000.0,3449000000.0,6425000000.0,6425000000.0,2023-07-31
0.0,0.077348,2360000000.0,0.0,0.0,2004000000.0,130000000.0,3554000000.0,2360000000.0,2230000000.0,201000000.0,58000000.0,259000000.0,2004000000.0,2004000000.0,4752000000.0,1971000000.0,842000000.0,836000000.0,2.38,2.4,2004000000.0,2004000000.0,2004000000.0,2004000000.0,2004000000.0,168000000.0,2172000000.0,,0.0,0.0,201000000.0,58000000.0,259000000.0,1971000000.0,1198000000.0,789000000.0,409000000.0,192000000.0,217000000.0,217000000.0,3169000000.0,3554000000.0,6723000000.0,6723000000.0,2023-10-31
0.0,0.123,2453000000.0,,,2019000000.0,91000000.0,3503000000.0,2453000000.0,2362000000.0,336000000.0,59000000.0,395000000.0,2019000000.0,2019000000.0,4740000000.0,1967000000.0,837000000.0,831000000.0,2.41,2.43,2019000000.0,2019000000.0,2019000000.0,2019000000.0,2019000000.0,284000000.0,2303000000.0,,,,336000000.0,59000000.0,395000000.0,1967000000.0,1237000000.0,754000000.0,483000000.0,207000000.0,276000000.0,276000000.0,3204000000.0,3503000000.0,6707000000.0,6707000000.0,2024-01-31
