tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,total_unusual_items,total_unusual_items_excluding_goodwill,special_income_charges,other_special_charges
0.0,0.249,416543000.0,228456000.0,86253000.0,1946438000.0,416543000.0,330290000.0,-26131000.0,26131000.0,228456000.0,228456000.0,2633397000.0,325464000.0,96681000.0,77789000.0,2.45,2.94,228456000.0,,228456000.0,228456000.0,228456000.0,228456000.0,75703000.0,304159000.0,4826000.0,4826000.0,-26131000.0,26131000.0,325464000.0,686959000.0,7212000.0,679747000.0,1012423000.0,1946438000.0,2958861000.0,2958861000.0,2022-10-31,,,,
0.0,0.264629,453317000.0,235621000.0,114953000.0,2430674000.0,453317000.0,338364000.0,-17953000.0,17953000.0,235621000.0,235621000.0,3285857000.0,310856000.0,91395000.0,81107000.0,2.6,2.91,235621000.0,,235621000.0,235621000.0,235621000.0,235621000.0,84790000.0,320411000.0,27508000.0,27508000.0,-17953000.0,17953000.0,310856000.0,855183000.0,2129000.0,853054000.0,1166039000.0,2430674000.0,3596713000.0,3596713000.0,2023-01-31,,,,
0.0,0.072,425678000.0,304649000.0,82348000.0,1813564000.0,425678000.0,343330000.0,-15043000.0,15043000.0,304649000.0,304649000.0,2516558000.0,325623000.0,89664000.0,83071000.0,3.4,3.67,304649000.0,,304649000.0,304649000.0,304649000.0,304649000.0,23638000.0,328287000.0,17707000.0,17707000.0,-15043000.0,15043000.0,325623000.0,702994000.0,9090000.0,693904000.0,1028617000.0,1813564000.0,2842181000.0,2842181000.0,2023-04-30,,,,
0.0,0.25,426810000.0,244331000.0,86552000.0,2114167000.0,426810000.0,340258000.0,-14384000.0,14384000.0,244331000.0,244331000.0,2911884000.0,311759000.0,86783000.0,84142000.0,2.82,2.9,244331000.0,0.0,244331000.0,244331000.0,244331000.0,244331000.0,81543000.0,325874000.0,28499000.0,28499000.0,-14384000.0,14384000.0,311759000.0,797717000.0,22127000.0,775590000.0,1109476000.0,2114167000.0,3223643000.0,3223643000.0,2023-07-31,,,,
0.0,0.251,385496000.0,201106000.0,102468000.0,1980942000.0,385496000.0,283028000.0,-14382000.0,14382000.0,201106000.0,201106000.0,2769461000.0,272944000.0,84291000.0,81772000.0,2.39,2.46,201106000.0,,201106000.0,201106000.0,201106000.0,201106000.0,67540000.0,268646000.0,10084000.0,10084000.0,-14382000.0,14382000.0,272944000.0,788519000.0,12482000.0,776037000.0,1061463000.0,1980942000.0,3042405000.0,3042405000.0,2023-10-31,,,,
-891676.120037,0.25019,535687000.0,296433000.0,122565000.0,2541992000.0,532123000.0,409558000.0,-14214000.0,14214000.0,299105323.879963,296433000.0,3500570000.0,372037000.0,,,,,296433000.0,,296433000.0,296433000.0,296433000.0,296433000.0,98911000.0,395344000.0,33957000.0,37521000.0,-14214000.0,14214000.0,375601000.0,958578000.0,,958578000.0,1334179000.0,2541992000.0,3876171000.0,3876171000.0,2024-01-31,-3564000.0,-3564000.0,-3564000.0,3564000.0
