free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date,issuance_of_debt
-172739000.0,0.0,-220745000.0,-106614000.0,3035000.0,60493000.0,1437997000.0,1895521000.0,-277000.0,-457247000.0,-269203000.0,-269203000.0,-8080000.0,5956000.0,-40886000.0,,0.0,0.0,-226193000.0,-5448000.0,-220745000.0,-220745000.0,-121919000.0,-121919000.0,-15305000.0,-106614000.0,-66125000.0,-66125000.0,-398631000.0,-19804000.0,-14499000.0,-4050000.0,-10449000.0,-10449000.0,8494000.0,-365094000.0,-7728000.0,-7728000.0,9984000.0,10885000.0,-3072000.0,-3072000.0,86253000.0,86253000.0,228456000.0,2022-10-31,
796494000.0,-65574000.0,-95499000.0,-89768000.0,27752000.0,73907000.0,1924386000.0,1437997000.0,110000.0,486279000.0,-300020000.0,-300020000.0,-709000.0,3728000.0,-39258000.0,,-65574000.0,-65574000.0,-198207000.0,-102708000.0,-95499000.0,-95499000.0,-99963000.0,-99963000.0,-10195000.0,-89768000.0,886262000.0,886262000.0,504789000.0,104940000.0,-144678000.0,19972000.0,-164650000.0,-164650000.0,-8754000.0,530140000.0,23141000.0,23141000.0,119000.0,13024000.0,17756000.0,17756000.0,114953000.0,114953000.0,235621000.0,2023-01-31,
-132887000.0,-57701000.0,-335000.0,-84507000.0,1578000.0,7685000.0,1642680000.0,1924386000.0,-93000.0,-281613000.0,-144866000.0,-144866000.0,-94695000.0,12370000.0,-104783000.0,-104783000.0,-57701000.0,-57701000.0,99943000.0,100278000.0,-335000.0,-335000.0,-88367000.0,-88367000.0,-3860000.0,-84507000.0,-48380000.0,-48380000.0,-457266000.0,-82459000.0,-170321000.0,-70362000.0,-99959000.0,-99959000.0,-11913000.0,-166582000.0,-25991000.0,-25991000.0,-827000.0,12809000.0,9907000.0,9907000.0,82348000.0,82348000.0,304649000.0,2023-04-30,
577820000.0,-202737000.0,-203000.0,-164053000.0,26126000.0,67635000.0,1901903000.0,1642680000.0,68000.0,259155000.0,-302306000.0,-302306000.0,-2297000.0,962000.0,-84327000.0,-84327000.0,-202737000.0,-202737000.0,-13907000.0,-13704000.0,-203000.0,-203000.0,-180412000.0,-180412000.0,-16359000.0,-164053000.0,741873000.0,741873000.0,388216000.0,9146000.0,198729000.0,84366000.0,114363000.0,114363000.0,1825000.0,182836000.0,-4320000.0,-4320000.0,573000.0,15197000.0,7004000.0,7004000.0,86552000.0,86552000.0,244331000.0,2023-07-31,
-89746000.0,-388116000.0,-208000.0,-160967000.0,2089000.0,81332000.0,1406214000.0,1901903000.0,-185000.0,-495504000.0,-402179000.0,-402179000.0,-964000.0,592000.0,-81486000.0,,-388116000.0,-388116000.0,67795000.0,68003000.0,-208000.0,-208000.0,-164546000.0,-164546000.0,-3579000.0,-160967000.0,71221000.0,71221000.0,-248582000.0,-35612000.0,206260000.0,-35477000.0,241737000.0,241737000.0,7835000.0,-431545000.0,4480000.0,4480000.0,11222000.0,11546000.0,-6539000.0,-6539000.0,102468000.0,102468000.0,201106000.0,2023-10-31,
584722000.0,0.0,-214000.0,-177899000.0,27693000.0,86592000.0,1801220000.0,1406214000.0,133000.0,394873000.0,-186397000.0,-186397000.0,-961000.0,1281000.0,-80605000.0,,0.0,0.0,-106112000.0,-105898000.0,-214000.0,-214000.0,-181351000.0,-181351000.0,-3452000.0,-177899000.0,762621000.0,762621000.0,332191000.0,109214000.0,-216765000.0,19011000.0,-235776000.0,-235776000.0,-15967000.0,434114000.0,21595000.0,21595000.0,728000.0,17733000.0,-7029000.0,-7029000.0,122565000.0,122565000.0,296433000.0,2024-01-31,-154577000.0
