tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,special_income_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,insurance_and_claims,salaries_and_wages,total_revenue,operating_revenue,date,other_special_charges
0.0,0.182248,,,155700000.0,148200000.0,534500000.0,635600000.0,1170100000.0,155700000.0,155700000.0,208894000.0,208423000.0,0.71,0.71,139200000.0,139200000.0,,4700000.0,155700000.0,155700000.0,155700000.0,34700000.0,190400000.0,,,-213700000.0,2200000.0,2200000.0,2200000.0,2200000.0,706600000.0,27700000.0,678900000.0,3700000.0,675200000.0,1519000000.0,1519000000.0,2022-12-31,
0.0,0.246,,,334600000.0,154900000.0,531200000.0,924200000.0,1455400000.0,334600000.0,334600000.0,208730389.0,208186841.0,1.51,1.51,318400000.0,318400000.0,,16200000.0,334600000.0,334600000.0,334600000.0,109400000.0,444000000.0,,,6900000.0,3200000.0,3200000.0,3200000.0,3200000.0,726400000.0,16200000.0,710200000.0,6200000.0,704000000.0,1744600000.0,1744600000.0,2023-03-31,
-9064900.0,0.247,-36700000.0,-36700000.0,331800000.0,153200000.0,511500000.0,1223500000.0,1735000000.0,359435100.0,331800000.0,207816015.0,207638671.0,1.56,1.56,323700000.0,323700000.0,3400000.0,4700000.0,331800000.0,331800000.0,331800000.0,108900000.0,440700000.0,-36700000.0,36700000.0,0.0,,,,,705800000.0,21100000.0,684700000.0,6600000.0,678100000.0,1752800000.0,1752800000.0,2023-06-30,
0.0,0.245,,,327800000.0,157500000.0,456200000.0,1478800000.0,1935000000.0,327800000.0,327800000.0,207252992.0,207021554.0,1.49,1.49,311600000.0,311600000.0,,16200000.0,327800000.0,327800000.0,327800000.0,106500000.0,434300000.0,,,0.0,,,,,694400000.0,16200000.0,678200000.0,8300000.0,669900000.0,1726500000.0,1726500000.0,2023-09-30,
0.0,0.22428,0.0,0.0,113100000.0,169000000.0,483100000.0,1716500000.0,2199600000.0,113100000.0,113100000.0,206484000.0,206170000.0,0.52,0.52,96800000.0,96800000.0,,4700000.0,113100000.0,113100000.0,113100000.0,32700000.0,145800000.0,0.0,0.0,-176400000.0,,,,,785500000.0,21300000.0,764200000.0,90900000.0,673300000.0,1545300000.0,1545300000.0,2023-12-31,
-3262500.0,0.261,-12500000.0,-12500000.0,214700000.0,170300000.0,528100000.0,1917500000.0,2445600000.0,223937500.0,214700000.0,205134845.0,204628796.0,0.96,0.96,198500000.0,198500000.0,,16200000.0,214700000.0,214700000.0,214700000.0,75900000.0,290600000.0,-12500000.0,,-189400000.0,,,,,765300000.0,16700000.0,748600000.0,6200000.0,742400000.0,1646800000.0,1646800000.0,2024-03-31,12500000.0
