treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,current_notes_payable,total_assets,investments_and_advances,held_to_maturity_securities,available_for_sale_securities,trading_securities,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,buildings_and_improvements,land_and_improvements,receivables,other_receivables,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date,other_equity_adjustments
36743215.0,16000000.0,208428309.0,245171524.0,12382700000.0,9683300000.0,22757300000.0,10568200000.0,10374600000.0,884900000.0,23642200000.0,11259500000.0,11259500000.0,-1569200000.0,3246800000.0,13798500000.0,983500000.0,1293500000.0,408600000.0,884900000.0,143777200000.0,12382700000.0,12382700000.0,0.0,0.0,0.0,155036700000.0,51831200000.0,20635300000.0,20548900000.0,95200000.0,691300000.0,691300000.0,500500000.0,-749500000.0,1250000000.0,514100000.0,499700000.0,224700000.0,11500000.0,1698300000.0,1698300000.0,10551800000.0,46625700000.0,4654200000.0,2022-12-31,
36829176.0,16000000.0,208342348.0,245171524.0,16205200000.0,10007800000.0,26908100000.0,10892700000.0,10702900000.0,884900000.0,27793000000.0,11587800000.0,11587800000.0,-1366200000.0,3262300000.0,13958300000.0,964500000.0,1293500000.0,408600000.0,884900000.0,139520200000.0,16205200000.0,16205200000.0,,,,151108000000.0,49343800000.0,20585900000.0,18942500000.0,100000.0,695100000.0,695100000.0,481500000.0,,,,,,,1300500000.0,1300500000.0,9815300000.0,45702600000.0,4825900000.0,2023-03-31,
38167343.0,16000000.0,207004181.0,245171524.0,17173000000.0,10052000000.0,27923800000.0,10936900000.0,10750800000.0,884900000.0,28808700000.0,11635700000.0,11635700000.0,-1405900000.0,3359500000.0,14127600000.0,980000000.0,1293500000.0,408600000.0,884900000.0,145116800000.0,17173000000.0,17173000000.0,,,,156752500000.0,50270800000.0,20677200000.0,18791900000.0,100000.0,698800000.0,698800000.0,473600000.0,,,,,,,431300000.0,431300000.0,10801600000.0,49104600000.0,4897700000.0,2023-06-30,
38135154.0,16000000.0,207036370.0,245171524.0,13620500000.0,10269500000.0,24582800000.0,11154400000.0,10962300000.0,884900000.0,25467700000.0,11847200000.0,11847200000.0,-1363400000.0,3357600000.0,14281600000.0,993100000.0,1293500000.0,408600000.0,884900000.0,134483400000.0,13620500000.0,13620500000.0,,,,146330600000.0,49262600000.0,20128500000.0,20195700000.0,100000.0,692800000.0,692800000.0,465000000.0,,,,,,,147600000.0,147600000.0,8938300000.0,39395000000.0,4955700000.0,2023-09-30,
40045300.0,16000000.0,205126224.0,245171524.0,13406000000.0,10310700000.0,24419000000.0,11195600000.0,11013000000.0,884900000.0,25303900000.0,11897900000.0,11897900000.0,-1137900000.0,3501100000.0,14233800000.0,1009600000.0,1293500000.0,408600000.0,884900000.0,138885200000.0,13406000000.0,13406000000.0,,,,150783100000.0,49311500000.0,19465100000.0,19746000000.0,0.0,702300000.0,702300000.0,502200000.0,-828900000.0,1331100000.0,530000000.0,536500000.0,253100000.0,11500000.0,212600000.0,212600000.0,10100400000.0,41056700000.0,4791500000.0,2023-12-31,-1137900000.0
40579800.0,16000000.0,204591724.0,245171524.0,13338700000.0,10519400000.0,24555600000.0,11404300000.0,11216900000.0,884900000.0,25440500000.0,12101800000.0,12101800000.0,-917600000.0,3536500000.0,14278900000.0,983500000.0,1293500000.0,408600000.0,884900000.0,144009200000.0,13338700000.0,13338700000.0,,,,156111000000.0,49136800000.0,18622200000.0,22096600000.0,,697500000.0,697500000.0,488000000.0,,,,,,,116400000.0,116400000.0,8418000000.0,46950700000.0,5308700000.0,2024-03-31,-917600000.0
