free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,other_non_cash_items,amortization_of_securities,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
3924400000.0,-100000.0,0.0,993400000.0,-227600000.0,559000000.0,164600000.0,4654200000.0,4492800000.0,133700000.0,27700000.0,-8280600000.0,-8280600000.0,,500000.0,-333600000.0,-20900000.0,-312700000.0,-100000.0,-100000.0,1394500000.0,401100000.0,993400000.0,0.0,993400000.0,4156300000.0,4156300000.0,1460700000.0,1273200000.0,7584400000.0,-6311200000.0,-169700000.0,-169700000.0,-57900000.0,-57900000.0,4152000000.0,4152000000.0,4035900000.0,3728900000.0,80000000.0,80000000.0,80000000.0,227000000.0,-55000000.0,7700000.0,148200000.0,148200000.0,-2800000.0,-3600000.0,800000.0,155700000.0,2022-12-31
-294000000.0,-100900000.0,,,-129100000.0,864100000.0,31200000.0,4825900000.0,4654200000.0,15100000.0,156600000.0,-4597700000.0,-4597700000.0,,1600000.0,-172700000.0,-16200000.0,-156500000.0,-100900000.0,-100900000.0,3766300000.0,3766300000.0,,,,4919200000.0,4919200000.0,203700000.0,2897700000.0,14039400000.0,-11141700000.0,-117600000.0,-117600000.0,-11500000.0,-11500000.0,-164900000.0,-164900000.0,-851100000.0,-717800000.0,59800000.0,59800000.0,59800000.0,-193100000.0,198100000.0,7000000.0,154900000.0,154900000.0,-23400000.0,-16500000.0,-6900000.0,334600000.0,2023-03-31
-270800000.0,-99300000.0,,,-171400000.0,1239000000.0,78600000.0,4897700000.0,4825900000.0,-147600000.0,219400000.0,5669400000.0,5669400000.0,,0.0,-160100000.0,-4700000.0,-155400000.0,-99300000.0,-99300000.0,1022100000.0,1022100000.0,,,,-5350600000.0,-5350600000.0,242700000.0,-933500000.0,8976000000.0,-9909500000.0,-151300000.0,-151300000.0,-20100000.0,-20100000.0,-99400000.0,-99400000.0,-248100000.0,-497700000.0,-15800000.0,-15800000.0,-15800000.0,265400000.0,-318100000.0,-2700000.0,153200000.0,153200000.0,0.0,0.0,0.0,331800000.0,2023-06-30
-78300000.0,-1100000.0,,2000000000.0,-165000000.0,1433800000.0,101300000.0,4955700000.0,4897700000.0,-144800000.0,202800000.0,-9962400000.0,-9962400000.0,-1100000.0,300000.0,-171600000.0,-16200000.0,-155400000.0,-1100000.0,-1100000.0,-3505800000.0,-5505800000.0,2000000000.0,,2000000000.0,10078500000.0,10078500000.0,-447300000.0,588100000.0,9770000000.0,-9181900000.0,-143900000.0,-143900000.0,-21100000.0,-21100000.0,86700000.0,86700000.0,-869800000.0,-642000000.0,44800000.0,44800000.0,44800000.0,-272600000.0,455700000.0,1500000.0,157500000.0,157500000.0,0.0,0.0,0.0,327800000.0,2023-09-30
2592900000.0,-146200000.0,0.0,0.0,-210300000.0,1748600000.0,151400000.0,4791500000.0,4955700000.0,187500000.0,-351700000.0,1708100000.0,1708100000.0,-1500000.0,400000.0,-158900000.0,-4700000.0,-154200000.0,-146200000.0,-146200000.0,-341700000.0,-341700000.0,0.0,0.0,0.0,-4863000000.0,-4863000000.0,-32600000.0,1091400000.0,10952400000.0,-9861000000.0,-146500000.0,-146500000.0,-63800000.0,-63800000.0,2803200000.0,2803200000.0,1949800000.0,1784900000.0,-3000000.0,-3000000.0,-3000000.0,167900000.0,438800000.0,-2800000.0,169000000.0,169000000.0,172500000.0,-3900000.0,176400000.0,113100000.0,2023-12-31
-1580400000.0,-132000000.0,,,-127800000.0,1857000000.0,39300000.0,5308700000.0,4791500000.0,-172800000.0,690000000.0,6936000000.0,6936000000.0,-400000.0,4100000.0,-169800000.0,-16200000.0,-153600000.0,-132000000.0,-132000000.0,-30500000.0,-30500000.0,,,,-4793400000.0,-4793400000.0,744300000.0,-171000000.0,11500800000.0,-11671800000.0,-113500000.0,-113500000.0,-14300000.0,-14300000.0,-1452600000.0,-1452600000.0,-1235000000.0,-1118000000.0,56400000.0,56400000.0,56400000.0,-173400000.0,-567800000.0,-7700000.0,170300000.0,170300000.0,-18600000.0,-208000000.0,189400000.0,214700000.0,2024-03-31
