tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,write_off,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-312104627.951873,0.237189,40264198000.0,-1315849000.0,-1315849000.0,21348270000.0,10477404000.0,38711776000.0,38948349000.0,28470945000.0,567644000.0,416381000.0,1000175000.0,22352014372.048126,21348270000.0,44292255000.0,23636775000.0,,,,,21348270000.0,21348270000.0,21348270000.0,-52066000.0,21400336000.0,21400336000.0,6654228000.0,28054564000.0,3943460000.0,76154000.0,41508000.0,41843000.0,,335000.0,,5183155000.0,-1357357000.0,567644000.0,16150000.0,416381000.0,1000175000.0,23543460000.0,5580479000.0,-1217397000.0,3406765000.0,3391111000.0,952700000.0,2438411000.0,2438411000.0,29123939000.0,38711776000.0,67835715000.0,63236113000.0,2022-12-31
83787224.287424,0.143446,28768672000.0,584102000.0,584102000.0,16183002000.0,9902789000.0,34985007000.0,29352774000.0,19449985000.0,882469000.0,321534000.0,1229719000.0,15682687224.287424,16183002000.0,39876759000.0,14480698000.0,2519447200.0,2469776000.0,6.4,6.55,16183002000.0,16183002000.0,16183002000.0,-201545000.0,16384547000.0,16384547000.0,2743904000.0,19128451000.0,3913294000.0,81138000.0,97606000.0,59020000.0,,-38586000.0,,3248054000.0,486496000.0,882469000.0,25716000.0,321534000.0,1229719000.0,14332688000.0,4891752000.0,-927366000.0,2766607000.0,3052511000.0,950313000.0,2102198000.0,2102198000.0,19224440000.0,34985007000.0,54209447000.0,51789675000.0,2023-03-31
82526409.75606,0.140046,28141728000.0,589280000.0,589280000.0,15640917000.0,9931668000.0,36044256000.0,28731008000.0,18799340000.0,938854000.0,313844000.0,1288293000.0,15134163409.75606,15640917000.0,40778544000.0,15674743000.0,2505236400.0,2469797200.0,6.25,6.35,15640917000.0,15640917000.0,15640917000.0,-255756000.0,15896673000.0,15896673000.0,2588823000.0,18485496000.0,2028778000.0,713441000.0,106397000.0,76090000.0,72000.0,-30235000.0,,726057000.0,482883000.0,938854000.0,35595000.0,313844000.0,1288293000.0,15517864000.0,4734288000.0,-1014104000.0,3317365000.0,2431027000.0,716305000.0,1714722000.0,1714722000.0,20252152000.0,36044256000.0,56296408000.0,53280453000.0,2023-06-30
97280287.200189,0.143852,28325579000.0,676253000.0,676253000.0,15970917000.0,9928262000.0,36607915000.0,29001832000.0,19073570000.0,592011000.0,425170000.0,1042421000.0,15391944287.20019,15970917000.0,41887353000.0,15311894000.0,2513354800.0,2474226000.0,6.35,6.45,15970917000.0,15970917000.0,15970917000.0,5125000.0,15965792000.0,15965792000.0,2682608000.0,18648400000.0,2874875000.0,1177021000.0,573877000.0,81366000.0,0.0,1490000.0,-494001000.0,1021601000.0,102376000.0,592011000.0,25240000.0,425170000.0,1042421000.0,15181514000.0,5279438000.0,-440771000.0,3255295000.0,2464914000.0,735301000.0,1729613000.0,1729613000.0,20460952000.0,36607915000.0,57068867000.0,54343312000.0,2023-09-30
-8624444.749069,0.024281,23677753000.0,-355197000.0,-355197000.0,11894114000.0,10721318000.0,37151984000.0,23322556000.0,12601238000.0,869416000.0,413181000.0,1292691000.0,12240686555.25093,11894114000.0,42700576000.0,12423326000.0,,,,,11894114000.0,11894114000.0,11894114000.0,1992000.0,11892122000.0,11892122000.0,295935000.0,12188057000.0,-939061000.0,104234000.0,95384000.0,51817000.0,,-63187000.0,0.0,-688098000.0,-450581000.0,869416000.0,10094000.0,413181000.0,1292691000.0,12257702000.0,5548592000.0,-1149710000.0,3944563000.0,2753739000.0,823235000.0,1930504000.0,1930504000.0,17806294000.0,37151984000.0,54958278000.0,52337182000.0,2023-12-31
