free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,interest_received_cfo,interest_paid_cfo,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
4563900000.0,-12410635000.0,1612208000.0,-36391874000.0,173818777000.0,180649140000.0,-2556285000.0,-4274078000.0,-9185266000.0,-9185266000.0,1610774000.0,2387000.0,-10798427000.0,-206308000.0,-208908000.0,2600000.0,-10592119000.0,-12201727000.0,1609608000.0,-36044586000.0,-36044586000.0,24706000.0,177015000.0,286853000.0,-109838000.0,0.0,0.0,-440482000.0,-440482000.0,-35805825000.0,145567000.0,-35951392000.0,40955774000.0,40955774000.0,-384703000.0,936701000.0,-603613000.0,13046000.0,9320428000.0,-511286000.0,717931000.0,-3983818000.0,3519665000.0,3519665000.0,,,-1061407000.0,7590981000.0,,-1563611000.0,234851000.0,335000.0,,10477404000.0,10477404000.0,685395000.0,685395000.0,9792009000.0,-5529628000.0,-5183155000.0,272386000.0,-597952000.0,-41843000.0,28054564000.0,2022-12-31
-3319632000.0,-749329000.0,104980000.0,-30283831000.0,171834458000.0,173818777000.0,-709398000.0,-1274921000.0,1347089000.0,1347089000.0,1991438000.0,,-644349000.0,100000000.0,0.0,100000000.0,-744349000.0,-749329000.0,4980000.0,-29586209000.0,-29586209000.0,-18557000.0,409776000.0,749674000.0,-339898000.0,293266000.0,293266000.0,-527631000.0,-527631000.0,-29743063000.0,13137000.0,-29756200000.0,26964199000.0,26964199000.0,-2936364000.0,1196844000.0,-67143000.0,37732000.0,5539494000.0,-280823000.0,-546419000.0,,-2812222000.0,-2812222000.0,265961000.0,871406000.0,-1676588000.0,9984140000.0,9862071000.0,-1839938000.0,288911000.0,,-38586000.0,9902789000.0,9902789000.0,680441000.0,680441000.0,9222348000.0,-4247991000.0,-3267602000.0,-719774000.0,-201595000.0,-59020000.0,19128451000.0,2023-03-31
-11063430000.0,-3391907000.0,4165000000.0,-24823258000.0,163096892000.0,171834458000.0,108314000.0,-8845880000.0,1060853000.0,1060853000.0,287760000.0,,773093000.0,70000000.0,-50000000.0,120000000.0,703093000.0,-3341907000.0,4045000000.0,-23666561000.0,-23666561000.0,525192000.0,-197140000.0,68772000.0,-265912000.0,743106000.0,743106000.0,-684325000.0,-684325000.0,-24053394000.0,85539000.0,-24138933000.0,13759828000.0,13759828000.0,-11844627000.0,1291162000.0,-423839000.0,266026000.0,-1876205000.0,891711000.0,577759000.0,,2459734000.0,2459734000.0,-306111000.0,46430000.0,-2109570000.0,-3742269000.0,-3814459000.0,-1774385000.0,319224000.0,,-30235000.0,9931668000.0,9931668000.0,645755000.0,645755000.0,9285913000.0,-584457000.0,-726129000.0,-316417000.0,534179000.0,-76090000.0,18485496000.0,2023-06-30
1253905000.0,-35722120000.0,45711750000.0,-17805005000.0,140641550000.0,163096892000.0,3808506000.0,-26263848000.0,-27602328000.0,-27602328000.0,7425548000.0,,9989630000.0,17420000000.0,-6960000000.0,24380000000.0,-7430370000.0,-28762120000.0,21331750000.0,-17720430000.0,-17720430000.0,47086000.0,-47995000.0,253931000.0,-301926000.0,0.0,0.0,-560355000.0,-560355000.0,-17159166000.0,85484000.0,-17244650000.0,19058910000.0,19058910000.0,-1215982000.0,885125000.0,-123665000.0,3313755000.0,-9919944000.0,657198000.0,82072000.0,,-8866990000.0,-8866990000.0,-544033000.0,388889000.0,-1660602000.0,-520511000.0,,-1605753000.0,258090000.0,,,9928262000.0,9928262000.0,631979000.0,631979000.0,9296283000.0,-1110868000.0,-1021601000.0,-863798000.0,855897000.0,-81366000.0,18648400000.0,2023-09-30
5108682000.0,12047531000.0,4555360000.0,-21108090000.0,132553615000.0,140641550000.0,-3599567000.0,-4488368000.0,-3891798000.0,-3891798000.0,-20497412000.0,2723000.0,16602891000.0,-4060000000.0,-8580960000.0,4520960000.0,20662891000.0,20628491000.0,34400000.0,-26813342000.0,-26813342000.0,34589000.0,-6439066000.0,131767000.0,-6570833000.0,560000000.0,560000000.0,-774205000.0,-774205000.0,-20194660000.0,139225000.0,-20333885000.0,26216772000.0,26216772000.0,-14897000.0,1206841000.0,-412853000.0,32292000.0,4154384000.0,-16819000.0,1267478000.0,939912000.0,2195283000.0,2195283000.0,-756931000.0,,502004000.0,573251000.0,,-1317276000.0,165671000.0,-63187000.0,,10721318000.0,10721318000.0,768306000.0,768306000.0,9953012000.0,-443578000.0,707718000.0,3649000.0,-1103128000.0,-51817000.0,12188057000.0,2023-12-31
