free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,date
-930000000.0,-1714000000.0,370000000.0,0.0,-772000000.0,,,586000000.0,476000000.0,110000000.0,-1284000000.0,-1284000000.0,81000000.0,-21000000.0,0.0,-1344000000.0,-1344000000.0,-1714000000.0,370000000.0,1552000000.0,1552000000.0,-40000000.0,2416000000.0,1560000000.0,856000000.0,-116000000.0,-116000000.0,-22000000.0,64000000.0,-86000000.0,-686000000.0,-158000000.0,2022-12-31
2828000000.0,-2326000000.0,1824000000.0,,-505000000.0,646000000.0,,584000000.0,586000000.0,-2000000.0,-539000000.0,-539000000.0,-37000000.0,,,-502000000.0,-502000000.0,-2326000000.0,1824000000.0,-2796000000.0,-2796000000.0,174000000.0,-2465000000.0,2666000000.0,-5131000000.0,,,,,,-505000000.0,3333000000.0,2023-03-31
1024000000.0,-920000000.0,319000000.0,,-739000000.0,381000000.0,,779000000.0,584000000.0,195000000.0,-619000000.0,-619000000.0,-18000000.0,,,-601000000.0,-601000000.0,-920000000.0,319000000.0,-949000000.0,-949000000.0,73000000.0,-466000000.0,1990000000.0,-2456000000.0,,,,,,-739000000.0,1763000000.0,2023-06-30
-451000000.0,-1378000000.0,181000000.0,,-509000000.0,684000000.0,1000000.0,687000000.0,779000000.0,-92000000.0,-1234000000.0,-1234000000.0,-37000000.0,,,-1197000000.0,-1197000000.0,-1378000000.0,181000000.0,1084000000.0,1084000000.0,92000000.0,1465000000.0,2201000000.0,-736000000.0,0.0,0.0,36000000.0,36000000.0,,-509000000.0,58000000.0,2023-09-30
-2194000000.0,-3094000000.0,2498000000.0,,-843000000.0,,,681000000.0,687000000.0,-6000000.0,-814000000.0,-814000000.0,-218000000.0,,,-596000000.0,-596000000.0,-3094000000.0,2498000000.0,2159000000.0,2159000000.0,-13000000.0,3004000000.0,2004000000.0,1000000000.0,0.0,0.0,11000000.0,11000000.0,,-843000000.0,-1351000000.0,2023-12-31
1356000000.0,-873000000.0,248000000.0,,-824000000.0,557000000.0,5000000.0,703000000.0,681000000.0,22000000.0,-642000000.0,-642000000.0,-17000000.0,,,-625000000.0,-625000000.0,-873000000.0,248000000.0,-1516000000.0,-1516000000.0,10000000.0,-702000000.0,2585000000.0,-3287000000.0,,,,,,-824000000.0,2180000000.0,2024-03-31
