tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,selling_and_marketing_expense,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-819801.980198,0.20495,1546000000.0,-4000000.0,-4000000.0,803000000.0,9933000000.0,1542000000.0,1542000000.0,-423000000.0,532000000.0,109000000.0,806180198.019802,803000000.0,11802000000.0,999000000.0,1382000000.0,716070000.0,650944000.0,1.14,1.23,803000000.0,,803000000.0,803000000.0,803000000.0,803000000.0,207000000.0,1010000000.0,47000000.0,51000000.0,-4000000.0,4000000.0,0.0,0.0,-423000000.0,532000000.0,109000000.0,1386000000.0,1869000000.0,1385000000.0,484000000.0,484000000.0,3255000000.0,9933000000.0,13188000000.0,12393000000.0,2022-12-31
-4410000.0,0.21,578000000.0,-21000000.0,-21000000.0,10000000.0,9840000000.0,557000000.0,557000000.0,-415000000.0,540000000.0,125000000.0,26590000.0,10000000.0,11730000000.0,1052000000.0,438000000.0,656707000.0,652000000.0,0.02,0.02,10000000.0,,10000000.0,10000000.0,10000000.0,10000000.0,7000000.0,17000000.0,-27000000.0,-6000000.0,-21000000.0,,0.0,21000000.0,-415000000.0,540000000.0,125000000.0,459000000.0,1890000000.0,1452000000.0,438000000.0,438000000.0,2349000000.0,9840000000.0,12189000000.0,11326000000.0,2023-03-31
0.0,0.241066,2311000000.0,,,1338000000.0,9908000000.0,2311000000.0,2311000000.0,-386000000.0,548000000.0,162000000.0,1338000000.0,1338000000.0,11892000000.0,1106000000.0,2163000000.0,719345000.0,653602000.0,1.88,2.05,1338000000.0,,1338000000.0,1338000000.0,1338000000.0,1338000000.0,425000000.0,1763000000.0,-14000000.0,-14000000.0,,,,,-386000000.0,548000000.0,162000000.0,2163000000.0,1984000000.0,1495000000.0,489000000.0,489000000.0,4147000000.0,9908000000.0,14055000000.0,13175000000.0,2023-06-30
-199427536.231884,0.210145,796000000.0,-949000000.0,-949000000.0,-545000000.0,10795000000.0,-153000000.0,-153000000.0,-369000000.0,537000000.0,168000000.0,204572463.768116,-545000000.0,12756000000.0,1087000000.0,-223000000.0,654119000.0,654119000.0,-0.83,-0.83,-545000000.0,0.0,-545000000.0,-545000000.0,-545000000.0,-545000000.0,-145000000.0,-690000000.0,-1047000000.0,-98000000.0,-949000000.0,949000000.0,0.0,0.0,-369000000.0,537000000.0,168000000.0,726000000.0,1961000000.0,1531000000.0,430000000.0,430000000.0,2687000000.0,10795000000.0,13482000000.0,12614000000.0,2023-09-30
-1890000.0,0.21,560000000.0,-9000000.0,-9000000.0,19000000.0,10436000000.0,551000000.0,551000000.0,-384000000.0,519000000.0,135000000.0,26110000.0,19000000.0,12397000000.0,1052000000.0,656000000.0,657079000.0,654725000.0,0.03,0.03,-14000000.0,,19000000.0,19000000.0,19000000.0,19000000.0,13000000.0,32000000.0,-249000000.0,-240000000.0,-9000000.0,7000000.0,0.0,2000000.0,-384000000.0,519000000.0,135000000.0,665000000.0,1961000000.0,1519000000.0,442000000.0,442000000.0,2626000000.0,10436000000.0,13062000000.0,12209000000.0,2023-12-31
-17118644.067797,0.244552,154000000.0,-70000000.0,-70000000.0,-312000000.0,10549000000.0,84000000.0,84000000.0,-379000000.0,497000000.0,118000000.0,-259118644.067797,-312000000.0,12493000000.0,1147000000.0,7000000.0,655847000.0,655847000.0,-0.48,-0.48,-312000000.0,,-312000000.0,-312000000.0,-312000000.0,-312000000.0,-101000000.0,-413000000.0,-111000000.0,-41000000.0,-70000000.0,57000000.0,,13000000.0,-379000000.0,497000000.0,118000000.0,77000000.0,1944000000.0,1536000000.0,408000000.0,408000000.0,2021000000.0,10549000000.0,12570000000.0,11645000000.0,2024-03-31
