ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date,treasury_shares_number,land_and_improvements
650642461.0,650642461.0,35223000000.0,43687000000.0,-11949000000.0,29864000000.0,-6227000000.0,-11949000000.0,8024000000.0,-5799000000.0,26590000000.0,-5799000000.0,-5799000000.0,-4585000000.0,-4585000000.0,-8511000000.0,7291000000.0,6000000.0,6000000.0,70515000000.0,49019000000.0,1258000000.0,2837000000.0,2837000000.0,5976000000.0,5976000000.0,38948000000.0,6559000000.0,32389000000.0,21496000000.0,9914000000.0,9914000000.0,4739000000.0,1465000000.0,3274000000.0,3274000000.0,6843000000.0,4694000000.0,2149000000.0,2149000000.0,64716000000.0,49447000000.0,1904000000.0,3099000000.0,3099000000.0,6150000000.0,2059000000.0,4091000000.0,38294000000.0,-20029000000.0,58323000000.0,613000000.0,18007000000.0,15269000000.0,892000000.0,995000000.0,892000000.0,2279000000.0,2138000000.0,2138000000.0,8965000000.0,8525000000.0,440000000.0,440000000.0,2022-12-31,,
652817674.0,652817674.0,34713000000.0,42929000000.0,-11919000000.0,29394000000.0,-6938000000.0,-11919000000.0,7764000000.0,-5771000000.0,25815000000.0,-5771000000.0,-5771000000.0,-4567000000.0,-4567000000.0,-8501000000.0,7290000000.0,7000000.0,7000000.0,72557000000.0,47967000000.0,1438000000.0,2737000000.0,2737000000.0,5881000000.0,5881000000.0,37911000000.0,6325000000.0,31586000000.0,24590000000.0,12539000000.0,12539000000.0,5018000000.0,1439000000.0,3579000000.0,3579000000.0,7033000000.0,4578000000.0,2455000000.0,2455000000.0,66786000000.0,49134000000.0,1916000000.0,3088000000.0,3088000000.0,6148000000.0,2057000000.0,4091000000.0,37982000000.0,-20546000000.0,58528000000.0,640000000.0,17868000000.0,17652000000.0,907000000.0,955000000.0,,2308000000.0,1989000000.0,1989000000.0,11493000000.0,11041000000.0,452000000.0,452000000.0,2023-03-31,,
653286761.0,653286761.0,34032000000.0,42583000000.0,-10531000000.0,30261000000.0,-6096000000.0,-10531000000.0,7937000000.0,-4385000000.0,26387000000.0,-4385000000.0,-4385000000.0,-4550000000.0,-4550000000.0,-7163000000.0,7321000000.0,7000000.0,7000000.0,71645000000.0,47329000000.0,1473000000.0,2694000000.0,2694000000.0,5884000000.0,5884000000.0,37278000000.0,6506000000.0,30772000000.0,24316000000.0,12022000000.0,12022000000.0,5305000000.0,1431000000.0,3874000000.0,3874000000.0,6989000000.0,4583000000.0,2406000000.0,2406000000.0,67260000000.0,49040000000.0,1887000000.0,2660000000.0,2660000000.0,6146000000.0,2055000000.0,4091000000.0,38347000000.0,-21062000000.0,59409000000.0,767000000.0,18072000000.0,18220000000.0,822000000.0,984000000.0,,2280000000.0,2073000000.0,2073000000.0,12061000000.0,11447000000.0,614000000.0,614000000.0,2023-06-30,,
653504063.0,653504063.0,32912000000.0,41205000000.0,-11280000000.0,28353000000.0,-7672000000.0,-11280000000.0,7716000000.0,-5136000000.0,24586000000.0,-5136000000.0,-5136000000.0,-4788000000.0,-4788000000.0,-7708000000.0,7353000000.0,7000000.0,7000000.0,70847000000.0,46467000000.0,1653000000.0,2929000000.0,2929000000.0,5834000000.0,5834000000.0,36051000000.0,6329000000.0,29722000000.0,24380000000.0,11164000000.0,11164000000.0,5154000000.0,1387000000.0,3767000000.0,3767000000.0,8062000000.0,5939000000.0,2123000000.0,2123000000.0,65711000000.0,49003000000.0,1788000000.0,2875000000.0,2875000000.0,6144000000.0,2053000000.0,4091000000.0,38196000000.0,-21571000000.0,59767000000.0,799000000.0,18034000000.0,16708000000.0,719000000.0,925000000.0,,2461000000.0,2021000000.0,2021000000.0,10582000000.0,10005000000.0,577000000.0,577000000.0,2023-09-30,,
654273192.0,654273192.0,32324000000.0,40663000000.0,-11344000000.0,27700000000.0,-8490000000.0,-11344000000.0,7761000000.0,-5202000000.0,24068000000.0,-5202000000.0,-5202000000.0,-4894000000.0,-4894000000.0,-7689000000.0,7374000000.0,7000000.0,7000000.0,68260000000.0,46198000000.0,1558000000.0,3044000000.0,3044000000.0,5874000000.0,5874000000.0,35722000000.0,6452000000.0,29270000000.0,22062000000.0,9653000000.0,9653000000.0,4941000000.0,1309000000.0,3632000000.0,3632000000.0,7468000000.0,5115000000.0,2353000000.0,2353000000.0,63058000000.0,49486000000.0,1753000000.0,2888000000.0,2888000000.0,6142000000.0,2051000000.0,4091000000.0,38703000000.0,-22097000000.0,60800000000.0,760000000.0,,13572000000.0,658000000.0,910000000.0,,2400000000.0,2026000000.0,2026000000.0,7578000000.0,7000000000.0,578000000.0,578000000.0,2023-12-31,0.0,10307000000.0
656045635.0,656045635.0,31726000000.0,40060000000.0,-11640000000.0,26830000000.0,-10451000000.0,-11640000000.0,7730000000.0,-5500000000.0,22728000000.0,-5500000000.0,-5500000000.0,-4877000000.0,-4877000000.0,-8001000000.0,7371000000.0,7000000.0,7000000.0,69884000000.0,44891000000.0,1503000000.0,2709000000.0,2709000000.0,5994000000.0,5994000000.0,34685000000.0,6457000000.0,28228000000.0,24993000000.0,12144000000.0,12144000000.0,5375000000.0,1273000000.0,4102000000.0,4102000000.0,7474000000.0,4547000000.0,2927000000.0,2927000000.0,64384000000.0,49842000000.0,1660000000.0,2986000000.0,2986000000.0,6140000000.0,2049000000.0,4091000000.0,39056000000.0,-22440000000.0,61496000000.0,1126000000.0,7899000000.0,14542000000.0,777000000.0,895000000.0,,2500000000.0,2070000000.0,2070000000.0,8300000000.0,7696000000.0,604000000.0,604000000.0,2024-03-31,,10397000000.0
