free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
2482000000.0,-2498000000.0,1508000000.0,-364000000.0,,,3930000000.0,2513000000.0,61000000.0,1356000000.0,-1272000000.0,-1272000000.0,-282000000.0,-990000000.0,-2000000.0,-1510000000.0,1508000000.0,-988000000.0,-988000000.0,,-218000000.0,-218000000.0,0.0,174000000.0,174000000.0,0.0,-28000000.0,3000000.0,-31000000.0,-364000000.0,-364000000.0,2846000000.0,2846000000.0,-2450000000.0,9610000000.0,-12380000000.0,-12380000000.0,,320000000.0,3101000000.0,95000000.0,-737000000.0,-737000000.0,6304000000.0,6304000000.0,4135000000.0,4135000000.0,2169000000.0,27000000.0,33000000.0,-77000000.0,-2079000000.0,2022-12-31
-930000000.0,-2539000000.0,2432000000.0,-299000000.0,,,2639000000.0,3930000000.0,29000000.0,-1320000000.0,-432000000.0,-432000000.0,-325000000.0,-107000000.0,-1000000.0,-933000000.0,932000000.0,-106000000.0,-1606000000.0,1500000000.0,-257000000.0,-257000000.0,35000000.0,20000000.0,20000000.0,-13000000.0,-13000000.0,,-13000000.0,-299000000.0,-299000000.0,-631000000.0,-631000000.0,-5930000000.0,-3792000000.0,-1652000000.0,-1652000000.0,-1652000000.0,-486000000.0,97000000.0,111000000.0,-669000000.0,-669000000.0,6781000000.0,6781000000.0,4723000000.0,4723000000.0,2058000000.0,39000000.0,62000000.0,-23000000.0,-1060000000.0,2023-03-31
1722000000.0,-3323000000.0,1667000000.0,-292000000.0,,,3077000000.0,2639000000.0,-15000000.0,453000000.0,-1251000000.0,-1251000000.0,405000000.0,-1656000000.0,-2000000.0,-1669000000.0,1667000000.0,-1654000000.0,-1654000000.0,0.0,-310000000.0,-310000000.0,11000000.0,3000000.0,3000000.0,,-32000000.0,,-32000000.0,-292000000.0,-292000000.0,2014000000.0,2014000000.0,-2734000000.0,-3580000000.0,793000000.0,793000000.0,793000000.0,53000000.0,74000000.0,137000000.0,-757000000.0,-757000000.0,6552000000.0,6552000000.0,4638000000.0,4638000000.0,1914000000.0,-38000000.0,50000000.0,-88000000.0,-1220000000.0,2023-06-30
2059000000.0,-4110000000.0,1695000000.0,-457000000.0,928000000.0,361000000.0,2430000000.0,3077000000.0,-80000000.0,-567000000.0,-2625000000.0,-2625000000.0,-210000000.0,-2415000000.0,-3000000.0,-1702000000.0,1699000000.0,-2412000000.0,-2408000000.0,-4000000.0,-458000000.0,-458000000.0,30000000.0,15000000.0,15000000.0,,-46000000.0,0.0,-46000000.0,-457000000.0,-457000000.0,2516000000.0,2516000000.0,-1844000000.0,-1858000000.0,-386000000.0,-386000000.0,-386000000.0,400000000.0,59000000.0,143000000.0,-645000000.0,-645000000.0,5175000000.0,5175000000.0,3186000000.0,3186000000.0,1989000000.0,35000000.0,24000000.0,11000000.0,-407000000.0,2023-09-30
3310000000.0,-2102000000.0,909000000.0,-268000000.0,,,4319000000.0,2430000000.0,74000000.0,1815000000.0,-1529000000.0,-1529000000.0,-336000000.0,-1193000000.0,-1000000.0,-910000000.0,909000000.0,-1192000000.0,-1192000000.0,0.0,-234000000.0,-234000000.0,22000000.0,83000000.0,83000000.0,,-71000000.0,,-71000000.0,-268000000.0,-268000000.0,3578000000.0,3578000000.0,-1481000000.0,10054000000.0,-11880000000.0,-11880000000.0,425000000.0,345000000.0,144000000.0,109000000.0,-273000000.0,-273000000.0,5501000000.0,5501000000.0,3477000000.0,3477000000.0,2024000000.0,-30000000.0,21000000.0,-51000000.0,-392000000.0,2023-12-31
