ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,current_deferred_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
319189843.0,319189843.0,399862000.0,837521000.0,1045863000.0,2149352000.0,1584486000.0,1045863000.0,98674000.0,1410505000.0,2149352000.0,1410505000.0,1410505000.0,-12422000.0,-12422000.0,-202266000.0,1625190000.0,3000.0,3000.0,1594347000.0,834599000.0,6226000.0,12944000.0,12944000.0,815429000.0,76582000.0,738847000.0,759748000.0,543024000.0,543024000.0,22092000.0,22092000.0,46736000.0,147896000.0,98604000.0,49292000.0,25818000.0,23474000.0,3004852000.0,660618000.0,27663000.0,55338000.0,364642000.0,16365000.0,348277000.0,212975000.0,-83918000.0,296893000.0,27683000.0,134890000.0,87629000.0,46691000.0,0.0,2344234000.0,27303000.0,33054000.0,399551000.0,399551000.0,-5626000.0,405177000.0,1884326000.0,1545341000.0,338985000.0,2022-12-31,
321446243.0,321446243.0,517144000.0,846331000.0,1149411000.0,2251791000.0,1690038000.0,1149411000.0,106639000.0,1512099000.0,2251791000.0,1512099000.0,1512099000.0,-5773000.0,-5773000.0,-226352000.0,1744221000.0,3000.0,3000.0,1627645000.0,854691000.0,6251000.0,22506000.0,22506000.0,825934000.0,86242000.0,739692000.0,772954000.0,562429000.0,562429000.0,20397000.0,20397000.0,,190128000.0,148530000.0,41598000.0,,41598000.0,3139744000.0,676752000.0,24305000.0,56636000.0,362688000.0,14152000.0,348536000.0,233123000.0,-93011000.0,326134000.0,35189000.0,149464000.0,94723000.0,46758000.0,0.0,2462992000.0,43198000.0,34858000.0,367046000.0,367046000.0,-8071000.0,375117000.0,2017890000.0,1795342000.0,222548000.0,2023-03-31,
324576728.0,324576728.0,449234000.0,885084000.0,1286921000.0,2389897000.0,1838708000.0,1286921000.0,144546000.0,1649359000.0,2389897000.0,1649359000.0,1649359000.0,-12318000.0,-12318000.0,-230321000.0,1891995000.0,3000.0,3000.0,1662814000.0,901452000.0,7686000.0,27534000.0,27534000.0,866232000.0,125694000.0,740538000.0,761362000.0,567470000.0,567470000.0,18852000.0,18852000.0,,175040000.0,127009000.0,48031000.0,,48031000.0,3312173000.0,712103000.0,21856000.0,60511000.0,362438000.0,12409000.0,350029000.0,267298000.0,-103449000.0,370747000.0,36316000.0,164432000.0,122198000.0,47801000.0,0.0,2600070000.0,44104000.0,37502000.0,333102000.0,333102000.0,-9628000.0,342730000.0,2185362000.0,1894058000.0,291304000.0,2023-06-30,
328245659.0,328245659.0,480077000.0,887963000.0,1447634000.0,2547862000.0,1977008000.0,1447634000.0,146577000.0,1806476000.0,2547862000.0,1806476000.0,1806476000.0,-13889000.0,-13889000.0,-207691000.0,2028053000.0,3000.0,3000.0,1736826000.0,894350000.0,7659000.0,17505000.0,17505000.0,869186000.0,127800000.0,741386000.0,842476000.0,636500000.0,636500000.0,18777000.0,18777000.0,,187199000.0,101837000.0,85362000.0,,85362000.0,3543302000.0,723818000.0,22398000.0,62976000.0,358842000.0,10145000.0,348697000.0,279602000.0,-115167000.0,394769000.0,44127000.0,178637000.0,121913000.0,50092000.0,0.0,2819484000.0,37341000.0,39805000.0,400649000.0,400649000.0,-11091000.0,411740000.0,2341689000.0,2080380000.0,261309000.0,2023-09-30,
331079746.0,331079746.0,411896000.0,902337000.0,1663043000.0,2767589000.0,2175085000.0,1663043000.0,160102000.0,2025354000.0,2767589000.0,2025354000.0,2025354000.0,-2218000.0,-2218000.0,-153698000.0,2181267000.0,3000.0,3000.0,1910718000.0,907666000.0,6093000.0,21210000.0,21210000.0,880363000.0,138128000.0,742235000.0,1003052000.0,765735000.0,765735000.0,21974000.0,21974000.0,61541000.0,153802000.0,35315000.0,118487000.0,30775000.0,87712000.0,3936072000.0,757935000.0,23462000.0,73728000.0,362311000.0,9617000.0,352694000.0,298434000.0,-128868000.0,427302000.0,55111000.0,192691000.0,126562000.0,52938000.0,0.0,3178137000.0,41022000.0,44938000.0,509279000.0,509279000.0,-12096000.0,521375000.0,2582898000.0,2252559000.0,330339000.0,2023-12-31,0.0
