tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,-10506000.0,-29034000.0,9804000.0,96757000.0,-10506000.0,-20310000.0,10574000.0,5544000.0,13593000.0,-29034000.0,-29034000.0,504027000.0,-34628000.0,317348000.0,317348000.0,-0.09,-0.09,-29034000.0,-29034000.0,-29034000.0,-29034000.0,-29034000.0,3180000.0,-25854000.0,-1800000.0,-1800000.0,10574000.0,,5544000.0,13593000.0,-34628000.0,407270000.0,218656000.0,188614000.0,149359000.0,39255000.0,39255000.0,372642000.0,96757000.0,469399000.0,469399000.0,2022-12-31
0.0,0.21,-7968000.0,-24086000.0,10275000.0,99914000.0,-7968000.0,-18243000.0,16339000.0,2181000.0,18520000.0,-24086000.0,-24086000.0,516684000.0,-34970000.0,319286000.0,319286000.0,-0.08,-0.08,-24086000.0,-24086000.0,-24086000.0,-24086000.0,-24086000.0,3662000.0,-20424000.0,-1793000.0,-1793000.0,16339000.0,,2181000.0,18520000.0,-34970000.0,416770000.0,229478000.0,187292000.0,144971000.0,42321000.0,42321000.0,381800000.0,99914000.0,481714000.0,481714000.0,2023-03-31
0.0,0.21,11168000.0,-3969000.0,10550000.0,101846000.0,11168000.0,618000.0,21829000.0,1526000.0,23355000.0,-3969000.0,-3969000.0,531466000.0,-22006000.0,322215000.0,322215000.0,-0.01,-0.01,-3969000.0,-3969000.0,-3969000.0,-3969000.0,-3969000.0,3061000.0,-908000.0,-731000.0,-731000.0,21829000.0,,1526000.0,23355000.0,-22006000.0,429620000.0,239494000.0,190126000.0,147455000.0,42671000.0,42671000.0,407614000.0,101846000.0,509460000.0,509460000.0,2023-06-30
0.0,0.068724,36364000.0,22630000.0,11609000.0,103319000.0,36364000.0,24755000.0,27498000.0,455000.0,28801000.0,22630000.0,22630000.0,551766000.0,-4230000.0,351309000.0,325557000.0,0.06,0.07,22630000.0,22630000.0,22630000.0,22630000.0,22630000.0,1670000.0,24300000.0,1032000.0,1032000.0,27498000.0,848000.0,455000.0,28801000.0,-4230000.0,448447000.0,240225000.0,208222000.0,156870000.0,51352000.0,51352000.0,444217000.0,103319000.0,547536000.0,547536000.0,2023-09-30
0.0,0.057171,73129000.0,53993000.0,12031000.0,104829000.0,73129000.0,61098000.0,31491000.0,3831000.0,32783000.0,53993000.0,53993000.0,561907000.0,27742000.0,352907000.0,328895000.0,0.15,0.16,53993000.0,53993000.0,53993000.0,53993000.0,53993000.0,3274000.0,57267000.0,-1966000.0,-1966000.0,31491000.0,,3831000.0,32783000.0,27742000.0,457078000.0,253250000.0,203828000.0,159980000.0,43848000.0,43848000.0,484820000.0,104829000.0,589649000.0,589649000.0,2023-12-31
