tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,rent_and_landing_fees,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,90337000.0,0.0,0.0,38671000.0,40559000.0,35272000.0,90337000.0,49778000.0,-11648000.0,11090000.0,38671000.0,38671000.0,79826000.0,136000.0,43593000.0,43472000.0,0.89,0.89,38671000.0,38671000.0,38671000.0,-17000.0,38688000.0,38688000.0,38688000.0,322000.0,322000.0,0.0,-11648000.0,558000.0,11090000.0,50014000.0,44554000.0,40559000.0,40559000.0,3995000.0,3995000.0,3859000.0,136000.0,94568000.0,35272000.0,129840000.0,129797000.0,2022-12-31
1009890.0,0.21,93208000.0,4809000.0,4809000.0,44690000.0,41014000.0,36186000.0,98017000.0,57003000.0,-13025000.0,12299000.0,40890890.0,44690000.0,82544000.0,140000.0,43823000.0,43751000.0,1.02,1.02,44690000.0,44690000.0,44690000.0,-14000.0,44704000.0,44704000.0,44704000.0,5248000.0,439000.0,4809000.0,-13025000.0,726000.0,12299000.0,52481000.0,46358000.0,41014000.0,41014000.0,5344000.0,5344000.0,5204000.0,140000.0,98839000.0,36186000.0,135025000.0,133964000.0,2023-03-31
0.0,0.21,97606000.0,,,43450000.0,42295000.0,37767000.0,97606000.0,55311000.0,-12575000.0,11846000.0,43450000.0,43450000.0,84595000.0,149000.0,44734000.0,44656000.0,0.97,0.97,43450000.0,43450000.0,43450000.0,-15000.0,43465000.0,43465000.0,43465000.0,748000.0,748000.0,,-12575000.0,729000.0,11846000.0,55292000.0,46828000.0,42295000.0,42295000.0,4533000.0,4533000.0,4384000.0,149000.0,102120000.0,37767000.0,139887000.0,138811000.0,2023-06-30
0.0,0.21,101960000.0,,,48896000.0,42521000.0,40709000.0,101960000.0,59439000.0,-11288000.0,10529000.0,48896000.0,48896000.0,86806000.0,147000.0,45788000.0,45658000.0,1.07,1.07,48896000.0,48896000.0,48896000.0,-14000.0,48910000.0,48910000.0,48910000.0,474000.0,474000.0,,-11288000.0,759000.0,10529000.0,59724000.0,46097000.0,42521000.0,42521000.0,3576000.0,3576000.0,3429000.0,147000.0,105821000.0,40709000.0,146530000.0,144378000.0,2023-09-30
2762760.0,0.21,105935000.0,13156000.0,13156000.0,63455000.0,45248000.0,39368000.0,119091000.0,73843000.0,-11108000.0,10374000.0,53061760.0,63455000.0,88502000.0,146000.0,46980000.0,46831000.0,1.35,1.35,63455000.0,63455000.0,63455000.0,-14000.0,63469000.0,63469000.0,63469000.0,13930000.0,774000.0,13156000.0,-11108000.0,734000.0,10374000.0,60647000.0,49134000.0,45248000.0,45248000.0,3886000.0,3886000.0,3740000.0,146000.0,109781000.0,39368000.0,149149000.0,149026000.0,2023-12-31
3500400.0,0.4,104406000.0,8751000.0,8751000.0,58644000.0,45169000.0,43003000.0,113157000.0,67988000.0,-10061000.0,9330000.0,53393400.0,58644000.0,95030000.0,177000.0,47961000.0,47860000.0,1.22,1.23,58644000.0,58644000.0,58644000.0,-14000.0,58658000.0,58658000.0,58658000.0,9525000.0,774000.0,8751000.0,-10061000.0,731000.0,9330000.0,59194000.0,52027000.0,45169000.0,45169000.0,6858000.0,6858000.0,6681000.0,177000.0,111221000.0,43003000.0,154224000.0,154074000.0,2024-03-31
