ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,non_current_deferred_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,financial_assets,investments_and_advances,long_term_equity_investment,investment_properties,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,gross_ppe,buildings_and_improvements,properties,current_assets,restricted_cash,prepaid_assets,inventory,finished_goods,receivables,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_financial,date,treasury_shares_number
43575539.0,43575539.0,1861688000.0,1883789000.0,1930858000.0,3814742000.0,-245803000.0,1930858000.0,22045000.0,1952998000.0,3646288000.0,1953439000.0,441000.0,1952998000.0,36371000.0,36371000.0,-334898000.0,2251521000.0,4000.0,4000.0,2082398000.0,1759952000.0,42636000.0,1981000.0,1570000.0,1715335000.0,22045000.0,1693290000.0,322446000.0,17004000.0,17004000.0,168454000.0,168454000.0,168454000.0,136988000.0,9597000.0,9597000.0,127391000.0,53605000.0,55952000.0,6823000.0,11011000.0,4035837000.0,3959194000.0,13791000.0,92024000.0,38352000.0,7230000.0,7230000.0,3783607000.0,22140000.0,21150000.0,990000.0,2050000.0,2050000.0,2050000.0,0.0,76643000.0,2522000.0,2681000.0,0.0,0.0,71384000.0,364000.0,71020000.0,56000.0,56000.0,56000.0,2022-12-31,
44242699.0,44242699.0,1788205000.0,1819228000.0,2015810000.0,3833562000.0,-158981000.0,2015810000.0,21633000.0,2035967000.0,3763775000.0,2036382000.0,415000.0,2035967000.0,26109000.0,26109000.0,-345622000.0,2355476000.0,4000.0,4000.0,2044079000.0,1796244000.0,42683000.0,4120000.0,834000.0,1749441000.0,21633000.0,1727808000.0,247835000.0,20404000.0,20404000.0,69787000.0,69787000.0,69787000.0,157644000.0,14387000.0,14387000.0,143257000.0,52534000.0,56193000.0,21725000.0,12805000.0,4080461000.0,3991607000.0,11615000.0,95873000.0,30229000.0,7507000.0,7507000.0,3824300000.0,20157000.0,19167000.0,990000.0,1926000.0,1926000.0,1926000.0,0.0,88854000.0,2866000.0,1693000.0,,,74905000.0,6098000.0,68807000.0,9390000.0,9390000.0,9390000.0,2023-03-31,
45323836.0,45323836.0,1724914000.0,1747216000.0,2193810000.0,3939373000.0,-103979000.0,2193810000.0,21220000.0,2213377000.0,3941375000.0,2213721000.0,344000.0,2213377000.0,36311000.0,36311000.0,-358934000.0,2535996000.0,4000.0,4000.0,1990407000.0,1793207000.0,42725000.0,1264000.0,36503000.0,1749218000.0,21220000.0,1727998000.0,197200000.0,20635000.0,20635000.0,-2002000.0,-2002000.0,-2002000.0,178567000.0,9228000.0,9228000.0,169339000.0,57116000.0,57717000.0,41496000.0,13010000.0,4204128000.0,4110907000.0,5648000.0,97801000.0,37575000.0,7785000.0,7785000.0,3940728000.0,19567000.0,18577000.0,990000.0,1803000.0,1803000.0,1803000.0,0.0,93221000.0,1197000.0,15582000.0,,,75360000.0,4789000.0,70571000.0,1082000.0,1082000.0,,2023-06-30,
46277057.0,46277057.0,1673997000.0,1695181000.0,2358622000.0,4053335000.0,-140821000.0,2358622000.0,20810000.0,2378964000.0,4055095000.0,2379265000.0,301000.0,2378964000.0,42088000.0,42088000.0,-369192000.0,2706064000.0,4000.0,4000.0,1975589000.0,1740028000.0,43087000.0,0.0,,1696941000.0,20810000.0,1676131000.0,235561000.0,19202000.0,19202000.0,-1760000.0,-1760000.0,-1760000.0,218119000.0,14205000.0,14205000.0,203914000.0,64752000.0,60322000.0,63956000.0,14884000.0,4354854000.0,4260114000.0,6593000.0,99644000.0,42088000.0,7261000.0,7261000.0,4082504000.0,20342000.0,19352000.0,990000.0,1682000.0,1682000.0,1682000.0,0.0,94740000.0,1981000.0,11331000.0,,,81054000.0,4433000.0,76621000.0,374000.0,374000.0,,2023-09-30,
47700432.0,47700432.0,1634564000.0,1696467000.0,2586968000.0,4283154000.0,-32902000.0,2586968000.0,21640000.0,2608327000.0,4284674000.0,2608634000.0,307000.0,2608327000.0,24888000.0,24888000.0,-366473000.0,2949907000.0,5000.0,5000.0,1910579000.0,1745692000.0,45227000.0,2478000.0,,1697987000.0,21640000.0,1676347000.0,164887000.0,20070000.0,20070000.0,-1520000.0,-1520000.0,-1520000.0,146337000.0,8493000.0,8493000.0,137844000.0,50951000.0,62393000.0,9508000.0,14992000.0,4519213000.0,4387228000.0,7569000.0,101095000.0,27366000.0,7539000.0,7539000.0,4219472000.0,21359000.0,20369000.0,990000.0,2828000.0,2828000.0,2828000.0,0.0,131985000.0,745000.0,7208000.0,,,83769000.0,1425000.0,82344000.0,40263000.0,40263000.0,,2023-12-31,0.0
48010613.0,48010613.0,1659667000.0,1696499000.0,2636800000.0,4334335000.0,-71153000.0,2636800000.0,21207000.0,2659043000.0,4335616000.0,2659359000.0,316000.0,2659043000.0,30782000.0,30782000.0,-368954000.0,2997210000.0,5000.0,5000.0,1917646000.0,1744201000.0,46198000.0,223000.0,,1697780000.0,21207000.0,1676573000.0,173445000.0,19471000.0,19471000.0,-1281000.0,-1281000.0,-1281000.0,155255000.0,14287000.0,14287000.0,140968000.0,37613000.0,62076000.0,26627000.0,14652000.0,4577005000.0,4474713000.0,9178000.0,103531000.0,31005000.0,7816000.0,7816000.0,4298266000.0,22243000.0,21253000.0,990000.0,2674000.0,2674000.0,2674000.0,0.0,102292000.0,1219000.0,3462000.0,,,81986000.0,1294000.0,80692000.0,15625000.0,15625000.0,,2024-03-31,0.0
