ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,payables_and_accrued_expenses,payables,dueto_related_parties_current,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,investment_properties,net_ppe,gross_ppe,other_properties,current_assets,assets_held_for_sale_current,restricted_cash,receivables,duefrom_related_parties_current,notes_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,accumulated_depreciation,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties
713400000.0,713400000.0,3548000000.0,4783000000.0,6710000000.0,10925000000.0,-59000000.0,6710000000.0,568000000.0,6710000000.0,9931000000.0,6879000000.0,169000000.0,6710000000.0,-75000000.0,-75000000.0,-939000000.0,7717000000.0,7000000.0,7000000.0,5390000000.0,3957000000.0,168000000.0,3789000000.0,568000000.0,3221000000.0,1433000000.0,994000000.0,994000000.0,994000000.0,439000000.0,439000000.0,67000000.0,372000000.0,12269000000.0,10895000000.0,459000000.0,132000000.0,132000000.0,9748000000.0,556000000.0,556000000.0,556000000.0,1374000000.0,0.0,200000000.0,507000000.0,94000000.0,413000000.0,667000000.0,667000000.0,2022-12-31,,,,,,,
711200000.0,711200000.0,3645000000.0,4778000000.0,6858000000.0,11066000000.0,160000000.0,6858000000.0,570000000.0,6858000000.0,10080000000.0,7030000000.0,172000000.0,6858000000.0,-73000000.0,-73000000.0,-739000000.0,7663000000.0,7000000.0,7000000.0,5195000000.0,3960000000.0,168000000.0,3792000000.0,570000000.0,3222000000.0,1235000000.0,986000000.0,986000000.0,986000000.0,249000000.0,249000000.0,30000000.0,219000000.0,12225000000.0,10830000000.0,403000000.0,150000000.0,150000000.0,9720000000.0,557000000.0,557000000.0,557000000.0,1395000000.0,,203000000.0,629000000.0,144000000.0,485000000.0,563000000.0,563000000.0,2023-03-31,,,,,,,
711400000.0,711400000.0,3408000000.0,4777000000.0,6972000000.0,11182000000.0,324000000.0,6972000000.0,567000000.0,6972000000.0,10195000000.0,7145000000.0,173000000.0,6972000000.0,-70000000.0,-70000000.0,-636000000.0,7671000000.0,7000000.0,7000000.0,5220000000.0,3957000000.0,167000000.0,3790000000.0,567000000.0,3223000000.0,1263000000.0,987000000.0,987000000.0,987000000.0,276000000.0,276000000.0,67000000.0,209000000.0,12365000000.0,10778000000.0,362000000.0,144000000.0,144000000.0,9717000000.0,555000000.0,555000000.0,555000000.0,1587000000.0,,213000000.0,572000000.0,87000000.0,485000000.0,802000000.0,802000000.0,2023-06-30,,,,,,,
705400000.0,705400000.0,3296000000.0,4777000000.0,6870000000.0,11082000000.0,246000000.0,6870000000.0,565000000.0,6870000000.0,10094000000.0,7031000000.0,161000000.0,6870000000.0,-73000000.0,-73000000.0,-652000000.0,7588000000.0,7000000.0,7000000.0,5261000000.0,3973000000.0,184000000.0,3789000000.0,565000000.0,3224000000.0,1288000000.0,988000000.0,988000000.0,988000000.0,300000000.0,300000000.0,72000000.0,228000000.0,12292000000.0,10758000000.0,387000000.0,139000000.0,139000000.0,9679000000.0,553000000.0,553000000.0,553000000.0,1534000000.0,,218000000.0,400000000.0,78000000.0,322000000.0,916000000.0,916000000.0,2023-09-30,,,,,,,
703600000.0,703600000.0,3065000000.0,4772000000.0,6633000000.0,10842000000.0,100000000.0,6633000000.0,563000000.0,6633000000.0,9853000000.0,6826000000.0,193000000.0,6633000000.0,-70000000.0,-70000000.0,-839000000.0,7535000000.0,7000000.0,7000000.0,5417000000.0,3956000000.0,173000000.0,3783000000.0,563000000.0,3220000000.0,1461000000.0,989000000.0,989000000.0,989000000.0,472000000.0,472000000.0,64000000.0,408000000.0,12243000000.0,10682000000.0,382000000.0,126000000.0,126000000.0,,10174000000.0,19352000000.0,550000000.0,1561000000.0,,217000000.0,200000000.0,128000000.0,72000000.0,1144000000.0,1144000000.0,2023-12-31,0.0,-9178000000.0,237000000.0,2331000000.0,14253000000.0,1981000000.0,0.0
