tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
3780000.0,0.21,337000000.0,18000000.0,18000000.0,147000000.0,166000000.0,514000000.0,355000000.0,189000000.0,-30000000.0,43000000.0,13000000.0,132780000.0,147000000.0,1085000000.0,178000000.0,717700000.0,715000000.0,0.2,0.21,147000000.0,147000000.0,147000000.0,-2000000.0,149000000.0,149000000.0,-3000000.0,146000000.0,-2000000.0,-20000000.0,18000000.0,0.0,0.0,-30000000.0,43000000.0,13000000.0,178000000.0,571000000.0,308000000.0,166000000.0,166000000.0,97000000.0,97000000.0,90000000.0,7000000.0,749000000.0,514000000.0,1263000000.0,1149000000.0,2022-12-31
-1260000.0,0.21,510000000.0,-6000000.0,-6000000.0,287000000.0,169000000.0,553000000.0,504000000.0,335000000.0,-32000000.0,46000000.0,14000000.0,291740000.0,287000000.0,1130000000.0,248000000.0,714900000.0,713400000.0,0.4,0.4,287000000.0,287000000.0,287000000.0,-4000000.0,291000000.0,291000000.0,-2000000.0,289000000.0,70000000.0,69000000.0,-6000000.0,6000000.0,7000000.0,-32000000.0,46000000.0,14000000.0,251000000.0,577000000.0,315000000.0,169000000.0,169000000.0,93000000.0,93000000.0,86000000.0,7000000.0,828000000.0,553000000.0,1381000000.0,1251000000.0,2023-03-31
-61403.508772,0.061404,442000000.0,-1000000.0,-1000000.0,210000000.0,168000000.0,557000000.0,441000000.0,273000000.0,-25000000.0,45000000.0,20000000.0,210938596.491228,210000000.0,1143000000.0,249000000.0,713200000.0,711300000.0,0.29,0.3,210000000.0,210000000.0,210000000.0,-4000000.0,214000000.0,214000000.0,14000000.0,228000000.0,3000000.0,,-1000000.0,1000000.0,4000000.0,-25000000.0,45000000.0,20000000.0,250000000.0,586000000.0,323000000.0,168000000.0,168000000.0,95000000.0,95000000.0,89000000.0,6000000.0,836000000.0,557000000.0,1393000000.0,1265000000.0,2023-06-30
5976562.5,0.117188,299000000.0,51000000.0,51000000.0,111000000.0,174000000.0,543000000.0,350000000.0,176000000.0,-26000000.0,48000000.0,22000000.0,65976562.5,111000000.0,1108000000.0,157000000.0,711900000.0,709700000.0,0.16,0.16,111000000.0,111000000.0,111000000.0,-2000000.0,113000000.0,113000000.0,15000000.0,128000000.0,48000000.0,1000000.0,51000000.0,-51000000.0,-4000000.0,-26000000.0,48000000.0,22000000.0,106000000.0,565000000.0,314000000.0,174000000.0,174000000.0,77000000.0,77000000.0,71000000.0,6000000.0,671000000.0,543000000.0,1214000000.0,1105000000.0,2023-09-30
1384615.384615,0.062937,356000000.0,22000000.0,22000000.0,132000000.0,186000000.0,559000000.0,378000000.0,192000000.0,-30000000.0,49000000.0,19000000.0,111384615.384615,132000000.0,1172000000.0,173000000.0,707600000.0,704500000.0,0.19,0.19,132000000.0,132000000.0,132000000.0,-2000000.0,134000000.0,134000000.0,9000000.0,143000000.0,22000000.0,1000000.0,22000000.0,-22000000.0,-1000000.0,-30000000.0,49000000.0,19000000.0,151000000.0,613000000.0,328000000.0,186000000.0,186000000.0,99000000.0,99000000.0,88000000.0,11000000.0,764000000.0,559000000.0,1323000000.0,1205000000.0,2023-12-31
