tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-630420000.0,0.21,15879000000.0,-3002000000.0,-3002000000.0,278000000.0,13145000000.0,129557000000.0,12877000000.0,-268000000.0,-249000000.0,694000000.0,445000000.0,2649580000.0,278000000.0,146467000000.0,2737000000.0,10308000000.0,10220000000.0,0.03,0.03,278000000.0,278000000.0,278000000.0,278000000.0,278000000.0,13000000.0,-1227000000.0,-962000000.0,-3450000000.0,-448000000.0,-3002000000.0,-249000000.0,694000000.0,445000000.0,2737000000.0,16910000000.0,759000000.0,16151000000.0,12818000000.0,3333000000.0,3333000000.0,19647000000.0,129557000000.0,149204000000.0,149204000000.0,2022-12-31
-77101238.164603,0.230153,16400000000.0,-335000000.0,-335000000.0,3172000000.0,11123000000.0,109146000000.0,16065000000.0,4942000000.0,-212000000.0,823000000.0,611000000.0,3429898761.835397,3172000000.0,122584000000.0,4774000000.0,10347000000.0,10250000000.0,0.31,0.31,3172000000.0,3172000000.0,3172000000.0,3172000000.0,3172000000.0,1000000.0,948000000.0,4119000000.0,-443000000.0,-108000000.0,-335000000.0,-212000000.0,823000000.0,611000000.0,4774000000.0,13438000000.0,223000000.0,13215000000.0,10172000000.0,3043000000.0,3043000000.0,18212000000.0,109146000000.0,127358000000.0,127358000000.0,2023-03-31
10418088.060294,0.106307,19894000000.0,98000000.0,98000000.0,6750000000.0,11589000000.0,112609000000.0,19992000000.0,8403000000.0,-179000000.0,840000000.0,661000000.0,6662418088.060294,6750000000.0,126702000000.0,7681000000.0,10449000000.0,10285000000.0,0.65,0.66,6750000000.0,6750000000.0,6750000000.0,6750000000.0,6750000000.0,-9000000.0,804000000.0,7563000000.0,61000000.0,-37000000.0,98000000.0,-179000000.0,840000000.0,661000000.0,7681000000.0,14093000000.0,146000000.0,13947000000.0,10745000000.0,3202000000.0,3202000000.0,21774000000.0,112609000000.0,134383000000.0,134383000000.0,2023-06-30
204700303.552383,0.189187,24044000000.0,1082000000.0,1082000000.0,9879000000.0,12131000000.0,118539000000.0,25126000000.0,12995000000.0,-30000000.0,806000000.0,776000000.0,9001700303.552383,9879000000.0,131895000000.0,11188000000.0,10558000000.0,10322000000.0,0.94,0.96,9879000000.0,9879000000.0,9879000000.0,9879000000.0,9879000000.0,-4000000.0,2306000000.0,12189000000.0,1031000000.0,-51000000.0,1082000000.0,-30000000.0,806000000.0,776000000.0,11188000000.0,13356000000.0,244000000.0,13112000000.0,10551000000.0,2561000000.0,2561000000.0,24544000000.0,118539000000.0,143083000000.0,143083000000.0,2023-09-30
60407715.914073,0.223732,27949000000.0,270000000.0,270000000.0,10624000000.0,13820000000.0,140686000000.0,28219000000.0,14399000000.0,188000000.0,713000000.0,901000000.0,10414407715.914074,10624000000.0,156752000000.0,13209000000.0,10610000000.0,10356000000.0,1.0,1.03,10624000000.0,10624000000.0,10624000000.0,10624000000.0,10624000000.0,0.0,3062000000.0,13686000000.0,289000000.0,19000000.0,270000000.0,188000000.0,713000000.0,901000000.0,13209000000.0,16066000000.0,154000000.0,15912000000.0,12902000000.0,3010000000.0,3010000000.0,29275000000.0,140686000000.0,169961000000.0,169961000000.0,2023-12-31
