treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,other_intangible_assets
515000000.0,10242000000.0,10757000000.0,13262000000.0,140118000000.0,125755000000.0,213193000000.0,-8602000000.0,125755000000.0,72968000000.0,146043000000.0,213193000000.0,146043000000.0,146043000000.0,-4487000000.0,,7837000000.0,83193000000.0,75066000000.0,108000000.0,108000000.0,0.0,316632000000.0,161239000000.0,21121000000.0,140118000000.0,72968000000.0,67150000000.0,155393000000.0,13227000000.0,13227000000.0,142166000000.0,62566000000.0,79600000000.0,79600000000.0,462675000000.0,315884000000.0,42758000000.0,20288000000.0,20288000000.0,252838000000.0,-97015000000.0,349853000000.0,30020000000.0,228183000000.0,91650000000.0,0.0,146791000000.0,,34405000000.0,,42360000000.0,,42360000000.0,-1400000000.0,43760000000.0,70026000000.0,16138000000.0,53888000000.0,2022-12-31,
515000000.0,10258000000.0,10773000000.0,17741000000.0,141351000000.0,131777000000.0,221610000000.0,-11349000000.0,131777000000.0,74267000000.0,154526000000.0,221610000000.0,154526000000.0,154526000000.0,-3973000000.0,-3973000000.0,7837000000.0,86365000000.0,79863000000.0,108000000.0,108000000.0,0.0,309852000000.0,162282000000.0,20931000000.0,141351000000.0,74267000000.0,67084000000.0,147570000000.0,14281000000.0,14281000000.0,133289000000.0,66382000000.0,66907000000.0,66907000000.0,464378000000.0,328157000000.0,46392000000.0,22749000000.0,22749000000.0,259016000000.0,,259016000000.0,,259016000000.0,,,136221000000.0,,34170000000.0,34170000000.0,37646000000.0,,37646000000.0,-1400000000.0,39046000000.0,64405000000.0,15062000000.0,49343000000.0,2023-03-31,
515000000.0,10313000000.0,10828000000.0,13563000000.0,138914000000.0,145817000000.0,231694000000.0,-7756000000.0,145817000000.0,75822000000.0,168602000000.0,231694000000.0,168602000000.0,168602000000.0,-3680000000.0,-3680000000.0,7837000000.0,93115000000.0,86896000000.0,108000000.0,108000000.0,0.0,309005000000.0,160767000000.0,21853000000.0,138914000000.0,75822000000.0,63092000000.0,148238000000.0,14522000000.0,14522000000.0,133716000000.0,64235000000.0,69481000000.0,69481000000.0,477607000000.0,337125000000.0,50224000000.0,22785000000.0,22785000000.0,264116000000.0,,264116000000.0,,264116000000.0,,,140482000000.0,,36587000000.0,36587000000.0,39925000000.0,,39925000000.0,-1500000000.0,41425000000.0,63970000000.0,14441000000.0,49529000000.0,2023-06-30,
515000000.0,10330000000.0,10845000000.0,11493000000.0,136989000000.0,160224000000.0,244071000000.0,-2219000000.0,160224000000.0,75891000000.0,182973000000.0,244071000000.0,182973000000.0,182973000000.0,-5003000000.0,-5003000000.0,7837000000.0,102994000000.0,92711000000.0,108000000.0,108000000.0,0.0,303910000000.0,158696000000.0,21707000000.0,136989000000.0,75891000000.0,61098000000.0,145214000000.0,14398000000.0,14398000000.0,130816000000.0,58812000000.0,72004000000.0,72004000000.0,486883000000.0,343888000000.0,53913000000.0,22749000000.0,22749000000.0,267226000000.0,,267226000000.0,,267226000000.0,,,142995000000.0,5320000000.0,35406000000.0,35406000000.0,38100000000.0,2500000000.0,35600000000.0,,,64169000000.0,14564000000.0,49605000000.0,2023-09-30,
515000000.0,10383000000.0,10898000000.0,,135611000000.0,171399000000.0,260189000000.0,7434000000.0,171399000000.0,77297000000.0,201875000000.0,260189000000.0,201875000000.0,201875000000.0,-3040000000.0,-3040000000.0,7837000000.0,113618000000.0,99025000000.0,109000000.0,109000000.0,0.0,325979000000.0,161062000000.0,25451000000.0,135611000000.0,77297000000.0,58314000000.0,164917000000.0,15227000000.0,15227000000.0,149690000000.0,64709000000.0,84981000000.0,84981000000.0,527854000000.0,355503000000.0,48337000000.0,30476000000.0,22789000000.0,276690000000.0,-120111000000.0,396801000000.0,28840000000.0,262668000000.0,105293000000.0,105293000000.0,172351000000.0,,33318000000.0,,52253000000.0,,52253000000.0,-1700000000.0,53953000000.0,86780000000.0,13393000000.0,73387000000.0,2023-12-31,7687000000.0
