ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,non_current_accounts_receivable,financial_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,hedging_assets_current,inventory,inventories_adjustments_allowances,work_in_process,raw_materials,receivables,other_receivables,duefrom_related_parties_current,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
547754986.0,547754986.0,159000000.0,2856000000.0,9550000000.0,12424000000.0,2441000000.0,9550000000.0,345000000.0,9913000000.0,12201000000.0,9960000000.0,47000000.0,9913000000.0,92000000.0,92000000.0,-14021000000.0,23831000000.0,11000000.0,11000000.0,7881000000.0,4522000000.0,,122000000.0,1646000000.0,1620000000.0,26000000.0,2558000000.0,270000000.0,2288000000.0,196000000.0,3359000000.0,,702000000.0,702000000.0,298000000.0,75000000.0,223000000.0,223000000.0,102000000.0,2257000000.0,573000000.0,1684000000.0,1152000000.0,532000000.0,17841000000.0,12041000000.0,25000000.0,235000000.0,292000000.0,292000000.0,11000000.0,10000000.0,137000000.0,372000000.0,372000000.0,372000000.0,363000000.0,345000000.0,18000000.0,10596000000.0,-23785000000.0,34381000000.0,3384000000.0,22569000000.0,439000000.0,7867000000.0,122000000.0,0.0,5800000000.0,,1339000000.0,-115000000.0,1079000000.0,375000000.0,1408000000.0,573000000.0,11000000.0,824000000.0,3053000000.0,701000000.0,2352000000.0,1354000000.0,998000000.0,2022-12-31
551780000.0,551780000.0,259000000.0,2898000000.0,9891000000.0,12775000000.0,2733000000.0,9891000000.0,383000000.0,10260000000.0,12570000000.0,10307000000.0,47000000.0,10260000000.0,100000000.0,100000000.0,-13767000000.0,23916000000.0,11000000.0,11000000.0,7508000000.0,4613000000.0,1497000000.0,,297000000.0,297000000.0,,2622000000.0,312000000.0,2310000000.0,197000000.0,2895000000.0,2690000000.0,151000000.0,151000000.0,276000000.0,71000000.0,205000000.0,205000000.0,68000000.0,2400000000.0,,2400000000.0,,2400000000.0,17815000000.0,12187000000.0,26000000.0,230000000.0,271000000.0,271000000.0,,256000000.0,,462000000.0,462000000.0,462000000.0,369000000.0,,,10829000000.0,-24006000000.0,34835000000.0,3870000000.0,22464000000.0,441000000.0,7937000000.0,123000000.0,0.0,5628000000.0,67000000.0,1423000000.0,,1012000000.0,411000000.0,1229000000.0,368000000.0,10000000.0,851000000.0,2909000000.0,653000000.0,2256000000.0,,,2023-03-31
552673000.0,552673000.0,533000000.0,2783000000.0,10148000000.0,12894000000.0,2733000000.0,10148000000.0,418000000.0,10529000000.0,12737000000.0,10574000000.0,45000000.0,10529000000.0,77000000.0,77000000.0,-13527000000.0,23968000000.0,11000000.0,11000000.0,7241000000.0,4451000000.0,1461000000.0,,291000000.0,291000000.0,,2501000000.0,293000000.0,2208000000.0,198000000.0,2790000000.0,2569000000.0,143000000.0,143000000.0,282000000.0,125000000.0,157000000.0,157000000.0,45000000.0,2320000000.0,,2320000000.0,,2320000000.0,17815000000.0,12292000000.0,24000000.0,224000000.0,245000000.0,245000000.0,,,,629000000.0,629000000.0,629000000.0,381000000.0,,,10789000000.0,-24215000000.0,35004000000.0,3392000000.0,22873000000.0,445000000.0,8158000000.0,136000000.0,0.0,5523000000.0,,1504000000.0,,1005000000.0,499000000.0,1186000000.0,322000000.0,,864000000.0,2833000000.0,1001000000.0,1832000000.0,,,2023-06-30
553199000.0,553199000.0,500000000.0,2719000000.0,10406000000.0,13167000000.0,3059000000.0,10406000000.0,339000000.0,10787000000.0,12968000000.0,10831000000.0,44000000.0,10787000000.0,54000000.0,54000000.0,-13278000000.0,24000000000.0,11000000.0,11000000.0,7013000000.0,4265000000.0,1313000000.0,,285000000.0,285000000.0,,2468000000.0,287000000.0,2181000000.0,199000000.0,2748000000.0,,142000000.0,142000000.0,251000000.0,52000000.0,199000000.0,199000000.0,34000000.0,2321000000.0,,2321000000.0,,2321000000.0,17844000000.0,12037000000.0,24000000.0,219000000.0,251000000.0,251000000.0,,,,568000000.0,568000000.0,568000000.0,381000000.0,,,10594000000.0,-24486000000.0,35080000000.0,2695000000.0,23301000000.0,446000000.0,8500000000.0,138000000.0,0.0,5807000000.0,,1509000000.0,,976000000.0,533000000.0,1374000000.0,345000000.0,8000000.0,1021000000.0,2924000000.0,1044000000.0,1880000000.0,,,2023-09-30
