free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
-500000000.0,-104000000.0,359000000.0,12000000.0,-991000000.0,2352000000.0,2541000000.0,11000000.0,-200000000.0,360000000.0,360000000.0,,12000000.0,12000000.0,255000000.0,255000000.0,-104000000.0,359000000.0,-1051000000.0,-1051000000.0,-4000000.0,-58000000.0,198000000.0,-256000000.0,0.0,0.0,,,-1048000000.0,2000000.0,-1050000000.0,491000000.0,491000000.0,-217000000.0,-175000000.0,-175000000.0,,-40000000.0,-2000000.0,-18000000.0,44000000.0,30000000.0,30000000.0,409000000.0,409000000.0,,,,-425000000.0,-22000000.0,668000000.0,2022-12-31
-374000000.0,-74000000.0,44000000.0,37000000.0,-853000000.0,2256000000.0,2352000000.0,1000000.0,-97000000.0,10000000.0,10000000.0,3000000.0,37000000.0,37000000.0,-30000000.0,-30000000.0,-74000000.0,44000000.0,-586000000.0,-586000000.0,267000000.0,25000000.0,212000000.0,-187000000.0,238000000.0,238000000.0,-48000000.0,-48000000.0,-801000000.0,4000000.0,-805000000.0,479000000.0,479000000.0,-174000000.0,-119000000.0,-119000000.0,-119000000.0,-84000000.0,29000000.0,34000000.0,35000000.0,22000000.0,22000000.0,343000000.0,343000000.0,31000000.0,31000000.0,312000000.0,-1000000.0,-1000000.0,254000000.0,2023-03-31
147000000.0,-87000000.0,0.0,9000000.0,-399000000.0,1832000000.0,2256000000.0,-1000000.0,-423000000.0,-81000000.0,-81000000.0,-4000000.0,9000000.0,9000000.0,-87000000.0,-87000000.0,-87000000.0,0.0,-888000000.0,-888000000.0,-488000000.0,-496000000.0,222000000.0,-718000000.0,0.0,0.0,-9000000.0,-9000000.0,-380000000.0,10000000.0,-390000000.0,546000000.0,546000000.0,-91000000.0,-39000000.0,-39000000.0,,-81000000.0,29000000.0,36000000.0,44000000.0,24000000.0,24000000.0,340000000.0,340000000.0,33000000.0,33000000.0,307000000.0,13000000.0,13000000.0,237000000.0,2023-06-30
92000000.0,-57000000.0,2000000.0,1000000.0,-324000000.0,1880000000.0,1832000000.0,-1000000.0,49000000.0,-54000000.0,-54000000.0,,1000000.0,1000000.0,-55000000.0,-55000000.0,-57000000.0,2000000.0,-313000000.0,-313000000.0,2000000.0,1000000.0,217000000.0,-216000000.0,0.0,0.0,-20000000.0,-20000000.0,-296000000.0,8000000.0,-304000000.0,416000000.0,416000000.0,-218000000.0,-15000000.0,-15000000.0,,-5000000.0,-198000000.0,1000000.0,41000000.0,-4000000.0,-4000000.0,366000000.0,366000000.0,33000000.0,33000000.0,333000000.0,-19000000.0,-19000000.0,249000000.0,2023-09-30
