ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,raw_materials,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
217000000.0,217000000.0,,2695000000.0,-1780000000.0,3589000000.0,1208000000.0,-1780000000.0,308000000.0,1202000000.0,3589000000.0,1202000000.0,1202000000.0,-62000000.0,-62000000.0,499000000.0,765000000.0,765000000.0,,8578000000.0,5183000000.0,253000000.0,215000000.0,2059000000.0,2059000000.0,2648000000.0,261000000.0,2387000000.0,8000000.0,3395000000.0,417000000.0,1992000000.0,1992000000.0,47000000.0,47000000.0,,,338000000.0,17000000.0,584000000.0,584000000.0,584000000.0,9780000000.0,5177000000.0,306000000.0,930000000.0,930000000.0,2982000000.0,215000000.0,2767000000.0,959000000.0,-1303000000.0,2262000000.0,89000000.0,85000000.0,298000000.0,1386000000.0,358000000.0,46000000.0,0.0,4603000000.0,416000000.0,244000000.0,100000000.0,144000000.0,910000000.0,910000000.0,3033000000.0,364000000.0,2669000000.0,31000000.0,2638000000.0,2022-10-31
214000000.0,214000000.0,,2690000000.0,-1863000000.0,3490000000.0,1147000000.0,-1863000000.0,302000000.0,1102000000.0,3490000000.0,1102000000.0,1102000000.0,-55000000.0,-55000000.0,268000000.0,889000000.0,889000000.0,,8608000000.0,5215000000.0,260000000.0,215000000.0,2090000000.0,2090000000.0,2642000000.0,254000000.0,2388000000.0,8000000.0,3393000000.0,429000000.0,2126000000.0,2126000000.0,48000000.0,48000000.0,,,341000000.0,17000000.0,432000000.0,432000000.0,432000000.0,9710000000.0,5170000000.0,311000000.0,938000000.0,938000000.0,2965000000.0,198000000.0,2767000000.0,956000000.0,-1345000000.0,2301000000.0,93000000.0,51000000.0,289000000.0,1465000000.0,357000000.0,46000000.0,0.0,4540000000.0,403000000.0,175000000.0,91000000.0,84000000.0,821000000.0,821000000.0,3141000000.0,501000000.0,2640000000.0,780000000.0,1860000000.0,2023-01-31
212000000.0,212000000.0,73000000.0,2684000000.0,-1781000000.0,3548000000.0,1213000000.0,-1781000000.0,295000000.0,1159000000.0,3548000000.0,1159000000.0,1159000000.0,-51000000.0,-51000000.0,265000000.0,945000000.0,945000000.0,0.0,8659000000.0,5192000000.0,237000000.0,215000000.0,2095000000.0,2095000000.0,2637000000.0,248000000.0,2389000000.0,8000000.0,3467000000.0,430000000.0,2218000000.0,2218000000.0,47000000.0,47000000.0,,,363000000.0,17000000.0,392000000.0,392000000.0,392000000.0,9818000000.0,5138000000.0,319000000.0,948000000.0,948000000.0,2940000000.0,181000000.0,2759000000.0,931000000.0,-1363000000.0,2294000000.0,91000000.0,55000000.0,281000000.0,1462000000.0,359000000.0,46000000.0,0.0,4680000000.0,456000000.0,167000000.0,102000000.0,65000000.0,987000000.0,987000000.0,3070000000.0,754000000.0,2316000000.0,,,2023-04-30
209000000.0,209000000.0,370000000.0,2672000000.0,-2052000000.0,3263000000.0,911000000.0,-2052000000.0,282000000.0,873000000.0,3263000000.0,873000000.0,873000000.0,-48000000.0,-48000000.0,0.0,921000000.0,921000000.0,,8397000000.0,5148000000.0,241000000.0,215000000.0,2055000000.0,2055000000.0,2628000000.0,238000000.0,2390000000.0,9000000.0,3249000000.0,402000000.0,2127000000.0,2127000000.0,44000000.0,44000000.0,,,314000000.0,18000000.0,344000000.0,344000000.0,344000000.0,9270000000.0,5110000000.0,320000000.0,954000000.0,954000000.0,2925000000.0,166000000.0,2759000000.0,911000000.0,-1392000000.0,2303000000.0,82000000.0,67000000.0,270000000.0,1477000000.0,361000000.0,46000000.0,0.0,4160000000.0,401000000.0,131000000.0,62000000.0,69000000.0,653000000.0,653000000.0,2975000000.0,955000000.0,2020000000.0,540000000.0,1480000000.0,2023-07-31
206000000.0,206000000.0,457000000.0,2662000000.0,-2141000000.0,3161000000.0,260000000.0,-2141000000.0,271000000.0,770000000.0,2761000000.0,770000000.0,770000000.0,-55000000.0,-55000000.0,0.0,825000000.0,825000000.0,,8303000000.0,4570000000.0,242000000.0,100000000.0,1999000000.0,1999000000.0,2221000000.0,230000000.0,1991000000.0,8000000.0,3733000000.0,447000000.0,2003000000.0,2003000000.0,441000000.0,41000000.0,400000000.0,400000000.0,413000000.0,18000000.0,411000000.0,411000000.0,411000000.0,9073000000.0,5080000000.0,326000000.0,960000000.0,960000000.0,2911000000.0,152000000.0,2759000000.0,883000000.0,-1424000000.0,2307000000.0,81000000.0,59000000.0,260000000.0,1494000000.0,367000000.0,46000000.0,0.0,3993000000.0,464000000.0,122000000.0,70000000.0,52000000.0,787000000.0,787000000.0,2620000000.0,686000000.0,1934000000.0,522000000.0,1412000000.0,2023-10-31
206031047.0,206031047.0,571000000.0,2656000000.0,-1903000000.0,3385000000.0,562000000.0,-1903000000.0,265000000.0,994000000.0,2985000000.0,994000000.0,994000000.0,-55000000.0,-55000000.0,115000000.0,934000000.0,934000000.0,,8375000000.0,4610000000.0,260000000.0,100000000.0,2034000000.0,2034000000.0,2216000000.0,225000000.0,1991000000.0,,3765000000.0,424000000.0,2093000000.0,2093000000.0,440000000.0,40000000.0,400000000.0,400000000.0,412000000.0,,396000000.0,396000000.0,396000000.0,9369000000.0,5042000000.0,337000000.0,949000000.0,949000000.0,2897000000.0,138000000.0,2759000000.0,859000000.0,-1462000000.0,2321000000.0,81000000.0,56000000.0,252000000.0,1518000000.0,368000000.0,46000000.0,0.0,4327000000.0,492000000.0,131000000.0,54000000.0,77000000.0,787000000.0,787000000.0,2917000000.0,1097000000.0,1820000000.0,770000000.0,1050000000.0,2024-01-31
