tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-3360000.0,0.21,397000000.0,-16000000.0,-16000000.0,750000000.0,59000000.0,576000000.0,381000000.0,322000000.0,-3000000.0,17000000.0,14000000.0,762640000.0,750000000.0,1365000000.0,282000000.0,220000000.0,217000000.0,3.41,3.46,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,-445000000.0,305000000.0,10000000.0,26000000.0,-16000000.0,16000000.0,-3000000.0,17000000.0,14000000.0,298000000.0,789000000.0,243000000.0,546000000.0,479000000.0,67000000.0,67000000.0,1087000000.0,576000000.0,1663000000.0,1663000000.0,2022-10-31
-18900000.0,0.21,348000000.0,-90000000.0,-90000000.0,65000000.0,65000000.0,525000000.0,258000000.0,193000000.0,5000000.0,16000000.0,21000000.0,136100000.0,65000000.0,1264000000.0,172000000.0,219000000.0,216000000.0,0.3,0.3,65000000.0,65000000.0,65000000.0,65000000.0,65000000.0,112000000.0,177000000.0,-90000000.0,,-90000000.0,90000000.0,5000000.0,16000000.0,21000000.0,262000000.0,739000000.0,230000000.0,509000000.0,450000000.0,59000000.0,59000000.0,1001000000.0,525000000.0,1526000000.0,1526000000.0,2023-01-31
-3076433.121019,0.219745,410000000.0,-14000000.0,-14000000.0,245000000.0,66000000.0,506000000.0,396000000.0,330000000.0,11000000.0,16000000.0,27000000.0,255923566.878981,245000000.0,1258000000.0,309000000.0,217000000.0,213000000.0,1.13,1.15,245000000.0,245000000.0,245000000.0,245000000.0,245000000.0,69000000.0,314000000.0,-20000000.0,-6000000.0,-14000000.0,14000000.0,11000000.0,16000000.0,27000000.0,323000000.0,752000000.0,243000000.0,509000000.0,442000000.0,67000000.0,67000000.0,1075000000.0,506000000.0,1581000000.0,1581000000.0,2023-04-30
-5771000.0,0.199,295000000.0,-29000000.0,-29000000.0,149000000.0,64000000.0,436000000.0,266000000.0,202000000.0,12000000.0,16000000.0,28000000.0,172229000.0,149000000.0,1225000000.0,178000000.0,216000000.0,212000000.0,0.69,0.7,149000000.0,149000000.0,149000000.0,149000000.0,149000000.0,37000000.0,186000000.0,-33000000.0,-4000000.0,-29000000.0,29000000.0,12000000.0,16000000.0,28000000.0,207000000.0,789000000.0,247000000.0,542000000.0,468000000.0,74000000.0,74000000.0,996000000.0,436000000.0,1432000000.0,1432000000.0,2023-07-31
-2082539.68254,0.260317,402000000.0,-8000000.0,-8000000.0,233000000.0,64000000.0,452000000.0,394000000.0,330000000.0,10000000.0,15000000.0,25000000.0,238917460.31746,233000000.0,1250000000.0,304000000.0,211000000.0,208000000.0,1.1,1.12,233000000.0,233000000.0,233000000.0,233000000.0,233000000.0,82000000.0,315000000.0,-7000000.0,1000000.0,-8000000.0,8000000.0,10000000.0,15000000.0,25000000.0,312000000.0,798000000.0,262000000.0,536000000.0,461000000.0,75000000.0,75000000.0,1110000000.0,452000000.0,1562000000.0,1562000000.0,2023-10-31
-2890052.356021,0.180628,478000000.0,-16000000.0,-16000000.0,313000000.0,63000000.0,455000000.0,462000000.0,399000000.0,10000000.0,17000000.0,27000000.0,326109947.643979,313000000.0,1224000000.0,366000000.0,211000000.0,206000000.0,1.48,1.52,313000000.0,313000000.0,313000000.0,313000000.0,313000000.0,69000000.0,382000000.0,-10000000.0,6000000.0,-16000000.0,16000000.0,10000000.0,17000000.0,27000000.0,382000000.0,769000000.0,249000000.0,520000000.0,439000000.0,81000000.0,81000000.0,1151000000.0,455000000.0,1606000000.0,1606000000.0,2024-01-31
