tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,selling_general_and_administration,general_and_administrative_expense,salaries_and_wages
-1578231.292517,0.098639,874000000.0,-16000000.0,-16000000.0,265000000.0,349000000.0,3558000000.0,858000000.0,483000000.0,-169000000.0,189000000.0,20000000.0,279421768.707483,265000000.0,3986000000.0,462000000.0,,,,,262000000.0,262000000.0,,265000000.0,0.0,265000000.0,0.0,265000000.0,29000000.0,294000000.0,-27000000.0,-12000000.0,-19000000.0,1000000.0,,1000000.0,,-169000000.0,189000000.0,20000000.0,490000000.0,454000000.0,108000000.0,375000000.0,375000000.0,944000000.0,3532000000.0,4476000000.0,4476000000.0,2022-12-31,,,
1010000.0,0.101,1061000000.0,10000000.0,10000000.0,445000000.0,385000000.0,2621000000.0,1071000000.0,686000000.0,-174000000.0,191000000.0,17000000.0,436010000.0,445000000.0,3128000000.0,652000000.0,206000000.0,206000000.0,2.16,2.16,445000000.0,445000000.0,,445000000.0,,445000000.0,,445000000.0,50000000.0,495000000.0,18000000.0,4000000.0,10000000.0,1000000.0,-9000000.0,4000000.0,,-174000000.0,191000000.0,17000000.0,651000000.0,507000000.0,122000000.0,385000000.0,385000000.0,1158000000.0,2621000000.0,3779000000.0,3779000000.0,2023-03-31,,,
1584000.0,0.144,843000000.0,11000000.0,11000000.0,201000000.0,427000000.0,1744000000.0,854000000.0,427000000.0,-179000000.0,192000000.0,13000000.0,191584000.0,201000000.0,2285000000.0,397000000.0,206000000.0,206000000.0,0.97,0.97,200000000.0,200000000.0,1000000.0,201000000.0,,201000000.0,,201000000.0,34000000.0,235000000.0,15000000.0,4000000.0,7000000.0,-2000000.0,-9000000.0,0.0,4000000.0,-179000000.0,192000000.0,13000000.0,399000000.0,510000000.0,114000000.0,396000000.0,396000000.0,909000000.0,1775000000.0,2684000000.0,2684000000.0,2023-06-30,,,
1260000.0,0.063,938000000.0,20000000.0,20000000.0,332000000.0,373000000.0,1875000000.0,958000000.0,554000000.0,-185000000.0,200000000.0,15000000.0,313260000.0,332000000.0,2362000000.0,538000000.0,206000000.0,206000000.0,1.61,1.61,332000000.0,332000000.0,0.0,332000000.0,,332000000.0,,332000000.0,22000000.0,354000000.0,13000000.0,-10000000.0,20000000.0,12000000.0,-8000000.0,3000000.0,,-185000000.0,200000000.0,15000000.0,526000000.0,518000000.0,114000000.0,404000000.0,404000000.0,1044000000.0,1844000000.0,2888000000.0,2888000000.0,2023-09-30,,,
-5881742.738589,0.130705,1156000000.0,-45000000.0,-45000000.0,419000000.0,421000000.0,2178000000.0,1111000000.0,690000000.0,-196000000.0,208000000.0,12000000.0,458118257.261411,419000000.0,2669000000.0,656000000.0,,,,,418000000.0,418000000.0,1000000.0,419000000.0,,419000000.0,,419000000.0,63000000.0,482000000.0,-47000000.0,2000000.0,-53000000.0,-27000000.0,,-4000000.0,8000000.0,-196000000.0,208000000.0,12000000.0,725000000.0,491000000.0,112000000.0,421000000.0,421000000.0,1216000000.0,2178000000.0,3394000000.0,3394000000.0,2023-12-31,0.0,0.0,0.0
1550000.0,0.062,950000000.0,25000000.0,25000000.0,313000000.0,423000000.0,2179000000.0,975000000.0,552000000.0,-200000000.0,218000000.0,18000000.0,289550000.0,313000000.0,2724000000.0,517000000.0,207000000.0,206000000.0,1.51,1.51,312000000.0,312000000.0,1000000.0,313000000.0,,313000000.0,,313000000.0,21000000.0,334000000.0,18000000.0,1000000.0,19000000.0,1000000.0,-18000000.0,-8000000.0,6000000.0,-200000000.0,218000000.0,18000000.0,516000000.0,545000000.0,122000000.0,423000000.0,423000000.0,1061000000.0,2179000000.0,3240000000.0,3240000000.0,2024-03-31,0.0,,0.0
