treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,restricted_cash,prepaid_assets,receivables,loans_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,other_non_current_liabilities
173000000.0,1136000000.0,1309000000.0,2641000000.0,10417000000.0,8277000000.0,30691000000.0,12416000000.0,8277000000.0,20274000000.0,30691000000.0,20274000000.0,20274000000.0,-928000000.0,-928000000.0,16079000000.0,18954000000.0,18327000000.0,0.0,0.0,0.0,58443000000.0,13342000000.0,2925000000.0,2925000000.0,10417000000.0,10417000000.0,45101000000.0,45101000000.0,4055000000.0,41046000000.0,813000000.0,813000000.0,40233000000.0,78717000000.0,21200000000.0,2455000000.0,5018000000.0,2201000000.0,2817000000.0,2817000000.0,11997000000.0,788000000.0,11209000000.0,1730000000.0,-6382000000.0,8112000000.0,364000000.0,25000000.0,7335000000.0,388000000.0,0.0,57517000000.0,1898000000.0,,17000000.0,1898000000.0,44751000000.0,7431000000.0,37320000000.0,10851000000.0,3075000000.0,7776000000.0,2022-12-31,
192000000.0,1122000000.0,1314000000.0,3380000000.0,10481000000.0,7933000000.0,30339000000.0,12651000000.0,7933000000.0,19858000000.0,30339000000.0,19858000000.0,19858000000.0,-898000000.0,-898000000.0,17522000000.0,19749000000.0,18529000000.0,0.0,0.0,0.0,57328000000.0,13419000000.0,2938000000.0,2938000000.0,10481000000.0,10481000000.0,43909000000.0,43909000000.0,4164000000.0,39745000000.0,577000000.0,577000000.0,39168000000.0,77186000000.0,20626000000.0,2436000000.0,4632000000.0,2285000000.0,2347000000.0,2347000000.0,11925000000.0,730000000.0,11195000000.0,1633000000.0,,,,,,,,56560000000.0,2162000000.0,,13000000.0,,43738000000.0,7495000000.0,36243000000.0,10647000000.0,3546000000.0,7101000000.0,2023-03-31,
214000000.0,1102000000.0,1316000000.0,5045000000.0,10549000000.0,7954000000.0,30210000000.0,12371000000.0,7954000000.0,19661000000.0,30210000000.0,19661000000.0,19661000000.0,-996000000.0,-996000000.0,19064000000.0,20778000000.0,18943000000.0,0.0,0.0,0.0,54918000000.0,13164000000.0,2615000000.0,2615000000.0,10549000000.0,10549000000.0,41754000000.0,41754000000.0,3433000000.0,38321000000.0,791000000.0,791000000.0,37530000000.0,74579000000.0,20454000000.0,2615000000.0,4543000000.0,2423000000.0,2120000000.0,2120000000.0,11707000000.0,640000000.0,11067000000.0,1589000000.0,,,,,,,,54125000000.0,2202000000.0,,11000000.0,,42021000000.0,7450000000.0,34571000000.0,9891000000.0,4387000000.0,5504000000.0,2023-06-30,
237000000.0,1080000000.0,1317000000.0,3824000000.0,10640000000.0,8241000000.0,30380000000.0,13193000000.0,8241000000.0,19740000000.0,30380000000.0,19740000000.0,19740000000.0,-852000000.0,-852000000.0,20513000000.0,21798000000.0,19307000000.0,0.0,0.0,0.0,56700000000.0,13258000000.0,2618000000.0,2618000000.0,10640000000.0,10640000000.0,43442000000.0,43442000000.0,3533000000.0,39909000000.0,1137000000.0,1137000000.0,38772000000.0,76440000000.0,19805000000.0,2922000000.0,3855000000.0,2434000000.0,1421000000.0,1421000000.0,11499000000.0,564000000.0,10935000000.0,1529000000.0,,,,,,,,56635000000.0,2228000000.0,2165000000.0,6000000.0,,40695000000.0,5066000000.0,35629000000.0,11541000000.0,4725000000.0,6816000000.0,2023-09-30,
245000000.0,1072000000.0,1317000000.0,595000000.0,9676000000.0,9488000000.0,30727000000.0,14103000000.0,9488000000.0,21051000000.0,30727000000.0,21051000000.0,21051000000.0,-746000000.0,-746000000.0,21045000000.0,23200000000.0,19642000000.0,0.0,0.0,0.0,61115000000.0,12649000000.0,,,9676000000.0,9676000000.0,48466000000.0,48466000000.0,6392000000.0,42074000000.0,,,42074000000.0,82166000000.0,19597000000.0,3273000000.0,3273000000.0,1882000000.0,1391000000.0,1391000000.0,11563000000.0,537000000.0,11026000000.0,1488000000.0,-6948000000.0,8436000000.0,317000000.0,34000000.0,7752000000.0,333000000.0,0.0,62569000000.0,2509000000.0,,3000000.0,,46000000000.0,5996000000.0,40004000000.0,14057000000.0,4976000000.0,9081000000.0,2023-12-31,2973000000.0
