treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,current_assets,other_current_assets,prepaid_assets,inventory,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
33526000.0,736487000.0,770013000.0,13872000000.0,14228000000.0,11354000000.0,28143000000.0,-965000000.0,11354000000.0,13915000000.0,26804000000.0,13918000000.0,3000000.0,13915000000.0,-124000000.0,-124000000.0,967000000.0,2681000000.0,12317000000.0,8000000.0,8000000.0,23919000000.0,20130000000.0,206000000.0,206000000.0,3485000000.0,3124000000.0,12889000000.0,12889000000.0,138000000.0,3789000000.0,862000000.0,1339000000.0,1339000000.0,354000000.0,985000000.0,1588000000.0,97000000.0,97000000.0,1491000000.0,166000000.0,124000000.0,1201000000.0,37837000000.0,35013000000.0,395000000.0,2561000000.0,313000000.0,2248000000.0,30238000000.0,-8398000000.0,38636000000.0,1583000000.0,92000000.0,2824000000.0,335000000.0,92000000.0,443000000.0,1598000000.0,150000000.0,896000000.0,-87000000.0,983000000.0,356000000.0,356000000.0,2022-12-31
32946000.0,737067000.0,770013000.0,14125000000.0,14585000000.0,11475000000.0,28618000000.0,558000000.0,11475000000.0,14033000000.0,28514000000.0,14036000000.0,3000000.0,14033000000.0,-123000000.0,-123000000.0,950000000.0,2788000000.0,12310000000.0,8000000.0,8000000.0,24266000000.0,21786000000.0,185000000.0,185000000.0,3574000000.0,3208000000.0,14481000000.0,14481000000.0,127000000.0,2480000000.0,824000000.0,104000000.0,104000000.0,104000000.0,0.0,1552000000.0,164000000.0,164000000.0,1388000000.0,173000000.0,82000000.0,1133000000.0,38302000000.0,35264000000.0,429000000.0,2558000000.0,310000000.0,2248000000.0,30457000000.0,-8602000000.0,39059000000.0,1720000000.0,63000000.0,3038000000.0,372000000.0,175000000.0,434000000.0,1597000000.0,121000000.0,1033000000.0,-102000000.0,1135000000.0,460000000.0,460000000.0,2023-03-31
32927000.0,737086000.0,770013000.0,14489000000.0,14815000000.0,11403000000.0,28774000000.0,220000000.0,11403000000.0,13959000000.0,28440000000.0,13959000000.0,0.0,13959000000.0,-137000000.0,-137000000.0,949000000.0,2721000000.0,12316000000.0,8000000.0,8000000.0,24337000000.0,21832000000.0,192000000.0,192000000.0,3610000000.0,3253000000.0,14481000000.0,14481000000.0,128000000.0,2505000000.0,789000000.0,334000000.0,334000000.0,91000000.0,243000000.0,1382000000.0,141000000.0,141000000.0,1241000000.0,173000000.0,93000000.0,975000000.0,38296000000.0,35571000000.0,427000000.0,2556000000.0,309000000.0,2247000000.0,30762000000.0,-8793000000.0,39555000000.0,1744000000.0,68000000.0,2725000000.0,365000000.0,189000000.0,474000000.0,1371000000.0,70000000.0,979000000.0,-103000000.0,1082000000.0,326000000.0,326000000.0,2023-06-30
32889000.0,737124000.0,770013000.0,14509000000.0,14862000000.0,11458000000.0,28874000000.0,-125000000.0,11458000000.0,14012000000.0,28496000000.0,14012000000.0,0.0,14012000000.0,-142000000.0,-142000000.0,948000000.0,2775000000.0,12319000000.0,8000000.0,8000000.0,24617000000.0,21738000000.0,199000000.0,199000000.0,3531000000.0,3163000000.0,14484000000.0,14484000000.0,140000000.0,2879000000.0,821000000.0,378000000.0,378000000.0,91000000.0,287000000.0,1680000000.0,220000000.0,220000000.0,1460000000.0,173000000.0,109000000.0,1178000000.0,38629000000.0,35875000000.0,464000000.0,2554000000.0,307000000.0,2247000000.0,31070000000.0,-8997000000.0,40067000000.0,1849000000.0,70000000.0,2754000000.0,374000000.0,143000000.0,488000000.0,1396000000.0,,1068000000.0,-114000000.0,1182000000.0,353000000.0,353000000.0,2023-09-30
32883000.0,737130000.0,770013000.0,15273000000.0,15604000000.0,11380000000.0,29537000000.0,-408000000.0,11380000000.0,13933000000.0,28544000000.0,13933000000.0,0.0,13933000000.0,-163000000.0,-163000000.0,948000000.0,2710000000.0,12326000000.0,8000000.0,8000000.0,25303000000.0,21963000000.0,275000000.0,275000000.0,3604000000.0,3219000000.0,14611000000.0,14611000000.0,133000000.0,3340000000.0,816000000.0,993000000.0,993000000.0,1000000.0,992000000.0,1531000000.0,124000000.0,124000000.0,1407000000.0,173000000.0,130000000.0,1104000000.0,39236000000.0,36304000000.0,459000000.0,2553000000.0,306000000.0,2247000000.0,31418000000.0,-9179000000.0,40597000000.0,1917000000.0,72000000.0,2932000000.0,344000000.0,103000000.0,505000000.0,1649000000.0,271000000.0,950000000.0,-123000000.0,1073000000.0,331000000.0,331000000.0,2023-12-31
