free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,other_cash_adjustment_inside_changein_cash,financing_cash_flow,cash_from_discontinued_financing_activities,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date,stock_based_compensation
-421000000.0,0.0,-1000000.0,475000000.0,-640000000.0,357000000.0,304000000.0,0.0,53000000.0,0.0,302000000.0,0.0,302000000.0,-5000000.0,-167000000.0,-167000000.0,0.0,0.0,474000000.0,475000000.0,0.0,475000000.0,-1000000.0,-1000000.0,0.0,-468000000.0,0.0,-468000000.0,12000000.0,160000000.0,146000000.0,14000000.0,-640000000.0,219000000.0,0.0,219000000.0,-296000000.0,-78000000.0,113000000.0,,,172000000.0,238000000.0,-66000000.0,-66000000.0,,-19000000.0,-312000000.0,-73000000.0,-81000000.0,-67000000.0,124000000.0,124000000.0,331000000.0,331000000.0,22000000.0,22000000.0,309000000.0,,,148000000.0,2022-12-31,
-69000000.0,,-1750000000.0,3127000000.0,-499000000.0,461000000.0,357000000.0,,104000000.0,,177000000.0,,177000000.0,-44000000.0,-171000000.0,-171000000.0,,,392000000.0,-985000000.0,,,1377000000.0,-1750000000.0,3127000000.0,-503000000.0,,-503000000.0,-4000000.0,,,,-499000000.0,430000000.0,,430000000.0,-156000000.0,-60000000.0,-38000000.0,67000000.0,67000000.0,-105000000.0,-63000000.0,-42000000.0,-42000000.0,-83000000.0,10000000.0,15000000.0,-94000000.0,-106000000.0,,77000000.0,77000000.0,330000000.0,330000000.0,17000000.0,17000000.0,313000000.0,,,285000000.0,2023-03-31,
-179000000.0,,-13000000.0,0.0,-591000000.0,327000000.0,461000000.0,,-134000000.0,,47000000.0,,47000000.0,-6000000.0,-177000000.0,-177000000.0,,,230000000.0,243000000.0,,,-13000000.0,-13000000.0,0.0,-593000000.0,,-593000000.0,-2000000.0,,,,-591000000.0,412000000.0,,412000000.0,-35000000.0,-47000000.0,-158000000.0,-23000000.0,-23000000.0,-135000000.0,-146000000.0,11000000.0,11000000.0,-7000000.0,-40000000.0,217000000.0,93000000.0,6000000.0,,30000000.0,30000000.0,335000000.0,335000000.0,22000000.0,22000000.0,313000000.0,,,112000000.0,2023-06-30,
155000000.0,,0.0,0.0,-651000000.0,354000000.0,327000000.0,,27000000.0,,-136000000.0,,-136000000.0,-2000000.0,-178000000.0,-178000000.0,,,44000000.0,44000000.0,,,0.0,0.0,0.0,-643000000.0,,-643000000.0,8000000.0,0.0,,0.0,-651000000.0,806000000.0,,806000000.0,241000000.0,78000000.0,175000000.0,79000000.0,79000000.0,96000000.0,80000000.0,16000000.0,16000000.0,46000000.0,-13000000.0,-45000000.0,-36000000.0,-39000000.0,,35000000.0,35000000.0,336000000.0,336000000.0,22000000.0,22000000.0,314000000.0,-19000000.0,-19000000.0,230000000.0,2023-09-30,
-539000000.0,,-91000000.0,132000000.0,-649000000.0,382000000.0,354000000.0,,28000000.0,,562000000.0,,562000000.0,1000000.0,-178000000.0,-178000000.0,,,739000000.0,705000000.0,,,34000000.0,-91000000.0,125000000.0,-644000000.0,,-644000000.0,5000000.0,0.0,,0.0,-649000000.0,110000000.0,,110000000.0,-189000000.0,31000000.0,-18000000.0,-96000000.0,-96000000.0,78000000.0,57000000.0,21000000.0,21000000.0,,-17000000.0,-229000000.0,-133000000.0,-321000000.0,0.0,180000000.0,180000000.0,334000000.0,334000000.0,20000000.0,20000000.0,314000000.0,-18000000.0,-18000000.0,113000000.0,2023-12-31,11000000.0
