tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,depreciation_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,selling_general_and_administration,general_and_administrative_expense,salaries_and_wages
1336633.663366,0.267327,678000000.0,5000000.0,5000000.0,148000000.0,331000000.0,1521000000.0,683000000.0,352000000.0,-146000000.0,150000000.0,,144336633.663366,190000000.0,1954000000.0,336000000.0,737570000.0,736369000.0,0.26,0.26,189000000.0,189000000.0,190000000.0,190000000.0,42000000.0,148000000.0,54000000.0,202000000.0,12000000.0,7000000.0,5000000.0,-5000000.0,-146000000.0,150000000.0,,336000000.0,411000000.0,102000000.0,309000000.0,309000000.0,309000000.0,747000000.0,1543000000.0,2290000000.0,2290000000.0,2022-12-31,,,
0.0,0.217033,858000000.0,,,285000000.0,330000000.0,1477000000.0,858000000.0,528000000.0,-154000000.0,164000000.0,10000000.0,285000000.0,285000000.0,1917000000.0,498000000.0,737698000.0,736829000.0,0.39,0.39,285000000.0,285000000.0,285000000.0,285000000.0,,285000000.0,79000000.0,364000000.0,20000000.0,20000000.0,,,-154000000.0,164000000.0,10000000.0,498000000.0,423000000.0,110000000.0,313000000.0,313000000.0,313000000.0,921000000.0,1494000000.0,2415000000.0,2415000000.0,2023-03-31,,,
1820689.655172,0.227586,637000000.0,8000000.0,8000000.0,112000000.0,335000000.0,1094000000.0,645000000.0,310000000.0,-157000000.0,165000000.0,8000000.0,105820689.655172,112000000.0,1518000000.0,305000000.0,738177000.0,737075000.0,0.15,0.15,112000000.0,112000000.0,112000000.0,112000000.0,,112000000.0,33000000.0,145000000.0,-3000000.0,-11000000.0,8000000.0,-8000000.0,-157000000.0,165000000.0,8000000.0,305000000.0,402000000.0,89000000.0,313000000.0,313000000.0,313000000.0,707000000.0,1116000000.0,1823000000.0,1823000000.0,2023-06-30,,,
1409722.222222,0.201389,782000000.0,7000000.0,7000000.0,230000000.0,336000000.0,1170000000.0,789000000.0,453000000.0,-161000000.0,165000000.0,4000000.0,224409722.222222,230000000.0,1606000000.0,437000000.0,738184000.0,737107000.0,0.31,0.31,230000000.0,230000000.0,230000000.0,230000000.0,,230000000.0,58000000.0,288000000.0,12000000.0,5000000.0,7000000.0,-7000000.0,-161000000.0,165000000.0,4000000.0,437000000.0,414000000.0,100000000.0,314000000.0,314000000.0,314000000.0,851000000.0,1192000000.0,2043000000.0,2043000000.0,2023-09-30,,,
-12677165.354331,0.110236,748000000.0,-115000000.0,-115000000.0,113000000.0,334000000.0,1214000000.0,633000000.0,299000000.0,-162000000.0,172000000.0,10000000.0,215322834.645669,113000000.0,1631000000.0,390000000.0,,,,,113000000.0,113000000.0,113000000.0,113000000.0,,113000000.0,14000000.0,127000000.0,-111000000.0,4000000.0,-115000000.0,115000000.0,-162000000.0,172000000.0,10000000.0,400000000.0,397000000.0,93000000.0,314000000.0,314000000.0,314000000.0,797000000.0,1234000000.0,2031000000.0,2031000000.0,2023-12-31,-10000000.0,-10000000.0,-10000000.0
