ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,dueto_related_parties_current,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,receivables,duefrom_related_parties_current,taxes_receivable,accrued_interest_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
5278348396.0,5278348396.0,16934324000.0,117636909000.0,133232417000.0,99728396000.0,117636909000.0,1472818000.0,117770911000.0,119346666000.0,117770911000.0,117770911000.0,3327238000.0,3327238000.0,15193035000.0,99250468000.0,170000.0,170000.0,119349042000.0,2459562000.0,13025000.0,13025000.0,2446537000.0,870782000.0,1575755000.0,116889480000.0,16854496000.0,1389655000.0,1389655000.0,14487787000.0,602036000.0,13885751000.0,13885751000.0,84157542000.0,5850125000.0,78307417000.0,2364723000.0,1676391000.0,6970790000.0,67295513000.0,237119953000.0,20502077000.0,16862117000.0,1045030000.0,1045030000.0,134002000.0,134002000.0,2460928000.0,-2577263000.0,5038191000.0,30249000.0,1416081000.0,3591861000.0,0.0,216617876000.0,799034000.0,57974225000.0,1053354000.0,7352517000.0,6318830000.0,326427000.0,119564000.0,587696000.0,149438746000.0,115112554000.0,34326192000.0,2022-12-31
5314348396.0,5314348396.0,16974790000.0,126486714000.0,141777062000.0,104788307000.0,126486714000.0,1707845000.0,126510117000.0,128064853000.0,126510117000.0,126510117000.0,2431753000.0,2431753000.0,23294062000.0,100784131000.0,171000.0,171000.0,113556133000.0,2533517000.0,382000.0,382000.0,2533135000.0,978399000.0,1554736000.0,111022616000.0,15683470000.0,1543135000.0,1543135000.0,14441655000.0,729446000.0,13712209000.0,13712209000.0,79354356000.0,21515816000.0,57838540000.0,,1960013000.0,,55878527000.0,240066250000.0,24255327000.0,20344866000.0,1298602000.0,1298602000.0,23403000.0,,2588456000.0,,2588456000.0,,2588456000.0,,,215810923000.0,2287742000.0,50898735000.0,,5589628000.0,4896517000.0,,,693111000.0,157034818000.0,137263553000.0,19771265000.0,2023-03-31
,,18269446000.0,145321428000.0,161410023000.0,115212076000.0,145321428000.0,2203502000.0,145344079000.0,146978931000.0,145344079000.0,145344079000.0,6259971000.0,6259971000.0,36402148000.0,102681784000.0,176000.0,176000.0,128941278000.0,2947181000.0,64222000.0,64222000.0,2882959000.0,1248107000.0,1634852000.0,125994097000.0,16131012000.0,1639290000.0,1639290000.0,15386487000.0,955395000.0,14431092000.0,14431092000.0,92837308000.0,30889820000.0,61947488000.0,,1832025000.0,,60115463000.0,274285357000.0,33079184000.0,28325561000.0,1544634000.0,1544634000.0,22651000.0,,3186338000.0,,3186338000.0,,3186338000.0,,,241206173000.0,2985263000.0,52055133000.0,,6657191000.0,5097426000.0,,,1559765000.0,179508586000.0,148129260000.0,31379326000.0,2023-06-30
,,19753460000.0,162028115000.0,178025186000.0,123451550000.0,162028115000.0,3778289000.0,162050015000.0,163673741000.0,162050015000.0,162050015000.0,5957839000.0,5957839000.0,51939270000.0,104152729000.0,177000.0,177000.0,152201117000.0,4076851000.0,55903000.0,55903000.0,4020948000.0,2397222000.0,1623726000.0,148124266000.0,16282948000.0,2043857000.0,2043857000.0,15732512000.0,1381067000.0,14351445000.0,14351445000.0,114064949000.0,43936446000.0,70128503000.0,,2028787000.0,,68099716000.0,314251132000.0,42675316000.0,36293655000.0,1631825000.0,1631825000.0,21900000.0,,4727936000.0,,4727936000.0,,4727936000.0,,,271575816000.0,3629894000.0,56413498000.0,,8685759000.0,6138625000.0,,,2547134000.0,202846665000.0,147906904000.0,54939761000.0,2023-09-30
5503491148.0,5503491148.0,10165901000.0,187220459000.0,193121700000.0,141849571000.0,187220459000.0,4285808000.0,187241607000.0,192473130000.0,187241607000.0,187241607000.0,4829742000.0,4829742000.0,75118597000.0,107293091000.0,177000.0,177000.0,160836513000.0,7935612000.0,59829000.0,59829000.0,7875783000.0,2644260000.0,5231523000.0,152900901000.0,21710708000.0,2144610000.0,2144610000.0,2290118000.0,1641548000.0,648570000.0,648570000.0,126755465000.0,13485287000.0,113270178000.0,3200108000.0,1238776000.0,16928603000.0,91902691000.0,348078120000.0,53327648000.0,47951276000.0,270738000.0,270738000.0,21148000.0,21148000.0,5084486000.0,-3240041000.0,8324527000.0,69691000.0,4104889000.0,4149947000.0,0.0,294750472000.0,1528672000.0,61985436000.0,1445749000.0,12580781000.0,7428070000.0,871593000.0,367001000.0,3914117000.0,217209834000.0,157415365000.0,59794469000.0,2023-12-31
