free_cash_flow,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,investing_cash_flow,operating_cash_flow,date
25914546000.0,92300417000.0,74409935000.0,-109374000.0,17999856000.0,9510000.0,-8559916000.0,26550262000.0,2022-12-31
1338022000.0,70670000000.0,92300417000.0,-348245000.0,-21282172000.0,53000.0,-22620247000.0,1338022000.0,2023-03-31
23395981000.0,83434459000.0,70670000000.0,881105000.0,11883354000.0,7233000.0,-11519860000.0,23395981000.0,2023-06-30
32537857000.0,111353259000.0,83434459000.0,201058000.0,27717742000.0,385000.0,-4820500000.0,32537857000.0,2023-09-30
36306792000.0,121779905000.0,111353259000.0,-1025057000.0,11451703000.0,-8968297000.0,-16470671000.0,36890671000.0,2023-12-31
