tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-2394915.451541,0.100546,10634258000.0,-23819000.0,-23819000.0,9453697000.0,8926705000.0,10610439000.0,10610439000.0,1339477000.0,12221000.0,1351698000.0,9475121084.548458,9453697000.0,30706293000.0,9113735000.0,1452303000.0,1274784500.0,6.52,7.4,9505352000.0,9453697000.0,9453697000.0,9453697000.0,9453697000.0,-78908000.0,1065613000.0,10598218000.0,145006000.0,168825000.0,-23819000.0,1339477000.0,12221000.0,1351698000.0,9113735000.0,21779588000.0,2406677000.0,19372911000.0,17732384000.0,1640527000.0,1640527000.0,,30893323000.0,8926705000.0,39820028000.0,39820028000.0,2022-12-31
-2671227.528986,0.166567,9620137000.0,-16037000.0,-16037000.0,8101027000.0,11125285000.0,9604100000.0,9604100000.0,1451912000.0,11687000.0,1463599000.0,8114392772.471014,8101027000.0,30708032000.0,6929018000.0,1462594500.0,1320680000.0,5.56,6.12,8101027000.0,8101027000.0,8101027000.0,8101027000.0,8101027000.0,106389000.0,1597775000.0,9592413000.0,1211483000.0,1227520000.0,-16037000.0,1451912000.0,11687000.0,1463599000.0,6929018000.0,19582747000.0,2506657000.0,17076090000.0,16259688000.0,816402000.0,816402000.0,,26511765000.0,11125285000.0,37637050000.0,37637050000.0,2023-03-31
30253476.474352,0.194285,16112967000.0,155717000.0,155717000.0,13108086000.0,18689787000.0,16268684000.0,16268684000.0,2275804000.0,11937000.0,2287741000.0,12982622476.474352,13108086000.0,39561993000.0,12718755000.0,1458337000.0,1359598500.0,9.0,9.64,13108086000.0,13108086000.0,13108086000.0,13108086000.0,13108086000.0,9781000.0,3158442000.0,16256747000.0,1262188000.0,1106471000.0,155717000.0,2275804000.0,11937000.0,2287741000.0,12718755000.0,20872206000.0,2733964000.0,18138242000.0,17542209000.0,596033000.0,596033000.0,1215125000.0,33590961000.0,18689787000.0,52280748000.0,52280748000.0,2023-06-30
17398283.948044,0.18341,19073761000.0,94860000.0,94860000.0,15537122000.0,26830233000.0,19168621000.0,19168621000.0,2115148000.0,12208000.0,2127356000.0,15459660283.948044,15537122000.0,52184350000.0,16656021000.0,1466275500.0,1365635500.0,10.6,11.36,15537122000.0,15537122000.0,15537122000.0,15537122000.0,15537122000.0,-105811000.0,3513480000.0,19156413000.0,385244000.0,290384000.0,94860000.0,2115148000.0,12208000.0,2127356000.0,16656021000.0,25354117000.0,2847323000.0,22506794000.0,21748449000.0,758345000.0,758345000.0,,42010138000.0,26830233000.0,68840371000.0,68840371000.0,2023-09-30
-26485498.082721,0.133214,27082556000.0,-198819000.0,-198819000.0,23280309000.0,35078272000.0,26883737000.0,26883737000.0,4351229000.0,8155000.0,4359384000.0,23452642501.91728,23280309000.0,66486068000.0,22394968000.0,,,,,23324296000.0,23280309000.0,23280309000.0,23280309000.0,23280309000.0,-15066000.0,3580207000.0,26875582000.0,129385000.0,328204000.0,-198819000.0,4351229000.0,8155000.0,4359384000.0,22394968000.0,31407796000.0,2864430000.0,28543366000.0,26638524000.0,1904842000.0,1904842000.0,,53802764000.0,35078272000.0,88881036000.0,88881036000.0,2023-12-31
