tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.101232,179000000.0,0.0,0.0,101300000.0,33800000.0,698200000.0,179000000.0,145200000.0,-31600000.0,31600000.0,101300000.0,101700000.0,1047000000.0,147100000.0,177000000.0,170900000.0,0.57,0.6,101700000.0,101700000.0,101700000.0,-800000.0,102500000.0,400000.0,102100000.0,11500000.0,113600000.0,4800000.0,-1900000.0,0.0,6700000.0,-31600000.0,31600000.0,140400000.0,348800000.0,348800000.0,247800000.0,101000000.0,101000000.0,489200000.0,698200000.0,1187400000.0,1187400000.0,2022-12-31
0.0,0.222,177000000.0,,,85300000.0,33800000.0,708200000.0,177000000.0,143200000.0,-32800000.0,32800000.0,85300000.0,85300000.0,1069400000.0,143300000.0,176800000.0,172000000.0,0.48,0.5,85300000.0,85300000.0,85300000.0,-600000.0,85900000.0,,85900000.0,24500000.0,110400000.0,4500000.0,-100000.0,,4600000.0,-32800000.0,32800000.0,138700000.0,361200000.0,361200000.0,256700000.0,104500000.0,104500000.0,499900000.0,708200000.0,1208100000.0,1208100000.0,2023-03-31
0.0,0.257,191600000.0,,,92400000.0,32600000.0,727400000.0,191600000.0,159000000.0,-33600000.0,33600000.0,92400000.0,92400000.0,1115100000.0,158800000.0,176800000.0,172100000.0,0.52,0.54,92400000.0,92400000.0,92400000.0,-800000.0,93200000.0,,93200000.0,32200000.0,125400000.0,4400000.0,200000.0,,4200000.0,-33600000.0,33600000.0,154600000.0,387700000.0,387700000.0,270200000.0,117500000.0,117500000.0,542300000.0,727400000.0,1269700000.0,1269700000.0,2023-06-30
0.0,0.244,216500000.0,,,113300000.0,33200000.0,703400000.0,216500000.0,183300000.0,-32600000.0,32600000.0,113300000.0,113300000.0,1098500000.0,183200000.0,177600000.0,172200000.0,0.64,0.66,113300000.0,113300000.0,113300000.0,-600000.0,113900000.0,0.0,113900000.0,36800000.0,150700000.0,4700000.0,100000.0,,4600000.0,-32600000.0,32600000.0,178600000.0,395100000.0,395100000.0,272900000.0,122200000.0,122200000.0,573700000.0,703400000.0,1277100000.0,1277100000.0,2023-09-30
0.0,0.113014,154200000.0,,,77100000.0,35700000.0,657700000.0,154200000.0,118500000.0,-30900000.0,30900000.0,77100000.0,77100000.0,1058200000.0,121900000.0,178200000.0,172300000.0,0.43,0.45,77100000.0,77100000.0,77100000.0,-600000.0,77700000.0,0.0,77700000.0,9900000.0,87600000.0,6200000.0,,,9600000.0,-30900000.0,30900000.0,112300000.0,400500000.0,400500000.0,263600000.0,136900000.0,136900000.0,512800000.0,657700000.0,1170500000.0,1170500000.0,2023-12-31
