free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,date
1133200000.0,-250400000.0,-600000.0,,79700000.0,-30000000.0,4848000000.0,4239600000.0,608400000.0,-1123300000.0,-1123300000.0,-817000000.0,-156200000.0,-156200000.0,-170700000.0,-250400000.0,79700000.0,20600000.0,5800000.0,,14800000.0,-600000.0,,568500000.0,568500000.0,800200000.0,4851400000.0,-4051200000.0,-20700000.0,85600000.0,-106300000.0,-30000000.0,-30000000.0,1163200000.0,2022-12-31
663900000.0,-188500000.0,-600000.0,691500000.0,19800000.0,-31400000.0,4640900000.0,4848000000.0,-207100000.0,201700000.0,201700000.0,-103800000.0,-155500000.0,-155500000.0,-168700000.0,-188500000.0,19800000.0,629700000.0,-61200000.0,-61200000.0,690900000.0,-600000.0,691500000.0,-1104100000.0,-1104100000.0,-1153200000.0,3032500000.0,-4185700000.0,-41200000.0,0.0,-41200000.0,-31400000.0,-31400000.0,695300000.0,2023-03-31
1081600000.0,-100400000.0,-700600000.0,0.0,13600000.0,-20900000.0,4073900000.0,4640900000.0,-567000000.0,-1691200000.0,-1691200000.0,-750900000.0,-154900000.0,-154900000.0,-86800000.0,-100400000.0,13600000.0,-698600000.0,2000000.0,2000000.0,-700600000.0,-700600000.0,0.0,21700000.0,21700000.0,224800000.0,2802400000.0,-2577600000.0,-52700000.0,1300000.0,-54000000.0,-20900000.0,-20900000.0,1102500000.0,2023-06-30
1028800000.0,-200800000.0,-62800000.0,0.0,10000000.0,-21800000.0,4564300000.0,4073900000.0,490400000.0,-510700000.0,-510700000.0,-102100000.0,-156100000.0,-156100000.0,-190800000.0,-200800000.0,10000000.0,-61700000.0,1100000.0,,-62800000.0,-62800000.0,0.0,-49500000.0,-49500000.0,-194300000.0,2047000000.0,-2241300000.0,88200000.0,130600000.0,-42400000.0,-21800000.0,-21800000.0,1050600000.0,2023-09-30
916100000.0,-250700000.0,0.0,0.0,14400000.0,-27900000.0,4707700000.0,4564300000.0,143400000.0,-585600000.0,-585600000.0,-229900000.0,-159000000.0,-159000000.0,-236300000.0,-250700000.0,14400000.0,39600000.0,39600000.0,,0.0,0.0,0.0,-215000000.0,-215000000.0,-134500000.0,3197200000.0,-3331700000.0,-49800000.0,100000.0,-49900000.0,-27900000.0,-27900000.0,944000000.0,2023-12-31
