treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,payables_and_accrued_expenses,payables,other_payable,total_tax_payable,income_tax_payable,total_assets,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,other_equity_adjustments
246300000.0,243500000.0,489800000.0,,4077700000.0,6870200000.0,14079400000.0,6870200000.0,10001700000.0,13998700000.0,10304800000.0,303100000.0,10001700000.0,-7199000000.0,10586900000.0,17042300000.0,10740400000.0,4900000.0,4900000.0,281934800000.0,1206800000.0,1206800000.0,3997000000.0,3997000000.0,80700000.0,80700000.0,,80700000.0,20455300000.0,20455300000.0,20436100000.0,19200000.0,19200000.0,292239600000.0,65359200000.0,3131500000.0,1533300000.0,1598200000.0,996100000.0,26312900000.0,26312900000.0,67737900000.0,62889900000.0,4848000000.0,2022-12-31,
248400000.0,243100000.0,491500000.0,71900000.0,4712800000.0,7046300000.0,14930700000.0,7046300000.0,10217900000.0,14906500000.0,10533500000.0,315600000.0,10217900000.0,-6201300000.0,10775400000.0,16398800000.0,10790900000.0,4900000.0,4900000.0,288874700000.0,1417100000.0,1417100000.0,4688600000.0,4688600000.0,24200000.0,24200000.0,24200000.0,,20549000000.0,20549000000.0,20524400000.0,24600000.0,24600000.0,299408200000.0,67918100000.0,3171600000.0,1535500000.0,1636100000.0,986200000.0,24719100000.0,24719100000.0,70037800000.0,65396900000.0,4640900000.0,2023-03-31,
249800000.0,242000000.0,491800000.0,,4019200000.0,7187800000.0,14363700000.0,7187800000.0,10344500000.0,14337400000.0,10656200000.0,311700000.0,10344500000.0,-6245200000.0,10877000000.0,16629900000.0,10831900000.0,4900000.0,4900000.0,288530700000.0,1406000000.0,1406000000.0,3992900000.0,3992900000.0,26300000.0,26300000.0,26300000.0,,19929400000.0,19929400000.0,19921800000.0,7600000.0,7600000.0,299186900000.0,66779100000.0,3156700000.0,1518300000.0,1638400000.0,957700000.0,24154700000.0,24154700000.0,68315700000.0,64241800000.0,4073900000.0,2023-06-30,
252338253.0,239657860.0,491996113.0,,3954000000.0,7597600000.0,14625600000.0,7597600000.0,10671600000.0,14601800000.0,10982400000.0,310800000.0,10671600000.0,-6840900000.0,11079600000.0,17717000000.0,10870200000.0,4900000.0,4900000.0,276965600000.0,1481400000.0,1481400000.0,3930200000.0,3930200000.0,23800000.0,23800000.0,23800000.0,,18567700000.0,18567700000.0,18557700000.0,10000000.0,10000000.0,287948000000.0,64064400000.0,3074000000.0,1480400000.0,1593600000.0,958100000.0,24116100000.0,24116100000.0,66146300000.0,61582000000.0,4564300000.0,2023-09-30,
255841111.0,236438294.0,492279405.0,,3992000000.0,7837700000.0,14908000000.0,7837700000.0,10916000000.0,14846900000.0,11210600000.0,294600000.0,10916000000.0,-5345300000.0,11335700000.0,16683500000.0,10908600000.0,4900000.0,4900000.0,293836100000.0,1613300000.0,1613300000.0,3930900000.0,3930900000.0,61100000.0,61100000.0,2500000.0,58600000.0,19641400000.0,19641400000.0,19629500000.0,11900000.0,11900000.0,305046700000.0,67987400000.0,3078300000.0,1469800000.0,1608500000.0,938400000.0,24610500000.0,24610500000.0,27194500000.0,22486800000.0,4707700000.0,2023-12-31,-5345300000.0
