ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_deferred_liabilities,current_deferred_revenue,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,prepaid_assets,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,additional_paid_in_capital
62191570.0,62191570.0,14065000.0,164570000.0,226800000.0,99780000.0,164570000.0,14065000.0,226800000.0,226800000.0,226800000.0,226800000.0,-27532000.0,-27532000.0,253711000.0,621000.0,621000.0,0.0,343378000.0,27783000.0,13718000.0,14065000.0,14065000.0,315595000.0,208807000.0,208807000.0,54469000.0,52319000.0,24569000.0,27750000.0,2049000.0,2049000.0,25701000.0,570178000.0,154803000.0,24770000.0,37206000.0,37206000.0,62230000.0,62230000.0,30597000.0,-54859000.0,85456000.0,23518000.0,17794000.0,44144000.0,0.0,415375000.0,22498000.0,18884000.0,167414000.0,647000.0,166767000.0,-6009000.0,172776000.0,225463000.0,225463000.0,2022-12-31,,
62026840.0,62026840.0,13044000.0,118839000.0,181072000.0,48751000.0,118839000.0,13044000.0,181072000.0,181072000.0,181072000.0,181072000.0,-26724000.0,-26724000.0,207176000.0,620000.0,620000.0,0.0,349771000.0,27018000.0,13974000.0,13044000.0,13044000.0,322753000.0,216312000.0,216312000.0,45802000.0,60639000.0,24452000.0,36187000.0,10830000.0,10830000.0,25357000.0,530843000.0,159339000.0,28341000.0,39743000.0,39743000.0,62233000.0,62233000.0,29022000.0,,29022000.0,,29022000.0,,,371504000.0,29341000.0,,160568000.0,,160568000.0,-6140000.0,166708000.0,181595000.0,181595000.0,2023-03-31,,
61668512.0,61668512.0,12459000.0,108317000.0,170550000.0,29410000.0,108317000.0,12459000.0,170550000.0,170550000.0,170550000.0,170550000.0,-26740000.0,-26740000.0,196673000.0,617000.0,617000.0,0.0,356444000.0,25835000.0,13376000.0,12459000.0,12459000.0,330609000.0,227100000.0,227100000.0,51937000.0,51572000.0,25339000.0,26233000.0,109000.0,109000.0,26124000.0,526994000.0,166975000.0,28677000.0,48259000.0,48259000.0,62233000.0,62233000.0,27806000.0,,27806000.0,,27806000.0,,,360019000.0,28272000.0,,178453000.0,,178453000.0,-5903000.0,184356000.0,153294000.0,153294000.0,2023-06-30,,
61562480.0,61562480.0,16237000.0,147877000.0,210105000.0,60033000.0,147877000.0,16237000.0,210105000.0,210105000.0,210105000.0,210105000.0,-28826000.0,-28826000.0,238315000.0,616000.0,616000.0,0.0,362890000.0,30064000.0,13827000.0,16237000.0,16237000.0,332826000.0,213440000.0,213440000.0,67187000.0,52199000.0,26429000.0,25770000.0,517000.0,517000.0,25253000.0,572995000.0,180136000.0,31143000.0,55523000.0,55523000.0,62228000.0,62228000.0,31242000.0,,31242000.0,,31242000.0,,,392859000.0,27170000.0,,183377000.0,,183377000.0,-5367000.0,188744000.0,182312000.0,182312000.0,2023-09-30,,
61566037.0,61566037.0,17694000.0,216043000.0,278278000.0,113275000.0,216043000.0,17694000.0,278278000.0,278278000.0,278278000.0,278278000.0,-27038000.0,-27038000.0,304701000.0,615000.0,615000.0,0.0,395075000.0,29160000.0,11466000.0,17694000.0,17694000.0,365915000.0,237793000.0,237793000.0,73210000.0,54912000.0,27374000.0,27538000.0,3030000.0,3030000.0,24508000.0,673353000.0,194163000.0,32445000.0,66043000.0,66043000.0,62235000.0,62235000.0,33440000.0,-57131000.0,90571000.0,23849000.0,21645000.0,45077000.0,0.0,479190000.0,5195000.0,20710000.0,182544000.0,1371000.0,181173000.0,,,270741000.0,270741000.0,2023-12-31,0.0,0.0
61569549.0,61569549.0,51813000.0,177375000.0,239607000.0,73186000.0,177375000.0,51813000.0,239607000.0,239607000.0,239607000.0,239607000.0,-27765000.0,-27765000.0,266757000.0,615000.0,615000.0,0.0,435155000.0,63135000.0,11322000.0,51813000.0,51813000.0,372020000.0,263905000.0,263905000.0,48517000.0,59598000.0,24920000.0,34678000.0,8277000.0,8277000.0,26401000.0,674762000.0,229556000.0,32741000.0,69868000.0,69868000.0,62232000.0,62232000.0,64715000.0,,64715000.0,,64715000.0,,,445206000.0,31981000.0,,205701000.0,,205701000.0,,,207524000.0,207524000.0,2024-03-31,,0.0
