ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
136612000.0,136612000.0,150770000.0,304930000.0,200384000.0,2896410000.0,731871000.0,200384000.0,14656000.0,2606136000.0,2894756000.0,2975907000.0,369771000.0,2606136000.0,-46499000.0,-46499000.0,2253932000.0,397337000.0,1366000.0,1366000.0,0.0,1119589000.0,698730000.0,338948000.0,71162000.0,71162000.0,288620000.0,288620000.0,420859000.0,28849000.0,58757000.0,58757000.0,16310000.0,14656000.0,1654000.0,1654000.0,130837000.0,316943000.0,57100000.0,329000.0,259843000.0,143292000.0,12455000.0,116551000.0,4095496000.0,2942766000.0,311135000.0,2405752000.0,733327000.0,1672425000.0,225879000.0,-277083000.0,502962000.0,14533000.0,322252000.0,148598000.0,17579000.0,0.0,1152730000.0,41929000.0,41929000.0,582471000.0,285024000.0,59739000.0,237708000.0,388826000.0,93978000.0,294848000.0,-8333000.0,303181000.0,139504000.0,139504000.0,2022-10-31
136878000.0,136878000.0,640170000.0,782789000.0,-168932000.0,3481926000.0,865303000.0,-168932000.0,,2699137000.0,3480311000.0,3084461000.0,385324000.0,2699137000.0,-19358000.0,-19358000.0,2328523000.0,388603000.0,1369000.0,1369000.0,0.0,1720159000.0,1266663000.0,372012000.0,113477000.0,113477000.0,781174000.0,781174000.0,453496000.0,,,,1615000.0,,1615000.0,,,451881000.0,290693000.0,,161188000.0,26352000.0,26352000.0,134836000.0,4804620000.0,3485821000.0,343349000.0,2868069000.0,873722000.0,1994347000.0,274403000.0,-289273000.0,563676000.0,22040000.0,353710000.0,168765000.0,19161000.0,0.0,1318799000.0,51381000.0,,697495000.0,338764000.0,80861000.0,277870000.0,427304000.0,101540000.0,325764000.0,-9942000.0,335706000.0,142619000.0,142619000.0,2023-01-31
136979000.0,136979000.0,627478000.0,754639000.0,-57664000.0,3572529000.0,899811000.0,-57664000.0,,2817890000.0,3553669000.0,3205500000.0,387610000.0,2817890000.0,-17626000.0,-17626000.0,2435155000.0,398991000.0,1370000.0,1370000.0,0.0,1664699000.0,1197871000.0,367624000.0,94468000.0,94468000.0,735779000.0,735779000.0,466828000.0,,,,18860000.0,,18860000.0,,,447968000.0,296159000.0,,151809000.0,4101000.0,4101000.0,147708000.0,4870199000.0,3503560000.0,354150000.0,2875554000.0,844319000.0,2031235000.0,273856000.0,-298537000.0,572393000.0,23578000.0,360894000.0,168689000.0,19232000.0,0.0,1366639000.0,53404000.0,,721569000.0,353668000.0,69700000.0,298201000.0,464505000.0,103448000.0,361057000.0,-10651000.0,371708000.0,127161000.0,127161000.0,2023-04-30
137022000.0,137022000.0,520998000.0,1215261000.0,65543000.0,4129628000.0,1452877000.0,65543000.0,,2914367000.0,4112851000.0,3303079000.0,388712000.0,2914367000.0,-16657000.0,-16657000.0,2523212000.0,406442000.0,1370000.0,1370000.0,0.0,2150223000.0,1671176000.0,389335000.0,83357000.0,83357000.0,1198484000.0,1198484000.0,479047000.0,,,,16777000.0,,16777000.0,,,462270000.0,315606000.0,,146664000.0,7149000.0,7149000.0,139515000.0,5453302000.0,3521378000.0,387521000.0,2848824000.0,822545000.0,2026279000.0,285033000.0,-308032000.0,593065000.0,23788000.0,366736000.0,182613000.0,19928000.0,0.0,1931924000.0,47372000.0,,731966000.0,352174000.0,72040000.0,307752000.0,458323000.0,102832000.0,355491000.0,-9005000.0,364496000.0,694263000.0,694263000.0,2023-07-31
138227621.0,138227621.0,2307030000.0,2498581000.0,-1485613000.0,5624073000.0,1190000000.0,-1485613000.0,20503000.0,3145995000.0,5606272000.0,3557958000.0,411963000.0,3145995000.0,-40180000.0,-40180000.0,2605984000.0,578809000.0,1382000.0,1382000.0,0.0,3637105000.0,2971763000.0,379640000.0,131846000.0,131846000.0,2460277000.0,2460277000.0,665342000.0,37305000.0,87556000.0,87556000.0,38304000.0,20503000.0,17801000.0,17801000.0,,502177000.0,105831000.0,18705000.0,396346000.0,190453000.0,8547000.0,205893000.0,7195063000.0,5339721000.0,386265000.0,4631608000.0,1357281000.0,3274327000.0,321848000.0,-312826000.0,634674000.0,25867000.0,386602000.0,202499000.0,19706000.0,0.0,1855342000.0,49837000.0,,1013680000.0,622395000.0,79789000.0,311496000.0,620777000.0,111702000.0,509075000.0,-12621000.0,521696000.0,171048000.0,171048000.0,2023-10-31
138306768.0,138306768.0,2304142000.0,2500465000.0,-1389738000.0,5766903000.0,1308264000.0,-1389738000.0,,3266438000.0,5762164000.0,3682504000.0,416066000.0,3266438000.0,-25962000.0,-25962000.0,2705128000.0,585888000.0,1384000.0,1384000.0,0.0,3653565000.0,3049470000.0,425541000.0,128203000.0,128203000.0,2495726000.0,2495726000.0,604095000.0,,,,4739000.0,,4739000.0,,,599356000.0,381837000.0,,217519000.0,22625000.0,22625000.0,194894000.0,7336069000.0,5423710000.0,439873000.0,4656176000.0,1365682000.0,3290494000.0,327661000.0,-326287000.0,653948000.0,30853000.0,397013000.0,206189000.0,19893000.0,0.0,1912359000.0,66716000.0,,1068735000.0,652265000.0,87266000.0,329204000.0,580585000.0,108888000.0,471697000.0,-12768000.0,484465000.0,196323000.0,196323000.0,2024-01-31
